"study","contrast","direction","pathway","feature"
"Misame (1-2 mo.)","IFA/BEP","down","Glycine and Serine Metabolism","Ornithine"
"Misame (1-2 mo.)","IFA/BEP","down","Glycine and Serine Metabolism","Homocysteine"
"Misame (1-2 mo.)","IFA/BEP","down","Catecholamine Biosynthesis","Homocysteine"
"Misame (1-2 mo.)","IFA/BEP","down","Alpha Linolenic Acid and Linoleic Acid Metabolism","Arachidonic acid"
"Misame (1-2 mo.)","IFA/BEP","down","Alpha Linolenic Acid and Linoleic Acid Metabolism","Dihomo-gamma-linolenic acid"
"Misame (1-2 mo.)","IFA/BEP","down","Arginine and Proline Metabolism","Ornithine"
"Misame (1-2 mo.)","IFA/BEP","down","Arginine and Proline Metabolism","4-Hydroxyproline"
"Misame (1-2 mo.)","IFA/BEP","down","Methionine Metabolism","Homocysteine"
"Misame (1-2 mo.)","IFA/BEP","down","Methionine Metabolism","Putrescine"
"Misame (1-2 mo.)","IFA/BEP","down","Sphingolipid Metabolism","Cer(d18:1/18:0)"
"Misame (1-2 mo.)","IFA/BEP","down","Beta Oxidation of Very Long Chain Fatty Acids","Dodecanoic acid"
"Misame (1-2 mo.)","IFA/BEP","down","Urea Cycle","Ornithine"
"Misame (1-2 mo.)","IFA/BEP","down","Pyruvate Metabolism","Lactic acid"
"Misame (1-2 mo.)","IFA/BEP","down","Tryptophan Metabolism","Indoleacetic acid"
"Misame (1-2 mo.)","IFA/BEP","down","Arachidonic Acid Metabolism","Arachidonic acid"
"Misame (1-2 mo.)","IFA/BEP","down","Betaine Metabolism","Homocysteine"
"Misame (1-2 mo.)","IFA/BEP","down","Gluconeogenesis","Lactic acid"
"Misame (1-2 mo.)","IFA/BEP","down","Spermidine and Spermine Biosynthesis","Ornithine"
"Misame (1-2 mo.)","IFA/BEP","down","Spermidine and Spermine Biosynthesis","Spermine"
"Misame (1-2 mo.)","IFA/BEP","down","Spermidine and Spermine Biosynthesis","Putrescine"
"Misame (1-2 mo.)","IFA/BEP","down","Homocysteine Degradation","Homocysteine"
"Misame (1-2 mo.)","IFA/BEP","down","Fatty Acid Biosynthesis","Dodecanoic acid"
"Misame (1-2 mo.)","IFA/BEP","down","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids","Dodecanoic acid"
"Misame (1-2 mo.)","IFA/BEP","down","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids","Stearoylcarnitine"
"Misame (1-2 mo.)","IFA/BEP","down","Warburg Effect","Lactic acid"
