"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Misame (3-4 mo.)","BEP","up","Nicotinate and Nicotinamide Metabolism",7,5,3,0.101,1
"Misame (3-4 mo.)","BEP","up","Vitamin B6 Metabolism",8,5,3.43,0.192,1
"Misame (3-4 mo.)","BEP","up","Pantothenate and CoA Biosynthesis",3,2,1.29,0.39,1
"Misame (3-4 mo.)","BEP","up","D-Arginine and D-Ornithine Metabolism",1,1,0.429,0.429,1
"Misame (3-4 mo.)","BEP","up","Vitamin K Metabolism",1,1,0.429,0.429,1
"Misame (3-4 mo.)","BEP","up","Tryptophan Metabolism",4,2,1.71,0.581,1
"Misame (3-4 mo.)","BEP","up","Riboflavin Metabolism",7,3,3,0.66,1
"Misame (3-4 mo.)","BEP","up","Glutathione Metabolism",2,1,0.857,0.681,1
"Misame (3-4 mo.)","BEP","up","Caffeine Metabolism",2,1,0.857,0.681,1
"Misame (3-4 mo.)","BEP","up","Glycerolipid Metabolism",2,1,0.857,0.681,1
"Misame (3-4 mo.)","BEP","up","Glycerol Phosphate Shuttle",2,1,0.857,0.681,1
"Misame (3-4 mo.)","BEP","up","Mitochondrial Electron Transport Chain",2,1,0.857,0.681,1
"Misame (3-4 mo.)","BEP","up","Pyruvaldehyde Degradation",2,1,0.857,0.681,1
"Misame (3-4 mo.)","BEP","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,1,0.857,0.681,1
"Misame (3-4 mo.)","BEP","up","Arginine and Proline Metabolism",5,2,2.14,0.728,1
"Misame (3-4 mo.)","BEP","up","Pyrimidine Metabolism",5,2,2.14,0.728,1
"Misame (3-4 mo.)","BEP","up","Beta-Alanine Metabolism",8,3,3.43,0.772,1
"Misame (3-4 mo.)","BEP","up","Steroid Biosynthesis",3,1,1.29,0.826,1
"Misame (3-4 mo.)","BEP","up","Bile Acid Biosynthesis",3,1,1.29,0.826,1
"Misame (3-4 mo.)","BEP","up","Fatty acid Metabolism",3,1,1.29,0.826,1
"Misame (3-4 mo.)","BEP","up","Butyrate Metabolism",3,1,1.29,0.826,1
"Misame (3-4 mo.)","BEP","up","Thiamine Metabolism",3,1,1.29,0.826,1
"Misame (3-4 mo.)","BEP","up","Plasmalogen Synthesis",3,1,1.29,0.826,1
"Misame (3-4 mo.)","BEP","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,1.29,0.826,1
"Misame (3-4 mo.)","BEP","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,1.29,0.826,1
"Misame (3-4 mo.)","BEP","up","Thyroid hormone synthesis",3,1,1.29,0.826,1
"Misame (3-4 mo.)","BEP","up","Valine, Leucine and Isoleucine Degradation",6,2,2.57,0.833,1
"Misame (3-4 mo.)","BEP","up","Lysine Degradation",4,1,1.71,0.907,1
"Misame (3-4 mo.)","BEP","up","Aspartate Metabolism",4,1,1.71,0.907,1
"Misame (3-4 mo.)","BEP","up","Glycine and Serine Metabolism",5,1,2.14,0.952,1
"Misame (3-4 mo.)","BEP","up","Phenylalanine and Tyrosine Metabolism",5,1,2.14,0.952,1
"Misame (3-4 mo.)","BEP","up","Ammonia Recycling",5,1,2.14,0.952,1
"Misame (3-4 mo.)","BEP","up","Porphyrin Metabolism",5,1,2.14,0.952,1
"Misame (3-4 mo.)","BEP","up","Phospholipid Biosynthesis",5,1,2.14,0.952,1
"Misame (3-4 mo.)","BEP","up","Folate Metabolism",5,1,2.14,0.952,1
"Misame (3-4 mo.)","BEP","up","Betaine Metabolism",5,1,2.14,0.952,1
"Misame (3-4 mo.)","BEP","up","Threonine and 2-Oxobutanoate Degradation",5,1,2.14,0.952,1
"Misame (3-4 mo.)","BEP","up","Propanoate Metabolism",6,1,2.57,0.976,1
"Misame (3-4 mo.)","BEP","up","Methionine Metabolism",6,1,2.57,0.976,1
"Misame (3-4 mo.)","BEP","up","Citric Acid Cycle",6,1,2.57,0.976,1
"Misame (3-4 mo.)","BEP","up","Glutamate Metabolism",6,1,2.57,0.976,1
"Misame (3-4 mo.)","BEP","up","Histidine Metabolism",7,1,3,0.988,1
"Misame (3-4 mo.)","BEP","up","Purine Metabolism",7,1,3,0.988,1
"Misame (3-4 mo.)","BEP","up","Warburg Effect",7,1,3,0.988,1
"Misame (3-4 mo.)","BEP","up","Tyrosine Metabolism",8,1,3.43,0.995,1
"Misame (3-4 mo.)","BEP","up","Pyruvate Metabolism",8,1,3.43,0.995,1
