"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Misame (3-4 mo.)","IFA/BEP","up","Nicotinate and Nicotinamide Metabolism",7,5,2.6,0.0501,1
"Misame (3-4 mo.)","IFA/BEP","up","Pantothenate and CoA Biosynthesis",3,2,1.11,0.306,1
"Misame (3-4 mo.)","IFA/BEP","up","Vitamin B6 Metabolism",8,4,2.97,0.325,1
"Misame (3-4 mo.)","IFA/BEP","up","D-Arginine and D-Ornithine Metabolism",1,1,0.371,0.371,1
"Misame (3-4 mo.)","IFA/BEP","up","Vitamin K Metabolism",1,1,0.371,0.371,1
"Misame (3-4 mo.)","IFA/BEP","up","Tryptophan Metabolism",4,2,1.49,0.478,1
"Misame (3-4 mo.)","IFA/BEP","up","Riboflavin Metabolism",7,3,2.6,0.525,1
"Misame (3-4 mo.)","IFA/BEP","up","Glutathione Metabolism",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Caffeine Metabolism",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Glycerolipid Metabolism",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Glycerol Phosphate Shuttle",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Electron Transport Chain",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Pyruvaldehyde Degradation",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,1,0.743,0.612,1
"Misame (3-4 mo.)","IFA/BEP","up","Arginine and Proline Metabolism",5,2,1.86,0.626,1
"Misame (3-4 mo.)","IFA/BEP","up","Pyrimidine Metabolism",5,2,1.86,0.626,1
"Misame (3-4 mo.)","IFA/BEP","up","Beta-Alanine Metabolism",8,3,2.97,0.645,1
"Misame (3-4 mo.)","IFA/BEP","up","Valine, Leucine and Isoleucine Degradation",6,2,2.23,0.743,1
"Misame (3-4 mo.)","IFA/BEP","up","Steroid Biosynthesis",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Bile Acid Biosynthesis",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Fatty acid Metabolism",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Butyrate Metabolism",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Plasmalogen Synthesis",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Thyroid hormone synthesis",3,1,1.11,0.765,1
"Misame (3-4 mo.)","IFA/BEP","up","Lysine Degradation",4,1,1.49,0.86,1
"Misame (3-4 mo.)","IFA/BEP","up","Aspartate Metabolism",4,1,1.49,0.86,1
"Misame (3-4 mo.)","IFA/BEP","up","Glycine and Serine Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Phenylalanine and Tyrosine Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Ammonia Recycling",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Porphyrin Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Phospholipid Biosynthesis",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Folate Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Betaine Metabolism",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Threonine and 2-Oxobutanoate Degradation",5,1,1.86,0.919,1
"Misame (3-4 mo.)","IFA/BEP","up","Propanoate Metabolism",6,1,2.23,0.954,1
"Misame (3-4 mo.)","IFA/BEP","up","Methionine Metabolism",6,1,2.23,0.954,1
"Misame (3-4 mo.)","IFA/BEP","up","Citric Acid Cycle",6,1,2.23,0.954,1
"Misame (3-4 mo.)","IFA/BEP","up","Glutamate Metabolism",6,1,2.23,0.954,1
"Misame (3-4 mo.)","IFA/BEP","up","Histidine Metabolism",7,1,2.6,0.975,1
"Misame (3-4 mo.)","IFA/BEP","up","Purine Metabolism",7,1,2.6,0.975,1
"Misame (3-4 mo.)","IFA/BEP","up","Warburg Effect",7,1,2.6,0.975,1
"Misame (3-4 mo.)","IFA/BEP","up","Tyrosine Metabolism",8,1,2.97,0.986,1
"Misame (3-4 mo.)","IFA/BEP","up","Pyruvate Metabolism",8,1,2.97,0.986,1
