"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Elicit (5 mo.)","Nico+Az.","up","Tryptophan Metabolism",4,1,0.8,0.609,1
"Elicit (5 mo.)","Nico+Az.","up","Gluconeogenesis",4,1,0.8,0.609,1
"Elicit (5 mo.)","Nico+Az.","up","Glycine and Serine Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Ammonia Recycling",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Arginine and Proline Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Porphyrin Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Phospholipid Biosynthesis",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Folate Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Betaine Metabolism",5,1,1,0.697,1
"Elicit (5 mo.)","Nico+Az.","up","Methionine Metabolism",6,1,1.2,0.768,1
"Elicit (5 mo.)","Nico+Az.","up","Glutamate Metabolism",6,1,1.2,0.768,1
"Elicit (5 mo.)","Nico+Az.","up","Histidine Metabolism",7,1,1.4,0.824,1
"Elicit (5 mo.)","Nico+Az.","up","Purine Metabolism",7,1,1.4,0.824,1
"Elicit (5 mo.)","Nico+Az.","up","Tyrosine Metabolism",8,1,1.6,0.868,1
"Elicit (5 mo.)","Nico+Az.","up","Beta-Alanine Metabolism",8,1,1.6,0.868,1
