"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Misame (3-4 mo.)","BEP/BEP","down","Glycine and Serine Metabolism",13,4,0.233,3.68e-05,0.0036
"Misame (3-4 mo.)","BEP/BEP","down","Methionine Metabolism",11,3,0.197,0.000652,0.032
"Misame (3-4 mo.)","BEP/BEP","down","Betaine Metabolism",4,2,0.0715,0.00171,0.056
"Misame (3-4 mo.)","BEP/BEP","down","Homocysteine Degradation",3,1,0.0537,0.0528,1
"Misame (3-4 mo.)","BEP/BEP","down","Catecholamine Biosynthesis",4,1,0.0715,0.0698,1
"Misame (3-4 mo.)","BEP/BEP","down","Spermidine and Spermine Biosynthesis",5,1,0.0894,0.0866,1
"Misame (3-4 mo.)","BEP/BEP","down","Sphingolipid Metabolism",7,1,0.125,0.119,1
"Misame (3-4 mo.)","BEP/BEP","down","Urea Cycle",7,1,0.125,0.119,1
"Misame (3-4 mo.)","BEP/BEP","down","Aspartate Metabolism",8,1,0.143,0.135,1
"Misame (3-4 mo.)","BEP/BEP","down","Arginine and Proline Metabolism",10,1,0.179,0.166,1
