outcome_group,arm_set,study,studytime,direction,contrast,module,pathway,total,hits,expected,raw_p,fdr_native,fdr_bh_pooled,significant,hit_features
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Ketone Body Metabolism,1,1,0.013,0.013,0.255,0.06237078651685393,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Butyrate Metabolism,1,1,0.013,0.013,0.255,0.06237078651685393,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Mitochondrial Electron Transport Chain,1,1,0.013,0.013,0.255,0.06237078651685393,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Phytanic Acid Peroxisomal Oxidation,1,1,0.013,0.013,0.255,0.06237078651685393,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Arginine and Proline Metabolism,10,2,0.195,0.0144,0.239,0.06356106870229009,FALSE,Proline; Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Methionine Metabolism,11,2,0.215,0.0174,0.239,0.06356106870229009,FALSE,Sarcosine; Methionine
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Ketone Body Metabolism,1,1,0.0195,0.0195,0.239,0.06356106870229009,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Butyrate Metabolism,1,1,0.0195,0.0195,0.239,0.06356106870229009,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Mitochondrial Electron Transport Chain,1,1,0.0195,0.0195,0.239,0.06356106870229009,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Phytanic Acid Peroxisomal Oxidation,1,1,0.0195,0.0195,0.239,0.06356106870229009,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Porphyrin Metabolism,1,1,0.0195,0.0195,0.12,0.06356106870229009,FALSE,Glycine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Pantothenate and CoA Biosynthesis,1,1,0.0195,0.0195,0.12,0.06356106870229009,FALSE,L-Cysteine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Ketone Body Metabolism,1,1,0.0195,0.0195,0.12,0.06356106870229009,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Butyrate Metabolism,1,1,0.0195,0.0195,0.12,0.06356106870229009,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Mitochondrial Electron Transport Chain,1,1,0.0195,0.0195,0.12,0.06356106870229009,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Phytanic Acid Peroxisomal Oxidation,1,1,0.0195,0.0195,0.12,0.06356106870229009,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Phosphatidylcholine Biosynthesis,1,1,0.0195,0.0195,0.12,0.06356106870229009,FALSE,Choline
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Glycine and Serine Metabolism,13,2,0.254,0.0242,0.253,0.06753856209150326,FALSE,Sarcosine; Methionine
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Citric Acid Cycle,2,1,0.026,0.0259,0.423,0.07116666666666667,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Bile Acid Biosynthesis,15,2,0.293,0.0318,0.253,0.07342592592592592,FALSE,Taurine; Cholic acid
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Beta Oxidation of Very Long Chain Fatty Acids,3,1,0.039,0.0386,0.54,0.07758169014084507,FALSE,L-Acetylcarnitine
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Taurine and Hypotaurine Metabolism,2,1,0.039,0.0387,0.253,0.07758169014084507,FALSE,Taurine
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Citric Acid Cycle,2,1,0.039,0.0387,0.253,0.07758169014084507,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Pyruvate Metabolism,2,1,0.039,0.0387,0.253,0.07758169014084507,FALSE,Lactic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Gluconeogenesis,2,1,0.039,0.0387,0.253,0.07758169014084507,FALSE,Lactic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Methylhistidine Metabolism,2,1,0.039,0.0387,0.253,0.07758169014084507,FALSE,Histidine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Cysteine Metabolism,2,1,0.039,0.0387,0.19,0.07758169014084507,FALSE,L-Cysteine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Taurine and Hypotaurine Metabolism,2,1,0.039,0.0387,0.19,0.07758169014084507,FALSE,L-Cysteine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Citric Acid Cycle,2,1,0.039,0.0387,0.19,0.07758169014084507,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Phosphatidylethanolamine Biosynthesis,2,1,0.039,0.0387,0.19,0.07758169014084507,FALSE,Choline
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Propanoate Metabolism,3,1,0.0585,0.0575,0.352,0.09666338582677166,FALSE,L-Valine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Alanine Metabolism,3,1,0.0585,0.0575,0.256,0.09666338582677166,FALSE,Glycine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Homocysteine Degradation,3,1,0.0585,0.0575,0.256,0.09666338582677166,FALSE,L-Cysteine
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,"Valine, Leucine and Isoleucine Degradation",5,1,0.065,0.0636,0.623,0.10047058823529412,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Carnitine Synthesis,5,1,0.065,0.0636,0.623,0.10047058823529412,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Warburg Effect,5,1,0.065,0.0636,0.623,0.10047058823529412,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Oxidation of Branched Chain Fatty Acids,4,1,0.078,0.076,0.414,0.10992364864864865,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Betaine Metabolism,4,1,0.078,0.076,0.414,0.10992364864864865,FALSE,Methionine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Phospholipid Biosynthesis,4,1,0.078,0.076,0.31,0.10992364864864865,FALSE,Choline
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Oxidation of Branched Chain Fatty Acids,4,1,0.078,0.076,0.31,0.10992364864864865,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Spermidine and Spermine Biosynthesis,5,1,0.0976,0.0941,0.461,0.12277872340425532,FALSE,Methionine
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Carnitine Synthesis,5,1,0.0976,0.0941,0.461,0.12277872340425532,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Warburg Effect,5,1,0.0976,0.0941,0.369,0.12277872340425532,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Glutamate Metabolism,8,1,0.104,0.1,0.891,0.12670623145400592,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Purine Metabolism,6,1,0.117,0.112,0.422,0.13742528735632184,FALSE,Glycine
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Arginine and Proline Metabolism,10,1,0.13,0.124,1,0.1431027027027027,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Beta-Alanine Metabolism,7,1,0.137,0.129,0.577,0.1468162729658793,FALSE,Histidine
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Ammonia Recycling,7,1,0.137,0.129,0.577,0.1468162729658793,FALSE,Histidine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Ammonia Recycling,7,1,0.137,0.129,0.47,0.1468162729658793,FALSE,Glycine
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Methionine Metabolism,11,1,0.143,0.135,1,0.15050913838120103,FALSE,Sarcosine
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Histidine Metabolism,8,1,0.156,0.147,0.599,0.16094615384615385,FALSE,Histidine
tertiary,stratified,Elicit,1 mo.,down,Az.,ora,Glutamate Metabolism,8,1,0.156,0.147,0.599,0.16094615384615385,FALSE,Succinic acid
tertiary,stratified,Elicit,1 mo.,down,Nico,ora,Glycine and Serine Metabolism,13,1,0.169,0.158,1,0.16908771929824562,FALSE,Sarcosine
tertiary,stratified,Elicit,1 mo.,down,Nico+Az.,ora,Bile Acid Biosynthesis,15,1,0.293,0.258,0.905,0.26043971631205676,FALSE,Glycine
tertiary,stratified,Elicit,1 mo.,up,Az.,ora,Homocysteine Degradation,3,1,0.0146,0.0146,0.634,0.06356106870229009,FALSE,Homocysteine
tertiary,stratified,Elicit,1 mo.,up,Az.,ora,Catecholamine Biosynthesis,4,1,0.0195,0.0194,0.634,0.06356106870229009,FALSE,Homocysteine
tertiary,stratified,Elicit,1 mo.,up,Az.,ora,Betaine Metabolism,4,1,0.0195,0.0194,0.634,0.06356106870229009,FALSE,Homocysteine
tertiary,stratified,Elicit,1 mo.,up,Nico,ora,Homocysteine Degradation,3,1,0.0293,0.029,1,0.07266491228070175,FALSE,Homocysteine
tertiary,stratified,Elicit,1 mo.,up,Nico,ora,Catecholamine Biosynthesis,4,1,0.039,0.0385,1,0.07758169014084507,FALSE,Homocysteine
tertiary,stratified,Elicit,1 mo.,up,Nico,ora,Betaine Metabolism,4,1,0.039,0.0385,1,0.07758169014084507,FALSE,Homocysteine
tertiary,stratified,Elicit,1 mo.,up,Az.,ora,Methionine Metabolism,11,1,0.0537,0.0528,1,0.09472941176470588,FALSE,Homocysteine
tertiary,stratified,Elicit,1 mo.,up,Nico,ora,Purine Metabolism,6,1,0.0585,0.0574,1,0.09666338582677166,FALSE,Xanthine
tertiary,stratified,Elicit,1 mo.,up,Az.,ora,Glycine and Serine Metabolism,13,1,0.0634,0.0622,1,0.10047058823529412,FALSE,Homocysteine
tertiary,stratified,Elicit,1 mo.,up,Nico,ora,Urea Cycle,7,1,0.0683,0.0666,1,0.1017531914893617,FALSE,Citrulline
tertiary,stratified,Elicit,1 mo.,up,Nico,ora,Aspartate Metabolism,8,1,0.078,0.0759,1,0.10992364864864865,FALSE,Citrulline
tertiary,stratified,Elicit,1 mo.,up,Nico,ora,Arginine and Proline Metabolism,10,1,0.0976,0.094,1,0.12277872340425532,FALSE,Citrulline
tertiary,stratified,Elicit,1 mo.,up,Nico,ora,Methionine Metabolism,11,1,0.107,0.103,1,0.1289765395894428,FALSE,Homocysteine
tertiary,stratified,Elicit,1 mo.,up,Nico,ora,Glycine and Serine Metabolism,13,1,0.127,0.121,1,0.1431027027027027,FALSE,Homocysteine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Propanoate Metabolism,3,2,0.0488,7.09e-4,0.0695,0.015933842105263156,FALSE,beta-Alanine; L-Valine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Purine Metabolism,6,2,0.0976,0.00345,0.117,0.035074999999999995,FALSE,Glycine; Xanthine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Beta-Alanine Metabolism,7,2,0.114,0.00479,0.117,0.03788654545454545,FALSE,beta-Alanine; Histidine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Ammonia Recycling,7,2,0.114,0.00479,0.117,0.03788654545454545,FALSE,Glycine; Histidine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Histidine Metabolism,8,2,0.13,0.00633,0.124,0.0420530303030303,FALSE,beta-Alanine; Histidine
tertiary,stratified,Elicit,5 mo.,down,Nico+Az.,ora,Steroid Biosynthesis,1,1,0.0065,0.0065,0.319,0.0420530303030303,FALSE,Palmitic acid
tertiary,stratified,Elicit,5 mo.,down,Nico+Az.,ora,Fatty Acid Elongation In Mitochondria,1,1,0.0065,0.0065,0.319,0.0420530303030303,FALSE,Palmitic acid
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Arginine and Proline Metabolism,10,2,0.163,0.01,0.163,0.056933333333333336,FALSE,Glycine; 4-Hydroxyproline
tertiary,stratified,Elicit,5 mo.,down,Nico,ora,Bile Acid Biosynthesis,15,2,0.171,0.0109,1,0.06124078947368421,FALSE,Taurine; Deoxycholic acid glycine conjugate
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Methionine Metabolism,11,2,0.179,0.0121,0.17,0.06237078651685393,FALSE,Glycine; Sarcosine
tertiary,stratified,Elicit,5 mo.,down,Nico+Az.,ora,Fatty acid Metabolism,2,1,0.013,0.013,0.381,0.06237078651685393,FALSE,Palmitic acid
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Porphyrin Metabolism,1,1,0.0163,0.0163,0.184,0.06356106870229009,FALSE,Glycine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Glycine and Serine Metabolism,13,2,0.211,0.0169,0.184,0.06356106870229009,FALSE,Glycine; Sarcosine
tertiary,stratified,Elicit,5 mo.,down,Nico+Az.,ora,Glycerolipid Metabolism,3,1,0.0195,0.0194,0.381,0.06356106870229009,FALSE,Palmitic acid
tertiary,stratified,Elicit,5 mo.,down,Nico+Az.,ora,Fatty Acid Biosynthesis,3,1,0.0195,0.0194,0.381,0.06356106870229009,FALSE,Palmitic acid
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Bile Acid Biosynthesis,15,2,0.244,0.0223,0.219,0.06753856209150326,FALSE,Glycine; Taurine
tertiary,stratified,Elicit,5 mo.,down,Nico,ora,Taurine and Hypotaurine Metabolism,2,1,0.0228,0.0227,1,0.06753856209150326,FALSE,Taurine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Taurine and Hypotaurine Metabolism,2,1,0.0325,0.0323,0.243,0.07342592592592592,FALSE,Taurine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Pyrimidine Metabolism,2,1,0.0325,0.0323,0.243,0.07342592592592592,FALSE,beta-Alanine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Methylhistidine Metabolism,2,1,0.0325,0.0323,0.243,0.07342592592592592,FALSE,Histidine
tertiary,stratified,Elicit,5 mo.,down,Nico,ora,Propanoate Metabolism,3,1,0.0341,0.0338,1,0.07401333333333333,FALSE,L-Valine
tertiary,stratified,Elicit,5 mo.,down,Nico+Az.,ora,Ammonia Recycling,7,1,0.0455,0.0449,0.716,0.0854,FALSE,L-Asparagine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Alanine Metabolism,3,1,0.0488,0.0481,0.336,0.08929869565217391,FALSE,Glycine
tertiary,stratified,Elicit,5 mo.,down,Nico+Az.,ora,Aspartate Metabolism,8,1,0.052,0.0511,0.716,0.09299915254237288,FALSE,L-Asparagine
tertiary,stratified,Elicit,5 mo.,down,Nico,ora,"Valine, Leucine and Isoleucine Degradation",5,1,0.0569,0.0558,1,0.09666338582677166,FALSE,L-Valine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Glutathione Metabolism,4,1,0.065,0.0636,0.416,0.10047058823529412,FALSE,Glycine
tertiary,stratified,Elicit,5 mo.,down,Nico,ora,Purine Metabolism,6,1,0.0683,0.0666,1,0.1017531914893617,FALSE,Xanthine
tertiary,stratified,Elicit,5 mo.,down,Nico,ora,Tryptophan Metabolism,6,1,0.0683,0.0666,1,0.1017531914893617,FALSE,Indoleacetic acid
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,"Valine, Leucine and Isoleucine Degradation",5,1,0.0813,0.0789,0.455,0.112301,FALSE,L-Valine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Carnitine Synthesis,5,1,0.0813,0.0789,0.455,0.112301,FALSE,Glycine
tertiary,stratified,Elicit,5 mo.,down,Nico+Az.,ora,Bile Acid Biosynthesis,15,1,0.0976,0.0943,1,0.12277872340425532,FALSE,Palmitic acid
tertiary,stratified,Elicit,5 mo.,down,Nico,ora,Methionine Metabolism,11,1,0.125,0.119,1,0.14273314606741572,FALSE,Sarcosine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Aspartate Metabolism,8,1,0.13,0.124,0.637,0.1431027027027027,FALSE,beta-Alanine
tertiary,stratified,Elicit,5 mo.,down,Az.,ora,Glutamate Metabolism,8,1,0.13,0.124,0.637,0.1431027027027027,FALSE,Glycine
tertiary,stratified,Elicit,5 mo.,down,Nico,ora,Glycine and Serine Metabolism,13,1,0.148,0.14,1,0.15447028423772613,FALSE,Sarcosine
tertiary,stratified,Elicit,5 mo.,up,Az.,ora,Nucleotide Sugars Metabolism,1,1,0.00325,0.00325,0.318,0.035074999999999995,FALSE,D-Galactose
tertiary,stratified,Elicit,5 mo.,up,Az.,ora,Lactose Degradation,2,1,0.0065,0.0065,0.318,0.0420530303030303,FALSE,D-Galactose
tertiary,stratified,Elicit,5 mo.,up,Az.,ora,Alpha Linolenic Acid and Linoleic Acid Metabolism,5,1,0.0163,0.0162,0.397,0.06356106870229009,FALSE,Eicosapentaenoic acid
tertiary,stratified,Elicit,5 mo.,up,Az.,ora,Galactose Metabolism,5,1,0.0163,0.0162,0.397,0.06356106870229009,FALSE,D-Galactose
tertiary,stratified,Elicit,5 mo.,up,Az.,ora,Sphingolipid Metabolism,7,1,0.0228,0.0227,0.444,0.06753856209150326,FALSE,D-Galactose
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Spermidine and Spermine Biosynthesis,5,3,0.171,3.3e-4,0.0323,0.01281,TRUE,Spermine; Spermidine; Putrescine
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Spermidine and Spermine Biosynthesis,5,3,0.203,5.64e-4,0.0553,0.015425374999999998,FALSE,Ornithine; Spermine; Putrescine
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Fatty Acid Biosynthesis,3,2,0.0829,0.00213,0.208,0.02756090909090909,FALSE,Dodecanoic acid; Myristic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Methionine Metabolism,11,3,0.376,0.00476,0.233,0.03788654545454545,FALSE,Homocysteine; Spermidine; Putrescine
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Warburg Effect,5,2,0.138,0.00686,0.31,0.043719701492537316,FALSE,Lactic acid; Succinic acid
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Alpha Linolenic Acid and Linoleic Acid Metabolism,5,2,0.203,0.0147,0.722,0.06356106870229009,FALSE,Arachidonic acid; Dihomo-gamma-linolenic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Glutamate Metabolism,8,2,0.221,0.0183,0.31,0.06356106870229009,FALSE,L-Aspartic acid; Succinic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Ketone Body Metabolism,1,1,0.0276,0.0276,0.31,0.07266491228070175,FALSE,Succinic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Butyrate Metabolism,1,1,0.0276,0.0276,0.31,0.07266491228070175,FALSE,Succinic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Mitochondrial Electron Transport Chain,1,1,0.0276,0.0276,0.31,0.07266491228070175,FALSE,Succinic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Phytanic Acid Peroxisomal Oxidation,1,1,0.0276,0.0276,0.31,0.07266491228070175,FALSE,Succinic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,1,1,0.0276,0.0276,0.31,0.07266491228070175,FALSE,Dodecanoic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Arginine and Proline Metabolism,10,2,0.276,0.0284,0.31,0.07266491228070175,FALSE,L-Aspartic acid; Succinic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,1,1,0.0341,0.0341,1,0.07428928571428571,FALSE,Dodecanoic acid
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,1,1,0.0407,0.0407,0.957,0.08083209302325581,FALSE,Dodecanoic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Citric Acid Cycle,2,1,0.0553,0.0546,0.411,0.09633966942148761,FALSE,Succinic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Pyruvate Metabolism,2,1,0.0553,0.0546,0.411,0.09633966942148761,FALSE,Lactic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Gluconeogenesis,2,1,0.0553,0.0546,0.411,0.09633966942148761,FALSE,Lactic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Malate-Aspartate Shuttle,2,1,0.0553,0.0546,0.411,0.09633966942148761,FALSE,L-Aspartic acid
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Arginine and Proline Metabolism,10,2,0.407,0.0585,0.957,0.09795882352941178,FALSE,Ornithine; 4-Hydroxyproline
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Pyruvate Metabolism,2,1,0.0683,0.0672,1,0.1017531914893617,FALSE,Lactic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Gluconeogenesis,2,1,0.0683,0.0672,1,0.1017531914893617,FALSE,Lactic acid
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Methionine Metabolism,11,2,0.447,0.0697,0.957,0.10457754385964912,FALSE,Homocysteine; Putrescine
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Pyruvate Metabolism,2,1,0.0813,0.0797,0.957,0.11268841059602648,FALSE,Lactic acid
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Gluconeogenesis,2,1,0.0813,0.0797,0.957,0.11268841059602648,FALSE,Lactic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Beta Oxidation of Very Long Chain Fatty Acids,3,1,0.0829,0.0808,0.528,0.11308612903225808,FALSE,Dodecanoic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,3,1,0.0829,0.0808,0.528,0.11308612903225808,FALSE,Stearoylcarnitine
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Glycine and Serine Metabolism,13,2,0.528,0.0941,0.957,0.12277872340425532,FALSE,Ornithine; Homocysteine
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Beta Oxidation of Very Long Chain Fatty Acids,3,1,0.102,0.0991,1,0.1266937125748503,FALSE,Dodecanoic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Homocysteine Degradation,3,1,0.102,0.0991,1,0.1266937125748503,FALSE,Homocysteine
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Fatty Acid Biosynthesis,3,1,0.102,0.0991,1,0.1266937125748503,FALSE,Dodecanoic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,3,1,0.102,0.0991,1,0.1266937125748503,FALSE,Stearoylcarnitine
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Oxidation of Branched Chain Fatty Acids,4,1,0.111,0.106,0.584,0.1319591836734694,FALSE,Succinic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Arachidonic Acid Metabolism,4,1,0.111,0.106,0.584,0.1319591836734694,FALSE,Arachidonic acid
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Beta Oxidation of Very Long Chain Fatty Acids,3,1,0.122,0.117,0.957,0.14152691218130312,FALSE,Dodecanoic acid
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Homocysteine Degradation,3,1,0.122,0.117,0.957,0.14152691218130312,FALSE,Homocysteine
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Fatty Acid Biosynthesis,3,1,0.122,0.117,0.957,0.14152691218130312,FALSE,Dodecanoic acid
tertiary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,3,1,0.122,0.117,0.957,0.14152691218130312,FALSE,Stearoylcarnitine
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Catecholamine Biosynthesis,4,1,0.137,0.13,1,0.1468162729658793,FALSE,Homocysteine
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Arachidonic Acid Metabolism,4,1,0.137,0.13,1,0.1468162729658793,FALSE,Arachidonic acid
tertiary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Betaine Metabolism,4,1,0.137,0.13,1,0.1468162729658793,FALSE,Homocysteine
