study,timepoint,contrast,direction,pathway,total,expected,hits,raw_p,fdr_native,enrichment_ratio
MISAME-III,1-2 mo.,BEP/IFA,down,Carnitine Synthesis,4,0.642,1,0.508,1,-1.557632398753894
MISAME-III,14-21 days,BEP/BEP,down,Ammonia Recycling,7,0.66,1,0.511,1,-1.5151515151515151
MISAME-III,14-21 days,BEP/BEP,down,Aspartate Metabolism,7,0.66,1,0.511,1,-1.5151515151515151
ELICIT,5 mo.,Az.,down,Aspartate Metabolism,7,0.66,1,0.511,1,-1.5151515151515151
Mumta-LW,1.5 mo.,BEP+ExBf+AZT,down,Spermidine and Spermine Biosynthesis,5,0.66,1,0.515,1,-1.5151515151515151
ELICIT,1 mo.,Nico,down,Arginine and Proline Metabolism,9,0.679,1,0.521,1,-1.4727540500736376
ELICIT,1 mo.,Nico,down,Methionine Metabolism,9,0.679,1,0.521,1,-1.4727540500736376
ELICIT,1 mo.,Az.,down,Beta-Alanine Metabolism,6,0.679,1,0.523,1,-1.4727540500736376
ELICIT,1 mo.,Az.,down,Histidine Metabolism,6,0.679,1,0.523,1,-1.4727540500736376
MISAME-III,3-4 mo.,BEP/BEP,down,Urea Cycle,7,0.726,1,0.547,1,-1.3774104683195594
MISAME-III,3-4 mo.,BEP/BEP,down,Aspartate Metabolism,7,0.726,1,0.547,1,-1.3774104683195594
Mumta-LW,2 mo.,BEP+ExBf,up,Glycine and Serine Metabolism,11,0.726,1,0.547,1,1.3774104683195594
Mumta-LW,2 mo.,BEP+ExBf+AZT,up,Glycine and Serine Metabolism,11,0.726,1,0.547,1,1.3774104683195594
ELICIT,5 mo.,Nico,down,Glycine and Serine Metabolism,11,0.726,1,0.547,1,-1.3774104683195594
MISAME-III,1-2 mo.,IFA/BEP,down,Sphingolipid Metabolism,3,0.708,1,0.558,1,-1.4124293785310735
MISAME-III,1-2 mo.,IFA/BEP,down,Beta Oxidation of Very Long Chain Fatty Acids,3,0.708,1,0.558,1,-1.4124293785310735
MISAME-III,1-2 mo.,IFA/BEP,down,Betaine Metabolism,3,0.708,1,0.558,1,-1.4124293785310735
MISAME-III,1-2 mo.,IFA/BEP,down,Homocysteine Degradation,3,0.708,1,0.558,1,-1.4124293785310735
MISAME-III,1-2 mo.,IFA/BEP,down,Fatty Acid Biosynthesis,3,0.708,1,0.558,1,-1.4124293785310735
MISAME-III,1-2 mo.,IFA/BEP,down,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,3,0.708,1,0.558,1,-1.4124293785310735
MISAME-III,14-21 days,BEP/BEP,down,Glutamate Metabolism,8,0.755,1,0.56,1,-1.3245033112582782
ELICIT,5 mo.,Az.,down,Glutamate Metabolism,8,0.755,1,0.56,1,-1.3245033112582782
Mumta-LW,1.5 mo.,BEP+ExBf,up,"Valine, Leucine and Isoleucine Degradation",5,0.755,1,0.566,1,1.3245033112582782
Mumta-LW,1.5 mo.,BEP+ExBf,up,Purine Metabolism,5,0.755,1,0.566,1,1.3245033112582782
Mumta-LW,1.5 mo.,BEP+ExBf,up,Spermidine and Spermine Biosynthesis,5,0.755,1,0.566,1,1.3245033112582782
ELICIT,1 mo.,Az.,down,Ammonia Recycling,7,0.792,1,0.58,1,-1.2626262626262625
MISAME-III,1-2 mo.,BEP/IFA,down,"Valine, Leucine and Isoleucine Degradation",5,0.802,1,0.59,1,-1.2468827930174562
MISAME-III,1-2 mo.,BEP/IFA,down,Purine Metabolism,5,0.802,1,0.59,1,-1.2468827930174562
MISAME-III,1-2 mo.,BEP/IFA,down,Spermidine and Spermine Biosynthesis,5,0.802,1,0.59,1,-1.2468827930174562
MISAME-III,14-21 days,IFA/BEP,down,Oxidation of Branched Chain Fatty Acids,4,0.792,1,0.592,1,-1.2626262626262625
MISAME-III,1-2 mo.,BEP/BEP,down,Alpha Linolenic Acid and Linoleic Acid Metabolism,4,0.792,1,0.592,1,-1.2626262626262625
MISAME-III,1-2 mo.,BEP/BEP,down,Warburg Effect,4,0.792,1,0.592,1,-1.2626262626262625
ELICIT,1 mo.,Nico,down,Glycine and Serine Metabolism,11,0.83,1,0.597,1,-1.2048192771084338
ELICIT,1 mo.,Nico+Az.,down,Ammonia Recycling,7,0.858,1,0.611,1,-1.1655011655011656
MISAME-III,14-21 days,IFA/BEP,down,Bile Acid Biosynthesis,10,1.98,2,0.63,1,-1.0101010101010102
ELICIT,1 mo.,Az.,down,Glutamate Metabolism,8,0.906,1,0.631,1,-1.1037527593818983
Mumta-LW,1.5 mo.,BEP+ExBf,up,Beta-Alanine Metabolism,6,0.906,1,0.635,1,1.1037527593818983
Mumta-LW,1.5 mo.,BEP+ExBf,up,Histidine Metabolism,6,0.906,1,0.635,1,1.1037527593818983
Mumta-LW,1.5 mo.,BEP+ExBf+AZT,down,Urea Cycle,7,0.925,1,0.641,1,-1.081081081081081
MISAME-III,3-4 mo.,BEP/BEP,down,Arginine and Proline Metabolism,9,0.934,1,0.642,1,-1.070663811563169
MISAME-III,1-2 mo.,BEP/IFA,down,Beta-Alanine Metabolism,6,0.962,1,0.659,1,-1.0395010395010396
MISAME-III,3-4 mo.,IFA/BEP,down,Glutamate Metabolism,8,0.981,1,0.662,1,-1.019367991845056
MISAME-III,1-2 mo.,IFA/BEP,down,Tryptophan Metabolism,4,0.943,1,0.665,1,-1.0604453870625663
MISAME-III,1-2 mo.,IFA/BEP,down,Warburg Effect,4,0.943,1,0.665,1,-1.0604453870625663
MISAME-III,14-21 days,IFA/BEP,down,"Valine, Leucine and Isoleucine Degradation",5,0.991,1,0.676,1,-1.0090817356205852
MISAME-III,14-21 days,IFA/BEP,down,Purine Metabolism,5,0.991,1,0.676,1,-1.0090817356205852
MISAME-III,1-2 mo.,IFA/BEP,down,Arginine and Proline Metabolism,9,2.12,2,0.676,1,-0.9433962264150942
MISAME-III,1-2 mo.,IFA/BEP,down,Methionine Metabolism,9,2.12,2,0.676,1,-0.9433962264150942
MISAME-III,14-21 days,IFA/BEP,down,Glycine and Serine Metabolism,11,2.18,2,0.687,1,-0.9174311926605504
MISAME-III,3-4 mo.,IFA/BEP,down,Arginine and Proline Metabolism,9,1.1,1,0.707,1,-0.9090909090909091
MISAME-III,1-2 mo.,BEP/IFA,down,Ammonia Recycling,7,1.12,1,0.717,1,-0.8928571428571428
MISAME-III,1-2 mo.,BEP/IFA,down,Urea Cycle,7,1.12,1,0.717,1,-0.8928571428571428
MISAME-III,1-2 mo.,BEP/IFA,down,Aspartate Metabolism,7,1.12,1,0.717,1,-0.8928571428571428
Mumta-LW,1.5 mo.,BEP+ExBf+AZT,down,Arginine and Proline Metabolism,9,1.19,1,0.735,1,-0.8403361344537815
Mumta-LW,1.5 mo.,BEP+ExBf+AZT,down,Methionine Metabolism,9,1.19,1,0.735,1,-0.8403361344537815
ELICIT,1 mo.,Nico+Az.,down,Bile Acid Biosynthesis,10,1.23,1,0.746,1,-0.8130081300813008
Mumta-LW,1.5 mo.,BEP+ExBf+AZT,down,Bile Acid Biosynthesis,10,1.32,1,0.774,1,-0.7575757575757576
Mumta-LW,1.5 mo.,BEP+ExBf,up,Arginine and Proline Metabolism,9,1.36,1,0.785,1,0.7352941176470588
Mumta-LW,1.5 mo.,BEP+ExBf,up,Methionine Metabolism,9,1.36,1,0.785,1,0.7352941176470588
MISAME-III,1-2 mo.,IFA/BEP,down,Glycine and Serine Metabolism,11,2.59,2,0.787,1,-0.7722007722007722
MISAME-III,14-21 days,IFA/BEP,down,Aspartate Metabolism,7,1.39,1,0.797,1,-0.7194244604316548
MISAME-III,1-2 mo.,BEP/IFA,down,Bile Acid Biosynthesis,10,1.6,1,0.84,1,-0.625
Mumta-LW,1.5 mo.,BEP+ExBf,up,Glycine and Serine Metabolism,11,1.66,1,0.85,1,0.6024096385542169
MISAME-III,1-2 mo.,IFA/BEP,down,Urea Cycle,7,1.65,1,0.857,1,-0.6060606060606061
MISAME-III,1-2 mo.,BEP/BEP,down,Glycine and Serine Metabolism,11,2.18,1,0.923,1,-0.4587155963302752
