"study","contrast","direction","pathway","feature"
"Misame (1-2 mo.)","BEP/IFA","down","Glycine and Serine Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Glycine and Serine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Pterine Biosynthesis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Tyrosine Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Tyrosine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Beta-Alanine Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Beta-Alanine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Phenylalanine and Tyrosine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Ammonia Recycling","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Ammonia Recycling","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Nucleotide Sugars Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Inositol Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Inositol Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Cysteine Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Glutathione Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Propanoate Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Propanoate Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Propanoate Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Propanoate Metabolism","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Vitamin B6 Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Arginine and Proline Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Arginine and Proline Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Arginine and Proline Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Steroid Biosynthesis","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Porphyrin Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Porphyrin Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Phospholipid Biosynthesis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Phospholipid Biosynthesis","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Phospholipid Biosynthesis","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Caffeine Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Caffeine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Selenoamino Acid Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Oxidation of Branched Chain Fatty Acids","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Valine, Leucine and Isoleucine Degradation","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Valine, Leucine and Isoleucine Degradation","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Valine, Leucine and Isoleucine Degradation","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Methionine Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Methionine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Bile Acid Biosynthesis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Bile Acid Biosynthesis","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","D-Arginine and D-Ornithine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Lysine Degradation","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Lysine Degradation","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Lysine Degradation","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Glycerolipid Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Glycerolipid Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Glycolysis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Galactose Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Histidine Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Histidine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Histidine Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Pyrimidine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Nicotinate and Nicotinamide Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Nicotinate and Nicotinamide Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Purine Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Purine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Fatty acid Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Fatty acid Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Folate Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Folate Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Fatty Acid Elongation In Mitochondria","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Alanine Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Citric Acid Cycle","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Citric Acid Cycle","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Citric Acid Cycle","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Citric Acid Cycle","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Starch and Sucrose Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Urea Cycle","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Urea Cycle","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Pyruvate Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Pyruvate Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Pyruvate Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Pyruvate Metabolism","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Tryptophan Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Tryptophan Metabolism","L-Tryptophan"
"Misame (1-2 mo.)","BEP/IFA","down","Tryptophan Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Fructose and Mannose Degradation","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Aspartate Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Androgen and Estrogen Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Riboflavin Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Ketone Body Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Glutamate Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Glutamate Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Butyrate Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Butyrate Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Retinol Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Thiamine Metabolism","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Betaine Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Betaine Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Glycerol Phosphate Shuttle","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Glycerol Phosphate Shuttle","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Glucose-Alanine Cycle","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Gluconeogenesis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Gluconeogenesis","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Malate-Aspartate Shuttle","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Steroidogenesis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Electron Transport Chain","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Electron Transport Chain","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Lactose Synthesis","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Ethanol Degradation","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Phytanic Acid Peroxisomal Oxidation","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Phytanic Acid Peroxisomal Oxidation","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Threonine and 2-Oxobutanoate Degradation","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Threonine and 2-Oxobutanoate Degradation","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Threonine and 2-Oxobutanoate Degradation","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Fatty Acid Biosynthesis","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Pyruvaldehyde Degradation","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Inositol Phosphate Metabolism","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Phosphatidylinositol Phosphate Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Vitamin K Metabolism","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Carnitine Synthesis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Transfer of Acetyl Groups into Mitochondria","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Transfer of Acetyl Groups into Mitochondria","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Transfer of Acetyl Groups into Mitochondria","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/IFA","down","Degradation of Superoxides","Manganese"
"Misame (1-2 mo.)","BEP/IFA","down","Plasmalogen Synthesis","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Plasmalogen Synthesis","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids","NAD"
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids","FAD"
"Misame (1-2 mo.)","BEP/IFA","down","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids","NAD"
