ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count,studytime,contrast,direction,study,timepoint,signed_fold_enrichment,description_sentence
GO:0006401,RNA catabolic process,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,P60228,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,RNA catabolic process
GO:0010977,negative regulation of neuron projection development,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,Q02790,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Negative regulation of neuron projection development
GO:0030073,insulin secretion,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,Q5JWF2,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Insulin secretion
GO:0031331,positive regulation of cellular catabolic process,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,P11234,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Positive regulation of cellular catabolic process
GO:0035150,regulation of tube size,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,P61586,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Regulation of tube size
GO:0035296,regulation of tube diameter,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,P61586,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Regulation of tube diameter
GO:0036503,ERAD pathway,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,Q6ZVX7,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,ERAD pathway
GO:0043244,regulation of protein-containing complex disassembly,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,O75083,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Regulation of protein-containing complex disassembly
GO:0046887,positive regulation of hormone secretion,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,Q92930,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Positive regulation of hormone secretion
GO:0050679,positive regulation of epithelial cell proliferation,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,P22392,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Positive regulation of epithelial cell proliferation
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,P62888,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Antimicrobial humoral immune response mediated by antimicrobial peptide
GO:0097746,blood vessel diameter maintenance,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,P61586,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Blood vessel diameter maintenance
GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,1/179,17/1207,0.0588235294117647,0.396648044692737,-1.04502171887702,0.93598919655399,0.99958263415222,0.957311726737822,P63000,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.396648044692737,Positive regulation of substrate adhesion-dependent cell spreading
GO:1904951,positive regulation of establishment of protein localization,4/179,47/1207,0.0851063829787234,0.573873766789492,-1.2429733507579,0.936236103865577,0.99958263415222,0.957311726737822,P17987/P07900/P62937/Q9BUL8,4,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.573873766789492,Positive regulation of establishment of protein localization
GO:0002218,activation of innate immune response,2/179,28/1207,0.0714285714285714,0.481644054269753,-1.15758744966374,0.936528356058199,0.99958263415222,0.957311726737822,P07900/P11142,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.481644054269753,Activation of innate immune response
GO:0043523,regulation of neuron apoptotic process,2/179,28/1207,0.0714285714285714,0.481644054269753,-1.15758744966374,0.936528356058199,0.99958263415222,0.957311726737822,P42574/P61586,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.481644054269753,Regulation of neuron apoptotic process
GO:0099173,postsynapse organization,2/179,28/1207,0.0714285714285714,0.481644054269753,-1.15758744966374,0.936528356058199,0.99958263415222,0.957311726737822,Q14247/P11142,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.481644054269753,Postsynapse organization
GO:0007162,negative regulation of cell adhesion,3/179,38/1207,0.0789473684210526,0.532343428403411,-1.22184241262993,0.938026131321804,0.99958263415222,0.957311726737822,P42574/P06576/P61586,3,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.532343428403411,Negative regulation of cell adhesion
GO:0032774,RNA biosynthetic process,21/179,184/1207,0.114130434782609,0.769583434539713,-1.41608201011067,0.940400870744593,0.99958263415222,0.957311726737822,Q9UK80/P10599/P22392/P63104/P62424/P62829/P07355/P62841/P43490/P62937/P09525/P11142/P18077/P61586/Q9Y3F4/P28482/P42766/P12429/Q9UQ80/P50914/P63220,21,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.769583434539713,RNA biosynthetic process
GO:0002682,regulation of immune system process,16/179,146/1207,0.10958904109589,0.738960740797429,-1.4032277877006,0.941013778369677,0.99958263415222,0.957311726737822,P08174/P30046/P63104/Q08722/P42574/P25786/P62942/Q15833/Q5JWF2/P07900/P61981/P11142/P61586/P28482/P63000/P28070,16,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.738960740797429,Regulation of immune system process
GO:0120035,regulation of plasma membrane bounded cell projection organization,7/179,74/1207,0.0945945945945946,0.637852936735618,-1.34118746183924,0.941664202496383,0.99958263415222,0.957311726737822,P20339/P50395/Q16658/P07900/P61586/P63000/Q02790,7,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.637852936735618,Regulation of plasma membrane bounded cell projection organization
GO:0008015,blood circulation,4/179,48/1207,0.0833333333333333,0.561918063314711,-1.29192665645202,0.942817422145799,0.99958263415222,0.957311726737822,O75787/P21964/P07900/P61586,4,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.561918063314711,Blood circulation
GO:0061564,axon development,4/179,48/1207,0.0833333333333333,0.561918063314711,-1.29192665645202,0.942817422145799,0.99958263415222,0.957311726737822,P04271/P42574/Q14247/P63000,4,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.561918063314711,Axon development
GO:0006355,regulation of DNA-templated transcription,15/179,139/1207,0.107913669064748,0.727663679112576,-1.42374086943916,0.944090634166961,0.99958263415222,0.957311726737822,Q9UK80/P10599/P22392/P63104/P62829/P07355/P43490/P62937/P09525/P11142/P61586/Q9Y3F4/P28482/P12429/Q9UQ80,15,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.727663679112576,Regulation of DNA-templated transcription
GO:2001141,regulation of RNA biosynthetic process,15/179,139/1207,0.107913669064748,0.727663679112576,-1.42374086943916,0.944090634166961,0.99958263415222,0.957311726737822,Q9UK80/P10599/P22392/P63104/P62829/P07355/P43490/P62937/P09525/P11142/P61586/Q9Y3F4/P28482/P12429/Q9UQ80,15,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.727663679112576,Regulation of RNA biosynthetic process
GO:0034762,regulation of transmembrane transport,2/179,29/1207,0.0689655172413793,0.465035638605278,-1.21633951735464,0.944515762837384,0.99958263415222,0.957311726737822,O75915/P62942,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.465035638605278,Regulation of transmembrane transport
GO:0048638,regulation of developmental growth,2/179,29/1207,0.0689655172413793,0.465035638605278,-1.21633951735464,0.944515762837384,0.99958263415222,0.957311726737822,Q5JWF2/Q14247,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.465035638605278,Regulation of developmental growth
GO:0051651,maintenance of location in cell,2/179,29/1207,0.0689655172413793,0.465035638605278,-1.21633951735464,0.944515762837384,0.99958263415222,0.957311726737822,P10599/P62942,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.465035638605278,Maintenance of location in cell
GO:0009607,response to biotic stimulus,19/179,170/1207,0.111764705882353,0.753631284916201,-1.44552049314987,0.944753037320376,0.99958263415222,0.957311726737822,P40394/P08174/P61966/P63104/Q08722/P42574/P04792/P06737/P48643/Q06830/P07900/P61981/P62820/P11142/P61586/P28482/P12429/P51149/P62888,19,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.753631284916201,Response to biotic stimulus
GO:0002252,immune effector process,8/179,83/1207,0.0963855421686747,0.649929326243522,-1.37852686154987,0.944791202734122,0.99958263415222,0.957311726737822,P08174/O00161/Q06830/Q15833/P61981/O75083/P11142/P12429,8,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.649929326243522,Immune effector process
GO:0051222,positive regulation of protein transport,3/179,39/1207,0.0769230769230769,0.518693596905887,-1.27448912356529,0.945002055468793,0.99958263415222,0.957311726737822,P07900/P62937/Q9BUL8,3,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.518693596905887,Positive regulation of protein transport
GO:0070372,regulation of ERK1 and ERK2 cascade,3/179,39/1207,0.0769230769230769,0.518693596905887,-1.27448912356529,0.945002055468793,0.99958263415222,0.957311726737822,P30046/P63104/Q14152,3,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.518693596905887,Regulation of ERK1 and ERK2 cascade
GO:0002440,production of molecular mediator of immune response,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,P08174,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Production of molecular mediator of immune response
GO:0006958,"complement activation, classical pathway",1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,P08174,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,"Complement activation, classical pathway"
GO:0030203,glycosaminoglycan metabolic process,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,Q00610,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Glycosaminoglycan metabolic process
GO:0031640,killing of cells of another organism,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,P62888,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Killing of cells of another organism
GO:0034341,response to type II interferon,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,Q08722,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Response to type II interferon
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,P10599,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
GO:0071346,cellular response to type II interferon,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,Q08722,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Cellular response to type II interferon
GO:0097006,regulation of plasma lipoprotein particle levels,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,P07355,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Regulation of plasma lipoprotein particle levels
GO:0099175,regulation of postsynapse organization,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,P11142,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Regulation of postsynapse organization
GO:0141060,disruption of anatomical structure in another organism,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,P62888,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Disruption of anatomical structure in another organism
GO:0141061,disruption of cell in another organism,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,P62888,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Disruption of cell in another organism
GO:1902105,regulation of leukocyte differentiation,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,P61586,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Regulation of leukocyte differentiation
GO:2001056,positive regulation of cysteine-type endopeptidase activity,1/179,18/1207,0.0555555555555556,0.374612042209808,-1.11506055159742,0.945617712366457,0.99958263415222,0.957311726737822,O75915,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.374612042209808,Positive regulation of cysteine-type endopeptidase activity
GO:0050793,regulation of developmental process,22/179,193/1207,0.113989637305699,0.76863403479318,-1.46272526236759,0.945673019808763,0.99958263415222,0.957311726737822,Q04637/P04271/Q6UXH8/P22392/P63104/Q99536/P04792/Q5JWF2/P07355/P61981/P23381/P04075/Q14247/O75083/P08238/P00558/P61586/P28482/P63000/Q9BUL8/P12429/Q9UQ80,22,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.76863403479318,Regulation of developmental process
GO:0048589,developmental growth,5/179,58/1207,0.0862068965517242,0.581294548256598,-1.36322081951364,0.948559800630852,0.99958263415222,0.957311726737822,P04271/P21964/Q5JWF2/Q14247/P46940,5,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.581294548256598,Developmental growth
GO:0050808,synapse organization,5/179,58/1207,0.0862068965517242,0.581294548256598,-1.36322081951364,0.948559800630852,0.99958263415222,0.957311726737822,Q04637/P63104/Q14247/P11142/P61586,5,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.581294548256598,Synapse organization
GO:0052548,regulation of endopeptidase activity,4/179,49/1207,0.0816326530612245,0.55045034773686,-1.34006245149685,0.948777518493445,0.99958263415222,0.957311726737822,O75915/Q9UL46/P25788/Q92542,4,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.55045034773686,Regulation of endopeptidase activity
GO:0002757,immune response-activating signaling pathway,3/179,40/1207,0.075,0.50572625698324,-1.32606777106867,0.951247070125372,0.99958263415222,0.957311726737822,Q08722/P11142/P28482,3,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.50572625698324,Immune response-activating signaling pathway
GO:0042692,muscle cell differentiation,2/179,30/1207,0.0666666666666667,0.449534450651769,-1.27352112102636,0.951545426655992,0.99958263415222,0.957311726737822,P42574/O75083,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.449534450651769,Muscle cell differentiation
GO:0001935,endothelial cell proliferation,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,Q9BUL8,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Endothelial cell proliferation
GO:0003007,heart morphogenesis,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,P62942,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Heart morphogenesis
GO:0003015,heart process,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,P07900,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Heart process
GO:0006338,chromatin remodeling,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,Q9UK80,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Chromatin remodeling
GO:0007626,locomotory behavior,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,P48444,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Locomotory behavior
GO:0043281,regulation of cysteine-type endopeptidase activity involved in apoptotic process,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,O75915,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0045926,negative regulation of growth,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,Q5JWF2,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Negative regulation of growth
GO:0060047,heart contraction,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,P07900,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Heart contraction
GO:0060271,cilium assembly,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,P50395,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Cilium assembly
GO:0070588,calcium ion transmembrane transport,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,P62942,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Calcium ion transmembrane transport
GO:0141188,nucleic acid catabolic process,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,P60228,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Nucleic acid catabolic process
GO:2001236,regulation of extrinsic apoptotic signaling pathway,1/179,19/1207,0.0526315789473684,0.354895618935607,-1.18223056570108,0.953804785105233,0.99958263415222,0.957311726737822,Q14247,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.354895618935607,Regulation of extrinsic apoptotic signaling pathway
GO:0009888,tissue development,21/179,188/1207,0.111702127659574,0.753209318911209,-1.5361166667197,0.953996762030814,0.99958263415222,0.957311726737822,P51153/Q8N3R9/P22392/P42574/O75787/P62942/Q5JWF2/P11586/P09525/O75083/P00558/P11142/P51659/P61586/P28482/Q9BUL8/O43175/P15121/P46940/P49327/Q15738,21,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.753209318911209,Tissue development
GO:2000145,regulation of cell motility,12/179,118/1207,0.101694915254237,0.685730517943377,-1.49910787518291,0.954442266580705,0.99958263415222,0.957311726737822,Q6UXH8/P30046/Q08722/O75131/P04792/P06576/P11142/P61586/P28482/P63000/Q9BUL8/P12429,12,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.685730517943377,Regulation of cell motility
GO:0043086,negative regulation of catalytic activity,7/179,77/1207,0.0909090909090909,0.613001523616049,-1.46392560893277,0.955845187894557,0.99958263415222,0.957311726737822,P04792/P50148/P62829/P61981/P62937/P23381/Q14764,7,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.613001523616049,Negative regulation of catalytic activity
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,3/179,41/1207,0.0731707317073171,0.493391470227551,-1.37663486036886,0.956829363477349,0.99958263415222,0.957311726737822,P08174/P61981/P11142,3,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.493391470227551,Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
GO:0050678,regulation of epithelial cell proliferation,2/179,31/1207,0.0645161290322581,0.435033339340422,-1.32924066325914,0.957723902458244,0.99958263415222,0.957311726737822,P22392/Q9BUL8,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.435033339340422,Regulation of epithelial cell proliferation
GO:0051259,protein complex oligomerization,2/179,31/1207,0.0645161290322581,0.435033339340422,-1.32924066325914,0.957723902458244,0.99958263415222,0.957311726737822,P48163/P04075,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.435033339340422,Protein complex oligomerization
GO:0009653,anatomical structure morphogenesis,28/179,242/1207,0.115702479338843,0.780183757329517,-1.59517163519832,0.957995453778603,0.99958263415222,0.957311726737822,Q8N3R9/P04271/Q6UXH8/P63104/Q08722/P42574/Q99536/O75787/P04792/P06576/P21964/P62942/Q5JWF2/P11586/P07355/P23381/P04075/Q14247/O75083/P15313/P00558/P61586/P28482/P63000/Q9BUL8/P12429/P67936/P46940,28,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.780183757329517,Anatomical structure morphogenesis
GO:0051240,positive regulation of multicellular organismal process,16/179,151/1207,0.105960264900662,0.714491842095527,-1.56451109939381,0.958684678200382,0.99958263415222,0.957311726737822,Q6UXH8/P08174/P22392/P30046/Q08722/Q92930/O75787/P04792/Q5JWF2/P07355/P07900/P61981/P62820/Q14247/P61586/P12429,16,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.714491842095527,Positive regulation of multicellular organismal process
GO:0043207,response to external biotic stimulus,18/179,167/1207,0.107784431137725,0.726792225604657,-1.58649326017633,0.959923032625129,0.99958263415222,0.957311726737822,P40394/P08174/P61966/P63104/Q08722/P42574/P04792/P06737/P48643/Q06830/P07900/P62820/P11142/P61586/P28482/P12429/P51149/P62888,18,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.726792225604657,Response to external biotic stimulus
GO:0051707,response to other organism,18/179,167/1207,0.107784431137725,0.726792225604657,-1.58649326017633,0.959923032625129,0.99958263415222,0.957311726737822,P40394/P08174/P61966/P63104/Q08722/P42574/P04792/P06737/P48643/Q06830/P07900/P62820/P11142/P61586/P28482/P12429/P51149/P62888,18,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.726792225604657,Response to other organism
GO:0044092,negative regulation of molecular function,9/179,95/1207,0.0947368421052632,0.638812114084093,-1.5298406513116,0.959980613920013,0.99958263415222,0.957311726737822,P11234/P04792/P50148/P62829/P61981/P62937/P23381/P09525/Q14764,9,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.638812114084093,Negative regulation of molecular function
GO:0002455,humoral immune response mediated by circulating immunoglobulin,1/179,20/1207,0.05,0.337150837988827,-1.24683206331872,0.960765175228266,0.99958263415222,0.957311726737822,P08174,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.337150837988827,Humoral immune response mediated by circulating immunoglobulin
GO:0006612,protein targeting to membrane,1/179,20/1207,0.05,0.337150837988827,-1.24683206331872,0.960765175228266,0.99958263415222,0.957311726737822,Q9H444,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.337150837988827,Protein targeting to membrane
GO:0006665,sphingolipid metabolic process,1/179,20/1207,0.05,0.337150837988827,-1.24683206331872,0.960765175228266,0.99958263415222,0.957311726737822,Q9P0L0,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.337150837988827,Sphingolipid metabolic process
GO:0030307,positive regulation of cell growth,1/179,20/1207,0.05,0.337150837988827,-1.24683206331872,0.960765175228266,0.99958263415222,0.957311726737822,Q04637,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.337150837988827,Positive regulation of cell growth
GO:0030833,regulation of actin filament polymerization,1/179,20/1207,0.05,0.337150837988827,-1.24683206331872,0.960765175228266,0.99958263415222,0.957311726737822,Q14247,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.337150837988827,Regulation of actin filament polymerization
GO:0043524,negative regulation of neuron apoptotic process,1/179,20/1207,0.05,0.337150837988827,-1.24683206331872,0.960765175228266,0.99958263415222,0.957311726737822,P61586,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.337150837988827,Negative regulation of neuron apoptotic process
GO:0044782,cilium organization,1/179,20/1207,0.05,0.337150837988827,-1.24683206331872,0.960765175228266,0.99958263415222,0.957311726737822,P50395,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.337150837988827,Cilium organization
GO:1900024,regulation of substrate adhesion-dependent cell spreading,1/179,20/1207,0.05,0.337150837988827,-1.24683206331872,0.960765175228266,0.99958263415222,0.957311726737822,P63000,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.337150837988827,Regulation of substrate adhesion-dependent cell spreading
GO:1904062,regulation of monoatomic cation transmembrane transport,1/179,20/1207,0.05,0.337150837988827,-1.24683206331872,0.960765175228266,0.99958263415222,0.957311726737822,P62942,1,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.337150837988827,Regulation of monoatomic cation transmembrane transport
GO:0045089,positive regulation of innate immune response,2/179,32/1207,0.0625,0.421438547486034,-1.38359556962618,0.963147406344863,0.99958263415222,0.957311726737822,P07900/P11142,2,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.421438547486034,Positive regulation of innate immune response
GO:0048812,neuron projection morphogenesis,4/179,52/1207,0.0769230769230769,0.518693596905887,-1.4799121343867,0.963420632397641,0.99958263415222,0.957311726737822,P04271/Q14247/P63000/P46940,4,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.518693596905887,Neuron projection morphogenesis
GO:0030001,metal ion transport,5/179,62/1207,0.0806451612903226,0.543791674175527,-1.53836687687603,0.966238825076571,0.99958263415222,0.957311726737822,P62942/Q9UN76/P15313/Q00610/Q02790,5,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.543791674175527,Metal ion transport
GO:0002764,immune response-regulating signaling pathway,3/179,43/1207,0.0697674418604651,0.470443029751851,-1.47493892929346,0.966253592329445,0.99958263415222,0.957311726737822,Q08722/P11142/P28482,3,Misame (1-2 mo.),BEP,Downregulated,MISAME-III,1-2 mo.,-0.470443029751851,Immune response-regulating signaling pathway
