"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Vital (2 mo.)","BEP","up","Nicotinate and Nicotinamide Metabolism",7,6,2.8,0.00989,0.969
"Vital (2 mo.)","BEP","up","Caffeine Metabolism",2,2,0.8,0.153,1
"Vital (2 mo.)","BEP","up","Glycerolipid Metabolism",2,2,0.8,0.153,1
"Vital (2 mo.)","BEP","up","Glycerol Phosphate Shuttle",2,2,0.8,0.153,1
"Vital (2 mo.)","BEP","up","Mitochondrial Electron Transport Chain",2,2,0.8,0.153,1
"Vital (2 mo.)","BEP","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,2,0.8,0.153,1
"Vital (2 mo.)","BEP","up","Ammonia Recycling",5,3,2,0.306,1
"Vital (2 mo.)","BEP","up","Arginine and Proline Metabolism",5,3,2,0.306,1
"Vital (2 mo.)","BEP","up","Threonine and 2-Oxobutanoate Degradation",5,3,2,0.306,1
"Vital (2 mo.)","BEP","up","Pantothenate and CoA Biosynthesis",3,2,1.2,0.348,1
"Vital (2 mo.)","BEP","up","Bile Acid Biosynthesis",3,2,1.2,0.348,1
"Vital (2 mo.)","BEP","up","Fatty acid Metabolism",3,2,1.2,0.348,1
"Vital (2 mo.)","BEP","up","Butyrate Metabolism",3,2,1.2,0.348,1
"Vital (2 mo.)","BEP","up","Retinol Metabolism",3,2,1.2,0.348,1
"Vital (2 mo.)","BEP","up","Thiamine Metabolism",3,2,1.2,0.348,1
"Vital (2 mo.)","BEP","up","Plasmalogen Synthesis",3,2,1.2,0.348,1
"Vital (2 mo.)","BEP","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,2,1.2,0.348,1
"Vital (2 mo.)","BEP","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,2,1.2,0.348,1
"Vital (2 mo.)","BEP","up","Beta-Alanine Metabolism",8,4,3.2,0.398,1
"Vital (2 mo.)","BEP","up","D-Arginine and D-Ornithine Metabolism",1,1,0.4,0.4,1
"Vital (2 mo.)","BEP","up","Fatty Acid Elongation In Mitochondria",1,1,0.4,0.4,1
"Vital (2 mo.)","BEP","up","Biotin Metabolism",1,1,0.4,0.4,1
"Vital (2 mo.)","BEP","up","Ketone Body Metabolism",1,1,0.4,0.4,1
"Vital (2 mo.)","BEP","up","Steroidogenesis",1,1,0.4,0.4,1
"Vital (2 mo.)","BEP","up","Vitamin K Metabolism",1,1,0.4,0.4,1
"Vital (2 mo.)","BEP","up","Cardiolipin Biosynthesis",1,1,0.4,0.4,1
"Vital (2 mo.)","BEP","up","Androstenedione Metabolism",1,1,0.4,0.4,1
"Vital (2 mo.)","BEP","up","Propanoate Metabolism",6,3,2.4,0.456,1
