"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Vital (2 mo.)","BEP","up","Valine, Leucine and Isoleucine Degradation",6,3,2.4,0.456,1
"Vital (2 mo.)","BEP","up","Citric Acid Cycle",6,3,2.4,0.456,1
"Vital (2 mo.)","BEP","up","Glutamate Metabolism",6,3,2.4,0.456,1
"Vital (2 mo.)","BEP","up","Lysine Degradation",4,2,1.6,0.53,1
"Vital (2 mo.)","BEP","up","Tryptophan Metabolism",4,2,1.6,0.53,1
"Vital (2 mo.)","BEP","up","Gluconeogenesis",4,2,1.6,0.53,1
"Vital (2 mo.)","BEP","up","Transfer of Acetyl Groups into Mitochondria",4,2,1.6,0.53,1
"Vital (2 mo.)","BEP","up","Riboflavin Metabolism",7,3,2.8,0.594,1
"Vital (2 mo.)","BEP","up","Warburg Effect",7,3,2.8,0.594,1
"Vital (2 mo.)","BEP","up","Pterine Biosynthesis",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Glutathione Metabolism",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Selenoamino Acid Metabolism",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Androgen and Estrogen Metabolism",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Glucose-Alanine Cycle",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Ethanol Degradation",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Fatty Acid Biosynthesis",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Pyruvaldehyde Degradation",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Inositol Phosphate Metabolism",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Carnitine Synthesis",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","De Novo Triacylglycerol Biosynthesis",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Estrone Metabolism",2,1,0.8,0.647,1
"Vital (2 mo.)","BEP","up","Glycine and Serine Metabolism",5,2,2,0.679,1
"Vital (2 mo.)","BEP","up","Porphyrin Metabolism",5,2,2,0.679,1
"Vital (2 mo.)","BEP","up","Phospholipid Biosynthesis",5,2,2,0.679,1
"Vital (2 mo.)","BEP","up","Pyrimidine Metabolism",5,2,2,0.679,1
"Vital (2 mo.)","BEP","up","Folate Metabolism",5,2,2,0.679,1
"Vital (2 mo.)","BEP","up","Betaine Metabolism",5,2,2,0.679,1
"Vital (2 mo.)","BEP","up","Pyruvate Metabolism",8,3,3.2,0.712,1
"Vital (2 mo.)","BEP","up","Methionine Metabolism",6,2,2.4,0.791,1
"Vital (2 mo.)","BEP","up","Cysteine Metabolism",3,1,1.2,0.797,1
"Vital (2 mo.)","BEP","up","Steroid Biosynthesis",3,1,1.2,0.797,1
"Vital (2 mo.)","BEP","up","Glycolysis",3,1,1.2,0.797,1
"Vital (2 mo.)","BEP","up","Fructose and Mannose Degradation",3,1,1.2,0.797,1
"Vital (2 mo.)","BEP","up","Malate-Aspartate Shuttle",3,1,1.2,0.797,1
"Vital (2 mo.)","BEP","up","Thyroid hormone synthesis",3,1,1.2,0.797,1
"Vital (2 mo.)","BEP","up","Histidine Metabolism",7,2,2.8,0.87,1
"Vital (2 mo.)","BEP","up","Purine Metabolism",7,2,2.8,0.87,1
"Vital (2 mo.)","BEP","up","Nucleotide Sugars Metabolism",4,1,1.6,0.886,1
"Vital (2 mo.)","BEP","up","Inositol Metabolism",4,1,1.6,0.886,1
"Vital (2 mo.)","BEP","up","Galactose Metabolism",4,1,1.6,0.886,1
"Vital (2 mo.)","BEP","up","Alanine Metabolism",4,1,1.6,0.886,1
"Vital (2 mo.)","BEP","up","Starch and Sucrose Metabolism",4,1,1.6,0.886,1
"Vital (2 mo.)","BEP","up","Urea Cycle",4,1,1.6,0.886,1
"Vital (2 mo.)","BEP","up","Aspartate Metabolism",4,1,1.6,0.886,1
"Vital (2 mo.)","BEP","up","Phytanic Acid Peroxisomal Oxidation",4,1,1.6,0.886,1
"Vital (2 mo.)","BEP","up","Tyrosine Metabolism",8,2,3.2,0.922,1
"Vital (2 mo.)","BEP","up","Vitamin B6 Metabolism",8,2,3.2,0.922,1
"Vital (2 mo.)","BEP","up","Phenylalanine and Tyrosine Metabolism",5,1,2,0.937,1
