outcome_group,arm_set,study,studytime,direction,contrast,module,pathway,total,hits,expected,raw_p,fdr_native,fdr_bh_pooled,significant,hit_features
primary,stratified,Elicit,5 mo.,down,Az.,ora,Phenylalanine and Tyrosine Metabolism,5,1,0.143,0.143,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Ammonia Recycling,5,1,0.143,0.143,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Phospholipid Biosynthesis,5,1,0.143,0.143,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Pyrimidine Metabolism,5,1,0.143,0.143,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Folate Metabolism,5,1,0.143,0.143,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Betaine Metabolism,5,1,0.143,0.143,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Lactose Synthesis,5,1,0.143,0.143,0.389,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Nico,ora,Betaine Metabolism,5,1,0.143,0.143,1,0.8125024752475247,FALSE,Potassium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Methionine Metabolism,6,1,0.171,0.171,0.431,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Citric Acid Cycle,6,1,0.171,0.171,0.431,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Glutamate Metabolism,6,1,0.171,0.171,0.431,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Nico,ora,Methionine Metabolism,6,1,0.171,0.171,1,0.8125024752475247,FALSE,Potassium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Nicotinate and Nicotinamide Metabolism,7,1,0.2,0.2,0.456,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Purine Metabolism,7,1,0.2,0.2,0.456,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Riboflavin Metabolism,7,1,0.2,0.2,0.456,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Warburg Effect,7,1,0.2,0.2,0.456,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Nico,ora,Purine Metabolism,7,1,0.2,0.2,1,0.8125024752475247,FALSE,Potassium
primary,stratified,Elicit,5 mo.,down,Nico,ora,Warburg Effect,7,1,0.2,0.2,1,0.8125024752475247,FALSE,Potassium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Tyrosine Metabolism,8,1,0.229,0.229,0.487,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Vitamin B6 Metabolism,8,1,0.229,0.229,0.487,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Az.,ora,Pyruvate Metabolism,8,1,0.229,0.229,0.487,0.8125024752475247,FALSE,Magnesium
primary,stratified,Elicit,5 mo.,down,Nico,ora,Pyruvate Metabolism,8,1,0.229,0.229,1,0.8125024752475247,FALSE,Potassium
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Nicotinate and Nicotinamide Metabolism,7,5,1.4,0.00121,0.119,0.279888,FALSE,Nicotinamide riboside; NAD; Nicotinic acid mononucleotide; Niacinamide; Nudifloramide
primary,stratified,Elicit,5 mo.,up,Nico,ora,Nicotinate and Nicotinamide Metabolism,7,5,1.8,0.00642,0.629,0.550515,FALSE,Nicotinamide riboside; NAD; Nicotinic acid mononucleotide; Niacinamide; Nudifloramide
primary,stratified,Elicit,5 mo.,up,Nico,ora,Transfer of Acetyl Groups into Mitochondria,4,3,1.03,0.0441,1,0.8125024752475247,FALSE,NAD; Manganese; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Az.,ora,Pantothenate and CoA Biosynthesis,3,1,0.0857,0.0857,1,0.8125024752475247,FALSE,Pantothenic acid
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Retinol Metabolism,3,2,0.6,0.0952,1,0.8125024752475247,FALSE,Vitamin A; NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Propanoate Metabolism,6,3,1.54,0.162,1,0.8125024752475247,FALSE,NAD; Manganese; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico,ora,Citric Acid Cycle,6,3,1.54,0.162,1,0.8125024752475247,FALSE,NAD; Manganese; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Lysine Degradation,4,2,0.8,0.171,1,0.8125024752475247,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Phytanic Acid Peroxisomal Oxidation,4,2,0.8,0.171,1,0.8125024752475247,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Transfer of Acetyl Groups into Mitochondria,4,2,0.8,0.171,1,0.8125024752475247,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Fatty Acid Elongation In Mitochondria,1,1,0.2,0.2,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Ketone Body Metabolism,1,1,0.2,0.2,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Steroidogenesis,1,1,0.2,0.2,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Cardiolipin Biosynthesis,1,1,0.2,0.2,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Androstenedione Metabolism,1,1,0.2,0.2,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Az.,ora,Beta-Alanine Metabolism,8,1,0.229,0.229,1,0.8125024752475247,FALSE,Pantothenic acid
primary,stratified,Elicit,5 mo.,up,Nico,ora,Warburg Effect,7,3,1.8,0.242,1,0.8125024752475247,FALSE,NAD; Manganese; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Threonine and 2-Oxobutanoate Degradation,5,2,1,0.256,1,0.8125024752475247,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico,ora,Fatty Acid Elongation In Mitochondria,1,1,0.257,0.257,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Ketone Body Metabolism,1,1,0.257,0.257,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Steroidogenesis,1,1,0.257,0.257,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Cardiolipin Biosynthesis,1,1,0.257,0.257,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Androstenedione Metabolism,1,1,0.257,0.257,1,0.8125024752475247,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Inositol Metabolism,4,2,1.03,0.268,1,0.8125024752475247,FALSE,NAD; Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Lysine Degradation,4,2,1.03,0.268,1,0.8125024752475247,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico,ora,Urea Cycle,4,2,1.03,0.268,1,0.8125024752475247,FALSE,NAD; Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Gluconeogenesis,4,2,1.03,0.268,1,0.8125024752475247,FALSE,NAD; Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Phytanic Acid Peroxisomal Oxidation,4,2,1.03,0.268,1,0.8125024752475247,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico,ora,Pyruvate Metabolism,8,3,2.06,0.33,1,0.8206858638743456,FALSE,NAD; Manganese; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Propanoate Metabolism,6,2,1.2,0.344,1,0.8206858638743456,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,"Valine, Leucine and Isoleucine Degradation",6,2,1.2,0.344,1,0.8206858638743456,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Citric Acid Cycle,6,2,1.2,0.344,1,0.8206858638743456,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Pterine Biosynthesis,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Caffeine Metabolism,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Selenoamino Acid Metabolism,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Glycerolipid Metabolism,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Androgen and Estrogen Metabolism,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Glycerol Phosphate Shuttle,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Glucose-Alanine Cycle,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Mitochondrial Electron Transport Chain,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Ethanol Degradation,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Inositol Phosphate Metabolism,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Carnitine Synthesis,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,De Novo Triacylglycerol Biosynthesis,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Estrone Metabolism,2,1,0.4,0.365,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Arginine and Proline Metabolism,5,2,1.29,0.383,1,0.8206858638743456,FALSE,NAD; Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Phospholipid Biosynthesis,5,2,1.29,0.383,1,0.8206858638743456,FALSE,NAD; Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Threonine and 2-Oxobutanoate Degradation,5,2,1.29,0.383,1,0.8206858638743456,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Warburg Effect,7,2,1.4,0.432,1,0.8206858638743456,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico,ora,Pterine Biosynthesis,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Caffeine Metabolism,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Selenoamino Acid Metabolism,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Glycerolipid Metabolism,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Sulfate/Sulfite Metabolism,2,1,0.514,0.454,1,0.8206858638743456,FALSE,Molybdenum
primary,stratified,Elicit,5 mo.,up,Nico,ora,Androgen and Estrogen Metabolism,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Glycerol Phosphate Shuttle,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Glucose-Alanine Cycle,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Mitochondrial Electron Transport Chain,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Ethanol Degradation,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Fatty Acid Biosynthesis,2,1,0.514,0.454,1,0.8206858638743456,FALSE,Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Inositol Phosphate Metabolism,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Carnitine Synthesis,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,De Novo Triacylglycerol Biosynthesis,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Estrone Metabolism,2,1,0.514,0.454,1,0.8206858638743456,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,"Valine, Leucine and Isoleucine Degradation",6,2,1.54,0.493,1,0.8403780687397708,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Cysteine Metabolism,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Oxidation of Branched Chain Fatty Acids,3,1,0.6,0.499,1,0.8403780687397708,FALSE,Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Bile Acid Biosynthesis,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Glycolysis,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Fatty acid Metabolism,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Fructose and Mannose Degradation,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Butyrate Metabolism,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Thiamine Metabolism,3,1,0.6,0.499,1,0.8403780687397708,FALSE,Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Malate-Aspartate Shuttle,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Plasmalogen Synthesis,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,3,1,0.6,0.499,1,0.8403780687397708,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Pyruvate Metabolism,8,2,1.6,0.516,1,0.8661729200652529,FALSE,NAD; Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico,ora,Histidine Metabolism,7,2,1.8,0.594,1,0.8827956698240865,FALSE,NAD; Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Cysteine Metabolism,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Pantothenate and CoA Biosynthesis,3,1,0.771,0.603,1,0.8827956698240865,FALSE,Pantothenic acid
primary,stratified,Elicit,5 mo.,up,Nico,ora,Oxidation of Branched Chain Fatty Acids,3,1,0.771,0.603,1,0.8827956698240865,FALSE,Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico,ora,Bile Acid Biosynthesis,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Glycolysis,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Fatty acid Metabolism,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Fructose and Mannose Degradation,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Butyrate Metabolism,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Retinol Metabolism,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Thiamine Metabolism,3,1,0.771,0.603,1,0.8827956698240865,FALSE,Thiamine pyrophosphate
primary,stratified,Elicit,5 mo.,up,Nico,ora,Malate-Aspartate Shuttle,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Phosphatidylinositol Phosphate Metabolism,3,1,0.771,0.603,1,0.8827956698240865,FALSE,Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Degradation of Superoxides,3,1,0.771,0.603,1,0.8827956698240865,FALSE,Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Plasmalogen Synthesis,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,3,1,0.771,0.603,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Nucleotide Sugars Metabolism,4,1,0.8,0.609,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Inositol Metabolism,4,1,0.8,0.609,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Galactose Metabolism,4,1,0.8,0.609,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Starch and Sucrose Metabolism,4,1,0.8,0.609,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Urea Cycle,4,1,0.8,0.609,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Tryptophan Metabolism,4,1,0.8,0.609,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Gluconeogenesis,4,1,0.8,0.609,1,0.8827956698240865,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Beta-Alanine Metabolism,8,2,2.06,0.682,1,0.9114000000000001,FALSE,Pantothenic acid; NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Glycine and Serine Metabolism,5,1,1,0.697,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Ammonia Recycling,5,1,1,0.697,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Arginine and Proline Metabolism,5,1,1,0.697,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Porphyrin Metabolism,5,1,1,0.697,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Phospholipid Biosynthesis,5,1,1,0.697,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Folate Metabolism,5,1,1,0.697,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Betaine Metabolism,5,1,1,0.697,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Nucleotide Sugars Metabolism,4,1,1.03,0.714,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Galactose Metabolism,4,1,1.03,0.714,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Alanine Metabolism,4,1,1.03,0.714,1,0.9126782608695652,FALSE,Manganese
primary,stratified,Elicit,5 mo.,up,Nico,ora,Starch and Sucrose Metabolism,4,1,1.03,0.714,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Tryptophan Metabolism,4,1,1.03,0.714,1,0.9126782608695652,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Methionine Metabolism,6,1,1.2,0.768,1,0.9195572254335259,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Glutamate Metabolism,6,1,1.2,0.768,1,0.9195572254335259,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Glycine and Serine Metabolism,5,1,1.29,0.797,1,0.9404965596330275,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Ammonia Recycling,5,1,1.29,0.797,1,0.9404965596330275,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Porphyrin Metabolism,5,1,1.29,0.797,1,0.9404965596330275,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Folate Metabolism,5,1,1.29,0.797,1,0.9404965596330275,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Betaine Metabolism,5,1,1.29,0.797,1,0.9404965596330275,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Lactose Synthesis,5,1,1.29,0.797,1,0.9404965596330275,FALSE,Manganese
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Histidine Metabolism,7,1,1.4,0.824,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Purine Metabolism,7,1,1.4,0.824,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Methionine Metabolism,6,1,1.54,0.858,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Glutamate Metabolism,6,1,1.54,0.858,1,0.9515483870967741,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Tyrosine Metabolism,8,1,1.6,0.868,1,0.9573118971061094,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico+Az.,ora,Beta-Alanine Metabolism,8,1,1.6,0.868,1,0.9573118971061094,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Purine Metabolism,7,1,1.8,0.902,1,0.9617112676056339,FALSE,NAD
primary,stratified,Elicit,5 mo.,up,Nico,ora,Tyrosine Metabolism,8,1,2.06,0.934,1,0.9659155778894473,FALSE,NAD
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Propanoate Metabolism,6,4,0.857,0.00136,0.0666,0.279888,FALSE,NAD; FAD; Manganese; Thiamine pyrophosphate
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Citric Acid Cycle,6,4,0.857,0.00136,0.0666,0.279888,FALSE,NAD; FAD; Manganese; Thiamine pyrophosphate
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Warburg Effect,7,4,1,0.00308,0.0839,0.52822,FALSE,NAD; FAD; Manganese; Thiamine pyrophosphate
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Lysine Degradation,4,3,0.571,0.00583,0.0839,0.550515,FALSE,NAD; FAD; Thiamine pyrophosphate
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Tryptophan Metabolism,4,3,0.571,0.00583,0.0839,0.550515,FALSE,NAD; L-Tryptophan; FAD
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Transfer of Acetyl Groups into Mitochondria,4,3,0.571,0.00583,0.0839,0.550515,FALSE,NAD; Manganese; Thiamine pyrophosphate
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Pyruvate Metabolism,8,4,1.14,0.00599,0.0839,0.550515,FALSE,NAD; FAD; Manganese; Thiamine pyrophosphate
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Arginine and Proline Metabolism,5,3,0.714,0.0139,0.11,0.6914879999999999,FALSE,NAD; FAD; Manganese
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Phospholipid Biosynthesis,5,3,0.714,0.0139,0.11,0.6914879999999999,FALSE,NAD; FAD; Manganese
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Threonine and 2-Oxobutanoate Degradation,5,3,0.714,0.0139,0.11,0.6914879999999999,FALSE,NAD; FAD; Thiamine pyrophosphate
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Caffeine Metabolism,2,2,0.286,0.0168,0.11,0.6914879999999999,FALSE,NAD; FAD
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Glycerolipid Metabolism,2,2,0.286,0.0168,0.11,0.6914879999999999,FALSE,NAD; FAD
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Glycerol Phosphate Shuttle,2,2,0.286,0.0168,0.11,0.6914879999999999,FALSE,NAD; FAD
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Mitochondrial Electron Transport Chain,2,2,0.286,0.0168,0.11,0.6914879999999999,FALSE,NAD; FAD
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,2,2,0.286,0.0168,0.11,0.6914879999999999,FALSE,NAD; FAD
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,"Valine, Leucine and Isoleucine Degradation",6,3,0.857,0.0264,0.162,0.8125024752475247,FALSE,NAD; FAD; Thiamine pyrophosphate
primary,stratified,Misame,1-2 mo.,down,BEP/BEP,ora,Degradation of Superoxides,3,2,0.343,0.029,1,0.8125024752475247,FALSE,Copper; Manganese
primary,stratified,Misame,1-2 mo.,down,IFA/BEP,ora,Degradation of Superoxides,3,2,0.343,0.029,1,0.8125024752475247,FALSE,Copper; Manganese
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Histidine Metabolism,7,3,1,0.0438,0.202,0.8125024752475247,FALSE,NAD; FAD; Manganese
primary,stratified,Misame,1-2 mo.,down,BEP/IFA,ora,Bile Acid Biosynthesis,3,2,0.429,0.0474,0.202,0.8125024752475247,FALSE,NAD; FAD
