row_id,compartment,timepoint,feature,mz,rt,ion_mode,effect_size,raw_p,fdr,direction,putative_name,n_candidates,normalized_name,supplement_feature,supplement_detected,supplement_reliably_detected,supplement_abundant,match_type,supplement_match_ppm,supplement_status,pn0,ct_key,ct_label,supplement_label,tracking_id,tracking_group,tracking_name
25,Infant VAMS,pn56,VAM_2003705,208.986,0.16,negative,0.572694116377552,2.49008519357267e-7,8.0431826823391e-4,Upregulated,Dehydroascorbate,2,dehydroascorbate,rLC_neg_mtb_1355281,TRUE,TRUE,FALSE,Mass within 25 ppm,0.47850118119605,Reliably detected,Dehydroascorbate,Infant VAMS · pn56,Infant VAMS · 5-6 months,Detected in supplement,Infant VAMS__pn56__VAM_2003705,Milk__pn34__RLC_NEG_MTB_1801271,Dehydroascorbate
718,Milk,pn34,RLC_NEG_MTB_1801271,208.9853,NA,negative,0.76,NA,4.7e-9,Upregulated,Dehydroascorbate,2,dehydroascorbate,rLC_neg_mtb_1355281,TRUE,TRUE,FALSE,Mass within 25 ppm,2.8710070870403,Reliably detected,Dehydroascorbate,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1801271,Milk__pn34__RLC_NEG_MTB_1801271,Dehydroascorbate
22,Infant VAMS,pn56,VAM_2001392,142.998,0.167,negative,0.96516602064093,1.42502400173102e-22,1.3808838832774e-18,Upregulated,4-Hydroxy-2-oxoglutarate,1,4hydroxy2oxoglutarate,rLC_neg_mtb_1354577,TRUE,TRUE,FALSE,Mass within 25 ppm,1.3986229157247,Reliably detected,4-Hydroxy-2-oxoglutarate,Infant VAMS · pn56,Infant VAMS · 5-6 months,Detected in supplement,Infant VAMS__pn56__VAM_2001392,Milk__pn34__RLC_NEG_MTB_1830814,4-Hydroxy-2-oxoglutarate
36,Maternal VAMS,pn56,VAM_2001392,142.998,0.167,negative,0.535829644980467,2.6131571806873e-6,0.0067525723653747,Upregulated,4-Hydroxy-2-oxoglutarate,1,4hydroxy2oxoglutarate,rLC_neg_mtb_1354577,TRUE,TRUE,FALSE,Mass within 25 ppm,1.3986229157247,Reliably detected,4-Hydroxy-2-oxoglutarate,Maternal VAMS · pn56,Maternal VAMS · 5-6 months,Detected in supplement,Maternal VAMS__pn56__VAM_2001392,Milk__pn34__RLC_NEG_MTB_1830814,4-Hydroxy-2-oxoglutarate
703,Milk,pn34,RLC_NEG_MTB_1830814,142.9984,NA,negative,0.87,NA,7.1e-13,Upregulated,4-Hydroxy-2-oxoglutarate,1,4hydroxy2oxoglutarate,rLC_neg_mtb_1354577,TRUE,TRUE,FALSE,Mass within 25 ppm,4.19586874757161,Reliably detected,4-Hydroxy-2-oxoglutarate,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1830814,Milk__pn34__RLC_NEG_MTB_1830814,4-Hydroxy-2-oxoglutarate
400,Maternal plasma,pn12,RLC_NEG_MTB_844026,111.0085,0.1219333,negative,0.743370355817483,2.26011597333207e-5,0.00568991534325223,Upregulated,Mesaconate,2,mesaconate,rLC_neg_mtb_3758516,TRUE,TRUE,FALSE,Mass within 25 ppm,0,Reliably detected,Mesaconate,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_844026,Milk__pn34__RLC_NEG_MTB_1878648,Mesaconate
752,Milk,pn34,RLC_NEG_MTB_1878648,189.042,NA,negative,0.6,NA,5.9e-5,Upregulated,Mesaconate,7,mesaconate,rLC_neg_mtb_1621836,TRUE,TRUE,FALSE,Mass within 25 ppm,16.9277418180423,Reliably detected,Mesaconate,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1878648,Milk__pn34__RLC_NEG_MTB_1878648,Mesaconate
978,Milk,pn12,RLC_NEG_MTB_5348248,175.0204,NA,negative,0.43,NA,0.019,Upregulated,Mesaconate,3,mesaconate,rLC_neg_mtb_5348248,TRUE,FALSE,FALSE,Exact feature identifier,0,Detected,Mesaconate,Milk · pn12,Milk · 1-2 months,Not reliably detected in supplement,Milk__pn12__RLC_NEG_MTB_5348248,Milk__pn34__RLC_NEG_MTB_1878648,Mesaconate
26,Infant VAMS,pn56,VAM_2004233,226.997,0.163,negative,0.973997364369831,3.7603081876476595e-25,4.8584435220470304e-21,Upregulated,NA,0,NA,rLC_neg_mtb_1315956,TRUE,TRUE,FALSE,Mass within 25 ppm,3.52428807189969,Reliably detected,NA,Infant VAMS · pn56,Infant VAMS · 5-6 months,Detected in supplement,Infant VAMS__pn56__VAM_2004233,Milk__pn34__RLC_NEG_MTB_1879289,Citrate
41,Maternal VAMS,pn56,VAM_2004233,226.997,0.163,negative,0.834024355454203,3.54164981922949e-16,1.3727788864315398e-11,Upregulated,NA,0,NA,rLC_neg_mtb_1315956,TRUE,TRUE,FALSE,Mass within 25 ppm,3.52428807189969,Reliably detected,NA,Maternal VAMS · pn56,Maternal VAMS · 5-6 months,Detected in supplement,Maternal VAMS__pn56__VAM_2004233,Milk__pn34__RLC_NEG_MTB_1879289,Citrate
403,Maternal plasma,pn12,RLC_NEG_MTB_845389,192.0227,0.1529333,negative,0.790331243224001,3.10879729747578e-5,0.00669600395684089,Upregulated,Citrate,2,citrate,rLC_neg_mtb_310189,TRUE,TRUE,FALSE,Mass within 25 ppm,0.520772033994425,Reliably detected,Citrate,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_845389,Milk__pn34__RLC_NEG_MTB_1879289,Citrate
741,Milk,pn34,RLC_NEG_MTB_1879289,226.996,NA,negative,0.63,NA,2.4e-5,Upregulated,Citrate,4,citrate,rLC_neg_mtb_434131,TRUE,TRUE,FALSE,Mass within 25 ppm,0.440536203059522,Reliably detected,Citrate,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1879289,Milk__pn34__RLC_NEG_MTB_1879289,Citrate
436,Maternal plasma,pn12,RLC_NEG_MTB_932886,182.0458,0.1467333,negative,0.967107406951642,9.11308963197907e-7,6.0916290522729e-4,Upregulated,Pyridoxal,3,pyridoxal,rLC_neg_mtb_1454376,TRUE,TRUE,FALSE,Mass within 25 ppm,1.09862342472901,Reliably detected,Pyridoxal,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_932886,Milk__pn34__RLC_NEG_MTB_1948059,Pyridoxal
722,Milk,pn34,RLC_NEG_MTB_1948059,166.0493,NA,negative,0.72,NA,3.6e-8,Upregulated,Pyridoxal,1,pyridoxal,rLC_neg_mtb_1251896,TRUE,TRUE,FALSE,Mass within 25 ppm,1.80669561383409,Reliably detected,Pyridoxal,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1948059,Milk__pn34__RLC_NEG_MTB_1948059,Pyridoxal
318,Maternal plasma,pn12,RLC_NEG_MTB_4055534,288.0336,0.4670667,negative,0.841918530908822,3.06897194552683e-5,0.00669600395684089,Upregulated,NA,0,NA,rLC_neg_mtb_4633538,TRUE,TRUE,FALSE,Mass within 25 ppm,1.73590557522536,Reliably detected,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_4055534,Milk__pn34__RLC_NEG_MTB_2001936,dCMP
693,Milk,pn34,RLC_NEG_MTB_2001936,288.0419,NA,negative,0.94,NA,6.3e-16,Upregulated,dCMP,1,dcmp,rLC_neg_mtb_1069420,TRUE,TRUE,FALSE,Mass within 25 ppm,23.9554220840289,Reliably detected,dCMP,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_2001936,Milk__pn34__RLC_NEG_MTB_2001936,dCMP
749,Milk,1421d,RLC_NEG_MTB_2327059,288.037,NA,negative,0.63,NA,5.3e-5,Upregulated,dCMP,1,dcmp,rLC_neg_mtb_1069420,TRUE,TRUE,FALSE,Mass within 25 ppm,6.94360060392906,Reliably detected,dCMP,Milk · 1421d,Milk · 14-21 days,Detected in supplement,Milk__1421d__RLC_NEG_MTB_2327059,Milk__pn34__RLC_NEG_MTB_2001936,dCMP
425,Maternal plasma,pn12,RLC_NEG_MTB_894821,359.0477,0.1178,negative,0.629812469104979,2.7151649464033e-4,0.0208059768182124,Upregulated,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,1,n2formyln15phosphodribosylglycinamide,NA,NA,NA,NA,NA,NA,No matched supplement feature,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide,Maternal plasma · pn12,Maternal plasma · 1-2 months,Not reliably detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_894821,Milk__pn34__RLC_NEG_MTB_2031929,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide
709,Milk,pn34,RLC_NEG_MTB_2031929,359.0436,NA,negative,0.84,NA,6.2e-11,Upregulated,NA,0,NA,rLC_neg_mtb_5713936,TRUE,TRUE,FALSE,Mass within 25 ppm,23.3960347064897,Reliably detected,NA,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_2031929,Milk__pn34__RLC_NEG_MTB_2031929,N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide
39,Maternal VAMS,pn56,VAM_2003467,201.023,0.375,negative,0.738474809095985,1.45475200344845e-12,1.12775284811331e-8,Upregulated,NA,0,NA,rLC_neg_mtb_1372186,TRUE,TRUE,FALSE,Mass within 25 ppm,0.497455762519194,Reliably detected,NA,Maternal VAMS · pn56,Maternal VAMS · 5-6 months,Detected in supplement,Maternal VAMS__pn56__VAM_2003467,Milk__pn34__RLC_NEG_MTB_2294965,m/z 201.023
441,Maternal plasma,pn12,RLC_NEG_MTB_953661,201.0233,0.124,negative,1.05053528161149,9.36647031449798e-9,1.21046018031029e-5,Upregulated,NA,0,NA,rLC_neg_mtb_1372186,TRUE,TRUE,FALSE,Mass within 25 ppm,1.98982305007678,Reliably detected,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_953661,Milk__pn34__RLC_NEG_MTB_2294965,m/z 201.023
663,Maternal plasma,tri3,RLC_NEG_MTB_953661,201.0233,0.124,negative,0.572330031821499,5.22399698983448e-6,0.0144667402354202,Upregulated,NA,NA,NA,rLC_neg_mtb_1372186,TRUE,TRUE,FALSE,Mass within 25 ppm,1.98982305007678,Reliably detected,NA,Maternal plasma · tri3,Maternal plasma · Third trimester,Detected in supplement,Maternal plasma__tri3__RLC_NEG_MTB_953661,Milk__pn34__RLC_NEG_MTB_2294965,m/z 201.023
1223,Milk,pn34,RLC_NEG_MTB_2294965,201.0266,NA,negative,0.43,NA,0.038,Upregulated,NA,0,NA,rLC_neg_mtb_2286459,TRUE,TRUE,TRUE,Mass within 25 ppm,4.47703950291657,Supplement-abundant,NA,Milk · pn34,Milk · 3-4 months,Supplement-abundant,Milk__pn34__RLC_NEG_MTB_2294965,Milk__pn34__RLC_NEG_MTB_2294965,m/z 201.023
35,Maternal VAMS,pn56,VAM_2000920,135.03,0.148,negative,0.681086824674923,1.3956344364827602e-9,6.01068737694536e-6,Upregulated,Threonic acid,10,threonicacid,rLC_neg_mtb_1298230,TRUE,TRUE,FALSE,Mass within 25 ppm,2.96231344840893,Reliably detected,Threonic acid,Maternal VAMS · pn56,Maternal VAMS · 5-6 months,Detected in supplement,Maternal VAMS__pn56__VAM_2000920,Milk__pn34__RLC_NEG_MTB_7715155,Threonic acid
349,Maternal plasma,pn12,RLC_NEG_MTB_4654913,135.0289,0.5683333,negative,0.711546249008814,3.41062981792687e-5,0.00705687739500168,Upregulated,D-Lactate,9,dlactate,rLC_neg_mtb_1298230,TRUE,TRUE,FALSE,Mass within 25 ppm,5.18404853450515,Reliably detected,D-Lactate,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_4654913,Milk__pn34__RLC_NEG_MTB_7715155,Threonic acid
748,Milk,pn34,RLC_NEG_MTB_1643242,135.0293,NA,negative,0.6,NA,5.1e-5,Upregulated,D-Lactate,7,dlactate,rLC_neg_mtb_1298230,TRUE,TRUE,FALSE,Mass within 25 ppm,2.22173508609621,Reliably detected,D-Lactate,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1643242,Milk__pn34__RLC_NEG_MTB_7715155,Threonic acid
5,Infant VAMS,pn34,VAM_1003290,220.118,0.167,positive,0.748646838148351,5.4276901337903994e-12,7.01275657586166e-8,Upregulated,N-Acetylserotonin,4,nacetylserotonin,NA,NA,NA,NA,NA,NA,No matched supplement feature,N-Acetylserotonin,Infant VAMS · pn34,Infant VAMS · 3-4 months,Not reliably detected in supplement,Infant VAMS__pn34__VAM_1003290,Milk__pn34__RLC_POS_MTB_3064754,N-Acetylserotonin
1,Infant VAMS,pn12,VAM_1003290,220.118,0.167,positive,0.631913445324191,6.49420255567641e-10,8.39072617535244e-6,Upregulated,N-Acetylserotonin,4,nacetylserotonin,NA,NA,NA,NA,NA,NA,No matched supplement feature,N-Acetylserotonin,Infant VAMS · pn12,Infant VAMS · 1-2 months,Not reliably detected in supplement,Infant VAMS__pn12__VAM_1003290,Milk__pn34__RLC_POS_MTB_3064754,N-Acetylserotonin
13,Infant VAMS,pn56,VAM_1003290,220.118,0.167,positive,0.628672100460443,5.10132886113581e-9,2.47165759983106e-5,Upregulated,N-Acetylserotonin,4,nacetylserotonin,NA,NA,NA,NA,NA,NA,No matched supplement feature,N-Acetylserotonin,Infant VAMS · pn56,Infant VAMS · 5-6 months,Not reliably detected in supplement,Infant VAMS__pn56__VAM_1003290,Milk__pn34__RLC_POS_MTB_3064754,N-Acetylserotonin
674,Milk,pn34,RLC_POS_MTB_3064754,220.1187,NA,positive,1.15,NA,4.4999999999999995e-31,Upregulated,Pantothenic Acid (Vitamin B5),1,pantothenicacidvitaminb5,NA,NA,NA,NA,NA,NA,No matched supplement feature,Pantothenic Acid (Vitamin B5),Milk · pn34,Milk · 3-4 months,Not reliably detected in supplement,Milk__pn34__RLC_POS_MTB_3064754,Milk__pn34__RLC_POS_MTB_3064754,N-Acetylserotonin
437,Maternal plasma,pn12,RLC_NEG_MTB_933434,218.1024,0.1591333,negative,0.997704129386194,7.134180392274771e-9,9.87829192173189e-6,Upregulated,(R)-Pantothenate,1,rpantothenate,rLC_neg_mtb_1355357,TRUE,TRUE,FALSE,Mass within 25 ppm,3.66798836513236,Reliably detected,(R)-Pantothenate,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_NEG_MTB_933434,Milk__pn34__RLC_POS_MTB_3065186,(R)-Pantothenate
662,Maternal plasma,tri3,RLC_NEG_MTB_933434,218.1024,0.1591333,negative,0.620164638501228,1.49681541203087e-6,0.00695360882583024,Upregulated,NA,NA,NA,rLC_neg_mtb_1355357,TRUE,TRUE,FALSE,Mass within 25 ppm,3.66798836513236,Reliably detected,NA,Maternal plasma · tri3,Maternal plasma · Third trimester,Detected in supplement,Maternal plasma__tri3__RLC_NEG_MTB_933434,Milk__pn34__RLC_POS_MTB_3065186,(R)-Pantothenate
59,Maternal plasma,incl,RLC_NEG_MTB_933434,218.1024,0.1591333,negative,0.796346853004339,3.85102607647067e-6,0.0188325903936616,Upregulated,NA,NA,NA,rLC_neg_mtb_1355357,TRUE,TRUE,FALSE,Mass within 25 ppm,3.66798836513236,Reliably detected,NA,Maternal plasma · incl,Maternal plasma · Enrollment,Detected in supplement,Maternal plasma__incl__RLC_NEG_MTB_933434,Milk__pn34__RLC_POS_MTB_3065186,(R)-Pantothenate
668,Milk,pn34,RLC_NEG_MTB_1879155,218.103,NA,negative,1.24,NA,7.699999999999999e-38,Upregulated,Pantothenic Acid (Vitamin B5),1,pantothenicacidvitaminb5,rLC_neg_mtb_1355357,TRUE,TRUE,FALSE,Mass within 25 ppm,0.916997091185354,Reliably detected,Pantothenic Acid (Vitamin B5),Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_NEG_MTB_1879155,Milk__pn34__RLC_POS_MTB_3065186,(R)-Pantothenate
610,Maternal plasma,pn12,RLC_POS_MTB_516334,243.1066,0.031,positive,0.734357883853764,5.3496887128618e-4,0.03058202796594,Upregulated,NA,0,NA,rLC_pos_mtb_241980,TRUE,TRUE,FALSE,Mass within 25 ppm,2.87938700328307,Reliably detected,NA,Maternal plasma · pn12,Maternal plasma · 1-2 months,Detected in supplement,Maternal plasma__pn12__RLC_POS_MTB_516334,Milk__pn34__RLC_POS_MTB_3097349,m/z 243.1066
680,Milk,pn34,RLC_POS_MTB_3097349,243.1043,NA,positive,1.08,NA,2.2999999999999997e-24,Upregulated,NA,0,NA,rLC_pos_mtb_241980,TRUE,TRUE,FALSE,Mass within 25 ppm,12.3402300137196,Reliably detected,NA,Milk · pn34,Milk · 3-4 months,Detected in supplement,Milk__pn34__RLC_POS_MTB_3097349,Milk__pn34__RLC_POS_MTB_3097349,m/z 243.1066
15,Infant VAMS,pn56,VAM_1004149,246.114,0.165,positive,0.621573509395112,5.12377447956983e-8,1.986026226026e-4,Upregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Infant VAMS · pn56,Infant VAMS · 5-6 months,Not reliably detected in supplement,Infant VAMS__pn56__VAM_1004149,Milk__pn34__RLC_POS_MTB_3371064,1-Methylhydantoin
7,Infant VAMS,pn34,VAM_1004149,246.114,0.165,positive,0.612656009832451,3.66223316687991e-7,0.00236586366302387,Upregulated,NA,0,NA,NA,NA,NA,NA,NA,NA,No matched supplement feature,NA,Infant VAMS · pn34,Infant VAMS · 3-4 months,Not reliably detected in supplement,Infant VAMS__pn34__VAM_1004149,Milk__pn34__RLC_POS_MTB_3371064,1-Methylhydantoin
730,Milk,pn34,RLC_POS_MTB_3371064,246.1154,NA,positive,0.66,NA,9.7e-7,Upregulated,1-Methylhydantoin,1,1methylhydantoin,NA,NA,NA,NA,NA,NA,No matched supplement feature,1-Methylhydantoin,Milk · pn34,Milk · 3-4 months,Not reliably detected in supplement,Milk__pn34__RLC_POS_MTB_3371064,Milk__pn34__RLC_POS_MTB_3371064,1-Methylhydantoin
