"study","contrast","direction","pathway","feature"
"Elicit (1 mo.)","Nico","up","Bile Acid Biosynthesis","Glycocholic acid"
"Elicit (1 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids","Stearoylcarnitine"
