"study","visit","biomarker","label","category","outcome_class","arm","mean","mean_cil","mean_ciu","N","raw_mean","raw_sd","raw_median","raw_q25","raw_q75"
"Misame","1-2 mo.","Pl","pyridoxal","B6","primary","Control",67.6705649850482,62.592535847585,72.7485941225113,163,76.6707516527288,41.0023249346236,68.1784898525699,45.0469393777118,98.5090873323789
"Misame","1-2 mo.","Pl","pyridoxal","B6","primary","BEP",84.1446487178521,77.5006819721936,90.7886154635106,124,76.2007536670673,38.6007747323569,68.5255898842636,52.9541753642036,89.3445973268052
"Misame","1-2 mo.","Nam","nicotinamide","B3 or related","primary","Control",159.543858834614,141.249745100347,177.837972568881,163,201.130977448125,152.652169328772,173.843461232611,95.5496781245089,276.56184451172
"Misame","1-2 mo.","Nam","nicotinamide","B3 or related","primary","BEP",217.814064562405,193.211812666413,242.416316458396,124,176.190375075353,139.28868595865,144.002191224764,85.7647261611826,220.040996262167
"Misame","1-2 mo.","B6","vitamin B6 (expressed as PL)","B6","primary","Control",75.8470420367711,70.2613504065205,81.4327336670216,163,84.8257211161727,41.5266414590116,75.3344888494981,53.9471520587622,106.629194771477
"Misame","1-2 mo.","B6","vitamin B6 (expressed as PL)","B6","primary","BEP",92.6466170985649,85.5942616147572,99.6989725823726,124,84.5876426141301,39.0983917778941,77.279027720343,61.7330685637741,99.2040386880392
"Misame","1-2 mo.","B1","total vitamin B1 (expressed as thiamin)","B1","primary","Control",180.183518758317,172.680134469482,187.686903047152,163,192.971697586722,53.550692784178,190.829235956781,158.004951756221,224.72517308766
"Misame","1-2 mo.","B1","total vitamin B1 (expressed as thiamin)","B1","primary","BEP",198.227032828284,191.52534396772,204.928721688849,124,187.248761900979,44.3929483496769,182.57618930657,155.019437579916,213.436272065095
"Misame","1-2 mo.","Nr","nicotinamide riboside","B3 or related","primary","Control",478.879005681937,420.335775280812,537.422236083063,163,563.755888876296,472.501258833394,423.392473439297,232.991197504962,771.570330384915
"Misame","1-2 mo.","Nr","nicotinamide riboside","B3 or related","primary","BEP",650.394768278981,569.664574383952,731.124962174011,124,578.289208712376,471.534325696908,436.623874124403,232.463299810807,812.576558873076
"Misame","1-2 mo.","Se","Selenium","Micronutrient","primary","Control",5.26669120963825,4.85660038806067,5.67678203121582,158,5.85772786705534,2.52905913999498,5.3864688142636,4.22891321599085,7.31250150927813
"Misame","1-2 mo.","Se","Selenium","Micronutrient","primary","BEP",6.13440960032305,5.77092134918017,6.49789785146594,119,5.54568931168116,2.36030722612051,5.36578401820552,3.93264211658644,6.58252634354738
"Misame","1-2 mo.","B3","vitamin B3 ( expressed as NAM)","B3 or related","primary","Control",960.671260759941,871.860411707239,1049.48210981264,163,1076.90859151127,593.788935186941,980.887878398215,648.112239768023,1342.1335279045
"Misame","1-2 mo.","B3","vitamin B3 ( expressed as NAM)","B3 or related","primary","BEP",1147.39433633204,1055.30433136414,1239.48434129995,124,1034.88747098479,566.197851831266,952.182128638982,618.097531831157,1305.74184765839
"Misame","1-2 mo.","G.tocopherol","γ-Tocopherol","Micronutrient","primary","Control",0.95127001793736,0.868819759778351,1.03372027609637,163,0.869775720911184,0.516696940596612,0.770426456806515,0.451134645326979,1.07506272148259
"Misame","1-2 mo.","G.tocopherol","γ-Tocopherol","Micronutrient","primary","BEP",0.798617769135316,0.724362781056811,0.872872757213821,124,0.865499280126249,0.532857944683312,0.784674220333474,0.503549421048019,1.01648603527271
"Misame","1-2 mo.","Mn","Manganese","Micronutrient","primary","Control",5.16873395654347,3.71899527578981,6.61847263729712,158,4.88106176782777,9.82365413670598,3.00924974544275,1.89188452843092,4.845749319278
"Misame","1-2 mo.","Mn","Manganese","Micronutrient","primary","BEP",3.52937563125754,3.14653882881885,3.91221243369624,119,3.59874915188741,2.34776943182919,3.30268195938664,2.22361148089619,4.61854091703978
"Misame","1-2 mo.","Fat","Total Fat","Macronutrient","primary","Control",2.62323051172792,2.3833584272532,2.86310259620265,160,2.626625,1.55155246963734,2.276,1.3775,3.56525
"Misame","1-2 mo.","Fat","Total Fat","Macronutrient","primary","BEP",2.28915220300911,2.08879942918909,2.48950497682913,122,2.19585245901639,1.25167022082021,2.146,1.1545,2.99025
"Misame","1-2 mo.","Cu","Copper","Micronutrient","primary","Control",333.246581892754,298.872742373156,367.620421412352,158,320.414627803497,208.075674516501,301.572987564905,238.067012673701,346.910317785718
"Misame","1-2 mo.","Cu","Copper","Micronutrient","primary","BEP",294.518307512703,276.363432346154,312.673182679252,119,303.263758146739,94.7753540644166,280.86012033711,244.50486211678,355.288116348595
"Misame","1-2 mo.","B12","vitamin B12 (expressed as cyanocobalamin)","Other B vitamins","primary","Control",141.718349975457,124.592973751024,158.843726199891,161,155.722207369971,135.696282754189,144.006590621039,81.3543726235742,187.956653992395
"Misame","1-2 mo.","B12","vitamin B12 (expressed as cyanocobalamin)","Other B vitamins","primary","BEP",166.644480712799,148.110567675219,185.178393750379,120,153.988865652725,112.849663761561,147.747021546261,81.5881495564005,203.853485424588
"Misame","1-2 mo.","Tpp","thiamine pyrophosphate","B1","primary","Control",5.68787777071895,4.83466356212935,6.54109197930855,163,5.31929653312235,5.80699374701986,3.55941234126432,1.86588321137361,6.79210468049059
"Misame","1-2 mo.","Tpp","thiamine pyrophosphate","B1","primary","BEP",4.56578722293027,3.76319220805331,5.36838223780724,124,4.63517858164608,5.16561428978132,3.36001614038241,1.79144981423172,5.43520938014253
"Misame","1-2 mo.","Kcal.l","Total Energy","Macronutrient","primary","Control",560.636637193973,537.207491414163,584.065782973784,160,563.683625,142.738539442306,539.72,457.6325,649.51
"Misame","1-2 mo.","Kcal.l","Total Energy","Macronutrient","primary","BEP",531.884070771335,512.302280271038,551.465861271632,122,521.164098360656,118.472648018516,519.76,425.88,586.5925
"Misame","1-2 mo.","P","Phosphorus","Micronutrient","primary","Control",156.750406210915,151.609155759203,161.891656662627,158,153.440320980349,29.9929217841078,152.310534517628,133.1347497715,171.289096889237
"Misame","1-2 mo.","P","Phosphorus","Micronutrient","primary","BEP",150.857550450534,146.899715278757,154.815385622311,119,153.942175820629,29.7398859921021,149.375041118463,134.235822366596,168.995922282512
"Misame","1-2 mo.","Trp","tryptophan","B3 or related","primary","Control",306.248320306979,279.924466888952,332.572173725007,163,330.998388662264,174.636423044099,321.686043107076,196.564478570428,416.972100377088
"Misame","1-2 mo.","Trp","tryptophan","B3 or related","primary","BEP",338.029267483969,311.133746991208,364.92478797673,124,312.608851054343,179.011408941806,282.607777903367,189.701911043141,424.178856097757
"Misame","1-2 mo.","Fe","Iron","Micronutrient","primary","Control",563.820428109894,368.197181102919,759.443675116869,158,522.854888136414,1070.82221519283,324.870564227394,245.434189003676,503.072258848066
"Misame","1-2 mo.","Fe","Iron","Micronutrient","primary","BEP",396.15324954639,354.842769340245,437.463729752534,119,413.769082876932,266.910852778998,352.806347024726,255.796399505586,484.529203896377
"Misame","1-2 mo.","Mo","Molybdenum","Micronutrient","primary","Control",3.25550253033109,2.22349971872615,4.28750534193603,158,2.72494935455802,5.10350728137461,1.28576447042432,0.663525334849891,2.73898699882751
"Misame","1-2 mo.","Mo","Molybdenum","Micronutrient","primary","BEP",2.32071002763837,1.8769067598893,2.76451329538744,119,2.75718355926465,4.76247319784157,1.36402481743521,0.512404680095325,3.08126695509414
"Misame","1-2 mo.","Zn","Zinc","Micronutrient","primary","Control",2122.14847846497,1995.66337494309,2248.63358198685,158,2076.43869680683,717.714805617012,2104.39255586373,1505.50068834633,2501.9354244726
"Misame","1-2 mo.","Zn","Zinc","Micronutrient","primary","BEP",1996.86956134421,1897.45069421871,2096.28842846972,119,2037.19878967445,773.600168897905,1958.02155907742,1528.07216214941,2383.70301692555
"Misame","1-2 mo.","Vitamin.a","Vitamin A","Micronutrient","primary","Control",0.526965025039588,0.464780667191771,0.589149382887405,163,0.520558093601429,0.37499502301572,0.43418092766071,0.252249890919479,0.659964197168812
"Misame","1-2 mo.","Vitamin.a","Vitamin A","Micronutrient","primary","BEP",0.475826178018991,0.42170621421782,0.529946141820163,124,0.471341319237171,0.381015209101908,0.424154665477887,0.252279319661409,0.595943345992751
"Misame","1-2 mo.","Plp","pyridoxal 5-phosphate","B6","primary","Control",10.6660091964577,10.0013678413378,11.3306505515775,163,10.805459154429,3.6842071716877,11.9838308153554,7.64456160772365,13.287856482591
"Misame","1-2 mo.","Plp","pyridoxal 5-phosphate","B6","primary","BEP",11.201007413627,10.6299225429134,11.7720922843405,124,11.0642868305063,4.70358436949191,11.9783285973501,7.45891677222774,13.1915676674997
"Misame","1-2 mo.","K","Potassium","Micronutrient","primary","Control",554.77996174975,538.464255154963,571.095668344538,158,550.562266359774,85.0154072461368,545.14747912236,486.803149029482,602.029585568268
"Misame","1-2 mo.","K","Potassium","Micronutrient","primary","BEP",566.7177377607,553.235024786301,580.200450735099,119,574.702758498649,104.866128859705,552.934387262776,509.799041356736,611.069347317704
"Misame","1-2 mo.","Tmp","thiamine monophosphate","B1","primary","Control",181.335591153622,171.058072578748,191.613109728497,163,185.782671842419,66.6108408121917,190.381572953506,152.696304361256,226.304105629723
"Misame","1-2 mo.","Tmp","thiamine monophosphate","B1","primary","BEP",188.46333453416,179.85215285194,197.074516216379,124,184.446202889763,56.4125745168561,182.374520290901,151.694476768062,221.733857520073
"Misame","1-2 mo.","Pn","pyridoxine","B6","primary","Control",0.192571876944035,0.16975165099018,0.21539210289789,163,0.18814814052898,0.145079223207337,0.182320022283558,0.0911600111417792,0.268682138102086
"Misame","1-2 mo.","Pn","pyridoxine","B6","primary","BEP",0.21370981086873,0.180997564296462,0.246422057440997,124,0.222018736813043,0.24188008730443,0.196713708253312,0.0767663251720246,0.278277928748589
"Misame","1-2 mo.","As","Arsenic","Micronutrient","primary","Control",0.230751383198985,0.0288334111088468,0.432669355289122,158,0.258131640615514,1.36200721350548,0,0,0
"Misame","1-2 mo.","As","Arsenic","Micronutrient","primary","BEP",0.123689938709426,0.00969145364791148,0.237688423770941,119,0.0561686130235608,0.238835250277467,0,0,0
"Misame","1-2 mo.","A.tocopherol","α-Tocopherol","Micronutrient","primary","Control",5.65323194838643,5.08011772776509,6.22634616900776,163,5.56573498533707,3.65572065893247,5.02896646919562,2.59527391943139,7.03609429511928
"Misame","1-2 mo.","A.tocopherol","α-Tocopherol","Micronutrient","primary","BEP",5.25668375209925,4.64632081628362,5.86704668791488,124,5.26776808896319,3.80848417191369,4.42025418115436,2.82108636809417,6.58707533337993
"Misame","1-2 mo.","Cr","Chromium","Micronutrient","primary","Control",31.2651267681946,2.33365582438881,60.1965977120004,158,29.6963249452925,165.986821513078,8.72249878252471,5.35743169185087,16.1267350941429
"Misame","1-2 mo.","Cr","Chromium","Micronutrient","primary","BEP",19.1211463075909,12.975630460546,25.2666621546357,119,18.3313117161587,36.2464596027547,9.81975628927488,6.17444215094537,16.0378118868966
"Misame","1-2 mo.","Bio","biotin","Other B vitamins","primary","Control",10.1855741030991,9.6488681556735,10.7222800505246,163,10.4540544362917,3.86149972604785,10.2992352755081,7.77106265068127,12.8480260071782
"Misame","1-2 mo.","Bio","biotin","Other B vitamins","primary","BEP",10.4938135382414,9.92088532867518,11.0667417478076,124,10.1768046701669,4.02225951512732,9.94087294228022,7.48041664875229,12.2898644004931
"Misame","1-2 mo.","Total carbohydrate","Total Carbohydrate","Macronutrient","primary","Control",7.08269141522899,7.03470620638111,7.13067662407686,160,7.119271875,0.345490622099539,7.1315,6.86375,7.3845
"Misame","1-2 mo.","Total carbohydrate","Total Carbohydrate","Macronutrient","primary","BEP",7.10826592476004,7.05502331184747,7.16150853767261,122,7.06988524590164,0.301487063623937,7.107,6.86025,7.28575
"Misame","1-2 mo.","Ca","Calcium","Micronutrient","primary","Control",270.440591650635,261.617849766944,279.263333534327,158,263.629468806438,42.8355437815428,263.314765846916,236.38431798973,284.574510302684
"Misame","1-2 mo.","Ca","Calcium","Micronutrient","primary","BEP",267.450077688488,261.151382498582,273.748772878394,119,276.957170510014,61.3586122427467,274.825904768823,241.672629111865,304.987429783645
"Misame","1-2 mo.","Nad","nicotinamide adenine dinucleotide","B3 or related","primary","Control",1925.58494788406,1619.46353699245,2231.70635877567,163,1920.43647278496,1894.3639216573,1288.26588250486,924.080234209377,2206.03502519784
"Misame","1-2 mo.","Nad","nicotinamide adenine dinucleotide","B3 or related","primary","BEP",1807.46715139801,1528.58711770471,2086.34718509131,124,1771.60635126302,1757.7823466512,1303.86252157127,927.20781421264,1896.48804368465
"Misame","1-2 mo.","Pm","pyridoxamine","B6","primary","Control",0.671274441538304,0.630426434986492,0.712122448090117,163,0.664565341322078,0.260751185406412,0.618254922907396,0.480864940039086,0.777234760226441
"Misame","1-2 mo.","Pm","pyridoxamine","B6","primary","BEP",0.681060535964903,0.638763912131232,0.723357159798574,124,0.688097468921961,0.304343281940699,0.616782887376665,0.485771725141526,0.803731399779616
"Misame","1-2 mo.","Mg","Magnesium","Micronutrient","primary","Control",32.2899190992263,31.0262280471616,33.5536101512911,158,32.1962312088612,7.47178601623436,31.7535931167862,26.8529253200957,37.2007874146314
"Misame","1-2 mo.","Mg","Magnesium","Micronutrient","primary","BEP",32.4615507819597,31.3327827979693,33.5903187659501,119,32.6239208830399,7.49429731752649,31.6075087011479,28.1562961941933,36.4351848698925
"Misame","1-2 mo.","Fad","flavin adenine dinucleotide","B2","primary","Control",185.573017796602,172.070962033652,199.075073559552,163,193.99187847214,92.8068346037374,176.756380184006,125.453188030768,245.868642224833
"Misame","1-2 mo.","Fad","flavin adenine dinucleotide","B2","primary","BEP",187.204984526357,173.343634281409,201.066334771304,124,176.498410439543,73.1639142467098,171.272058050428,127.95027015415,213.063464100095
"Misame","1-2 mo.","Protein","Total Protein","Macronutrient","primary","Control",1.04246739967227,1.00034245093911,1.08459234840543,160,1.0629125,0.245255056237507,1.0305,0.91075,1.17325
"Misame","1-2 mo.","Protein","Total Protein","Macronutrient","primary","BEP",1.04484472642839,1.00952154791272,1.08016790494406,122,1.01854918032787,0.247934245563798,0.968,0.86825,1.13275
"Misame","1-2 mo.","Na","Sodium","Micronutrient","primary","Control",166.613131751026,148.919804671859,184.306458830193,158,168.608509190196,127.281998986519,127.125682694991,110.845920700305,168.005869650109
"Misame","1-2 mo.","Na","Sodium","Micronutrient","primary","BEP",166.563276692852,151.627099907337,181.499453478367,119,164.19173355704,85.3597714812602,140.659183800407,112.260636714599,174.737738779336
"Misame","3-4 mo.","Pa","pantothenic acid","Other B vitamins","primary","Control",2031.49118832141,1927.07026919246,2135.91210745036,157,2932.85619334149,1271.70852894023,2799.83644147796,1851.51002319467,3808.04577875183
"Misame","3-4 mo.","Pa","pantothenic acid","Other B vitamins","primary","BEP",3576.88100543662,3391.69794315956,3762.06406771367,123,2753.02097313315,1241.44443518072,2314.46440370299,1836.3334676115,3464.76300270962
"Misame","3-4 mo.","Nufa","nudifloramide (niacin catabolite)","B3 or related","primary","Control",142.00127591619,130.916162490305,153.086389342074,157,225.036011412701,160.710482194489,195.453601929814,122.185280563358,282.994045489485
"Misame","3-4 mo.","Nufa","nudifloramide (niacin catabolite)","B3 or related","primary","BEP",309.553315182613,279.14256564259,339.964064722637,123,235.706614845091,195.317794998279,177.345655616049,101.271877778447,332.211953653293
"Misame","3-4 mo.","Se","Selenium","Micronutrient","primary","Control",3.86566341169791,3.63079731313606,4.10052951025975,156,4.87634311223152,2.22359855671908,4.54033464155324,3.61833005895758,5.76249998503288
"Misame","3-4 mo.","Se","Selenium","Micronutrient","primary","BEP",5.17324981255892,4.88229454528465,5.4642050798332,121,4.08508516726401,1.66482541138354,3.82024628695886,3.05633329423401,5.15724770790729
"Misame","3-4 mo.","Nmn","nicotinamide mononucleotide","B3 or related","primary","Control",398.593064535048,363.094885189446,434.09124388065,157,509.843033520554,261.323713181229,464.303226963859,320.987697062591,654.033783507329
"Misame","3-4 mo.","Nmn","nicotinamide mononucleotide","B3 or related","primary","BEP",570.893773659718,532.585203453271,609.202343866166,123,466.037056122916,237.083365441676,411.548835642954,280.627358535104,618.058313846076
"Misame","3-4 mo.","B2","vitamin B2 (expressed as riboflavin)","B2","primary","Control",118.190481579553,109.796832495666,126.584130663441,157,146.495813380502,70.1561760251728,132.423656597252,96.8149404743977,183.782024547172
"Misame","3-4 mo.","B2","vitamin B2 (expressed as riboflavin)","B2","primary","BEP",170.320716193097,156.838493588974,183.802938797221,123,145.23837639963,82.7803977019397,124.393818146585,95.898706490654,179.026296535956
"Misame","3-4 mo.","Fmn","flavin mononucleotide","B2","primary","Control",7.37398749957844,6.53845538204461,8.20951961711228,157,10.1239485842125,8.77664175908542,8.033874624547,5.21536059880813,12.8164712587732
"Misame","3-4 mo.","Fmn","flavin mononucleotide","B2","primary","BEP",12.7351353570604,11.2941237011575,14.1761470129633,123,10.2513005237033,7.89365641893095,7.96729555307285,5.24310187858903,12.7276991634743
"Misame","3-4 mo.","Pl","pyridoxal","B6","primary","Control",50.8821430156547,46.5788030051541,55.1854830261553,157,61.245330622291,35.5040918590736,53.490125790975,36.703424006295,75.3513076359821
"Misame","3-4 mo.","Pl","pyridoxal","B6","primary","BEP",73.8486875787444,68.0558610123997,79.6415141450891,123,65.3798698924497,36.2973445882343,55.7528333023683,33.850683911339,92.9834646615884
"Misame","3-4 mo.","Ribo","riboflavin","B2","primary","Control",16.4508796416143,14.8077496004991,18.0940096827296,157,32.5266030483346,44.8302170336734,22.709969100837,13.7373634682713,36.3322129100717
"Misame","3-4 mo.","Ribo","riboflavin","B2","primary","BEP",51.1959117561316,40.4095528049084,61.9822707073548,123,38.1233136298641,62.3823654033372,19.8499183510081,12.2819220647384,33.1043772755288
"Misame","3-4 mo.","B6","vitamin B6 (expressed as PL)","B6","primary","Control",59.189251967024,54.884427030627,63.494076903421,157,69.6685831964798,36.1110893980893,62.2411487161203,44.1261933991839,83.7216454683562
"Misame","3-4 mo.","B6","vitamin B6 (expressed as PL)","B6","primary","BEP",82.2760631161499,76.3187396374607,88.2333865948392,123,73.6539134349935,36.7195525884235,64.5082307455622,41.3313905341287,102.230934574978
"Misame","3-4 mo.","Nam","nicotinamide","B3 or related","primary","Control",135.469280225289,118.395469458394,152.543090992184,157,194.731805800807,148.853811390682,161.54615673816,89.9252197324617,271.164064543533
"Misame","3-4 mo.","Nam","nicotinamide","B3 or related","primary","BEP",212.38774869154,190.771696488745,234.003800894335,122,153.598631589012,110.033675155334,146.656217770802,65.7225755181531,207.245471481939
"Misame","3-4 mo.","B3","vitamin B3 ( expressed as NAM)","B3 or related","primary","Control",777.745976833752,703.383387096085,852.108566571419,157,999.703768097548,576.47823178196,925.869917032741,554.817527184439,1295.92488498111
"Misame","3-4 mo.","B3","vitamin B3 ( expressed as NAM)","B3 or related","primary","BEP",1083.80074792241,1002.61797787677,1164.98351796805,122,866.260105580786,411.980253820604,858.853081824255,535.125753802767,1114.30731365863
"Misame","3-4 mo.","Nr","nicotinamide riboside","B3 or related","primary","Control",473.141795721782,403.182751596196,543.100839847368,157,663.134673705462,575.825274304251,450.15163842728,239.116045605581,920.986987678219
"Misame","3-4 mo.","Nr","nicotinamide riboside","B3 or related","primary","BEP",751.370843941403,663.07587059213,839.665817290675,123,567.754564900391,414.745944099096,455.967774426052,218.016190868633,873.161308860288
"Misame","3-4 mo.","Trp","tryptophan","B3 or related","primary","Control",325.275129894763,301.223589847965,349.326669941561,157,374.56599963498,162.846389799841,360.063242958365,266.787233202281,478.332477655925
"Misame","3-4 mo.","Trp","tryptophan","B3 or related","primary","BEP",388.24133897115,362.663034625191,413.81964331711,123,340.014105142066,176.077122554502,316.69524220664,215.349627065372,445.245134554705
"Misame","3-4 mo.","B12","vitamin B12 (expressed as cyanocobalamin)","Other B vitamins","primary","Control",113.766995764793,99.56247697427,127.971514555316,154,143.547215775353,150.230172264359,139.331051964512,40.4434093789607,191.697084917617
"Misame","3-4 mo.","B12","vitamin B12 (expressed as cyanocobalamin)","Other B vitamins","primary","BEP",161.261866260219,138.514286195199,184.00944632524,116,129.273480180062,97.5608708191553,127.642205323194,57.0415716096324,180.475792141952
"Misame","3-4 mo.","Pm","pyridoxamine","B6","primary","Control",0.589260021177178,0.551817880592249,0.626702161762108,157,0.620522670213339,0.251578969698977,0.569187071883,0.461237799629327,0.727774366393849
"Misame","3-4 mo.","Pm","pyridoxamine","B6","primary","BEP",0.658900926810506,0.625640622936711,0.692161230684301,123,0.636750710264267,0.216413632563919,0.588814212292758,0.500492080448845,0.741905907488876
"Misame","3-4 mo.","T","free thiamin","B1","primary","Control",48.8142964107368,44.408666758038,53.2199260634357,156,53.6914855266974,27.8349301089016,49.1415841530207,35.0309320759279,65.9493141021823
"Misame","3-4 mo.","T","free thiamin","B1","primary","BEP",56.6792449281873,52.2621204840401,61.0963693723344,123,52.3107855534136,28.5058879008611,47.6703300647097,34.9467979302052,62.9780292632343
"Misame","3-4 mo.","Fad","flavin adenine dinucleotide","B2","primary","Control",199.537434307271,183.658586273429,215.416282341112,157,220.45529132632,104.84866127141,195.986907943357,142.930039795072,279.891045768493
"Misame","3-4 mo.","Fad","flavin adenine dinucleotide","B2","primary","BEP",226.824663371382,212.283420932846,241.365905809918,123,205.92969647423,90.5220864052855,184.800415726504,133.57347035566,259.249952534865
"Misame","3-4 mo.","B1","total vitamin B1 (expressed as thiamin)","B1","primary","Control",169.62532591921,161.706580456458,177.544071381961,156,175.425653822654,51.0425697871612,174.756160022062,137.726099729313,202.172249543469
"Misame","3-4 mo.","B1","total vitamin B1 (expressed as thiamin)","B1","primary","BEP",182.64373972843,175.721655204516,189.565824252345,123,178.277490355029,44.1915311351248,176.894540097939,151.40591201561,204.304470310502
"Misame","3-4 mo.","Pn","pyridoxine","B6","primary","Control",0.196724568028953,0.177067663998159,0.216381472059748,157,0.220703184869571,0.200345368969587,0.191915812930061,0.115149487758037,0.278277928748589
"Misame","3-4 mo.","Pn","pyridoxine","B6","primary","BEP",0.236784469294258,0.206881592333427,0.266687346255089,123,0.21500812212815,0.129260803327582,0.191915812930061,0.115149487758037,0.283075824071841
"Misame","3-4 mo.","A.tocopherol","α-Tocopherol","Micronutrient","primary","Control",4.4885942315443,4.05248855111966,4.92469991196894,158,5.00536865824322,3.06086262593835,4.48509027678092,2.75717270685771,6.46802050252576
"Misame","3-4 mo.","A.tocopherol","α-Tocopherol","Micronutrient","primary","BEP",5.07663482191922,4.6653749953626,5.48789464847583,123,4.49961038791734,2.65703358107902,3.74699682391938,2.45572694743335,6.06598202578413
"Misame","3-4 mo.","Vitamin.a","Vitamin A","Micronutrient","primary","Control",0.455872202236466,0.416820775468696,0.494923629004237,158,0.504447025139946,0.279998023506151,0.462092371395898,0.298392632059143,0.645286762600605
"Misame","3-4 mo.","Vitamin.a","Vitamin A","Micronutrient","primary","BEP",0.497085279929029,0.461918086899646,0.532252472958412,123,0.437256547315759,0.226297896917159,0.399773860374869,0.266912519104925,0.576012342904133
"Misame","3-4 mo.","Tpp","thiamine pyrophosphate","B1","primary","Control",4.74323251626813,3.96300612636724,5.52345890616902,156,4.62898175873714,3.95457223744226,3.53091977331639,2.0230967116809,6.13228396344958
"Misame","3-4 mo.","Tpp","thiamine pyrophosphate","B1","primary","BEP",4.06962400787658,3.53764698136882,4.60160103438435,123,4.09078562979281,4.2175654137227,2.98267758155986,1.64570243985512,5.41019093114786
"Misame","3-4 mo.","Nad","nicotinamide adenine dinucleotide","B3 or related","primary","Control",1433.34333155292,1253.26992307742,1613.41674002841,157,1614.8384226336,1246.92282772468,1283.24304953568,844.33107022117,1942.89560941468
"Misame","3-4 mo.","Nad","nicotinamide adenine dinucleotide","B3 or related","primary","BEP",1622.67198004164,1434.58249471468,1810.7614653686,123,1429.6655551214,1020.82832919994,1138.08702774837,785.845049087159,1706.30532262433
"Misame","3-4 mo.","Mg","Magnesium","Micronutrient","primary","Control",36.6843120383581,35.6978922010618,37.6707318756545,156,36.9215269699488,6.85014804726835,36.6135540410857,32.2895633727105,41.4103658926696
"Misame","3-4 mo.","Mg","Magnesium","Micronutrient","primary","BEP",35.7402412341593,34.7693192590944,36.7111632092242,121,35.2584424565606,6.29580529645286,34.9023127725548,30.451711564485,39.2425450569314
"Misame","3-4 mo.","P","Phosphorus","Micronutrient","primary","Control",152.626231233669,147.993762070077,157.25870039726,156,150.645056898281,27.0944107487535,149.371528404212,133.44189651537,168.39704374617
"Misame","3-4 mo.","P","Phosphorus","Micronutrient","primary","BEP",148.660467242586,144.860834517583,152.460099967589,121,150.462554961292,25.6130220013832,150.612402592509,133.272561398538,160.155167138465
"Misame","3-4 mo.","Total carbohydrate","Total Carbohydrate","Macronutrient","primary","Control",7.09162660753178,7.04461272733922,7.13864048772434,156,7.1281858974359,0.358844989528225,7.189,6.88025,7.40475
"Misame","3-4 mo.","Total carbohydrate","Total Carbohydrate","Macronutrient","primary","BEP",7.13213758072022,7.07788173490084,7.1863934265396,123,7.09617886178862,0.320134398838996,7.085,6.895,7.3505
"Misame","3-4 mo.","Mn","Manganese","Micronutrient","primary","Control",2.98349682450365,2.53342215750992,3.43357149149739,156,3.23812087521982,2.93982923342216,2.55683919183608,1.18134745684578,4.72352470694395
"Misame","3-4 mo.","Mn","Manganese","Micronutrient","primary","BEP",3.28760730065653,2.90250271265535,3.67271188865772,121,3.02465398389663,2.51275861805233,2.29519974333384,1.31005173952827,4.29564752203531
"Misame","3-4 mo.","Tmp","thiamine monophosphate","B1","primary","Control",153.42198852743,142.866550953279,163.977426101582,156,154.666468530702,64.4939476984341,153.061972826797,112.852785673779,197.811234503452
"Misame","3-4 mo.","Tmp","thiamine monophosphate","B1","primary","BEP",160.6788435408,151.05154530714,170.30614177446,123,160.611699876421,59.8433827490687,168.469449566462,117.980445511835,200.339327976435
"Misame","3-4 mo.","K","Potassium","Micronutrient","primary","Control",528.043766149516,515.125683007761,540.961849291272,156,527.595176477753,85.0601090725441,519.069655296924,471.937094710987,566.429195184714
"Misame","3-4 mo.","K","Potassium","Micronutrient","primary","BEP",521.118172054531,508.483305492672,533.753038616389,121,520.462598493617,72.8898334963832,513.521784462534,465.540498046762,558.071967609299
"Misame","3-4 mo.","Kcal.l","Total Energy","Macronutrient","primary","Control",547.650665381417,525.495359942148,569.805970820685,156,557.660705128205,132.932670224622,537.355,450.23,628.8075
"Misame","3-4 mo.","Kcal.l","Total Energy","Macronutrient","primary","BEP",555.28951213828,535.687492656067,574.891531620492,123,542.805203252032,133.964543886082,519.26,449.78,606.535
"Misame","3-4 mo.","Plp","pyridoxal 5-phosphate","B6","primary","Control",11.0805475872696,10.7481126841328,11.4129824904063,157,11.2192659653339,2.67480619426342,11.8781882296552,9.70591256119689,12.2479372796056
"Misame","3-4 mo.","Plp","pyridoxal 5-phosphate","B6","primary","BEP",11.2040765895758,10.7861548481214,11.6219983310303,123,10.9831395936268,2.4125776579077,11.8781882296552,9.71875106987573,12.3326714368859
"Misame","3-4 mo.","Fat","Total Fat","Macronutrient","primary","Control",2.51115107069157,2.26165130038433,2.76065084099881,156,2.60089102564103,1.44803801667131,2.348,1.48525,3.39275
"Misame","3-4 mo.","Fat","Total Fat","Macronutrient","primary","BEP",2.57966099843799,2.36219558635276,2.79712641052321,123,2.47066666666667,1.50305475106513,2.252,1.37,3.32
"Misame","3-4 mo.","Ca","Calcium","Micronutrient","primary","Control",255.328028574823,249.205784726242,261.450272423404,156,253.501577182441,38.2300170429488,249.168981404925,225.409922949219,277.772925522876
"Misame","3-4 mo.","Ca","Calcium","Micronutrient","primary","BEP",253.947789828665,248.115585014003,259.779994643326,121,256.173278613666,37.464861725379,251.713117618417,229.079413633928,283.446783979301
"Misame","3-4 mo.","Fe","Iron","Micronutrient","primary","Control",346.682417047513,318.496635116557,374.86819897847,156,365.729365430926,199.323381989565,328.168694026278,234.235971926564,437.390947045474
