"outcome_class","category","label","biomarker","study","visit","Control_N","Nico_N","BEP_N","Control_raw_mean","Nico_raw_mean","BEP_raw_mean","Control_raw_sd","Nico_raw_sd","BEP_raw_sd","Control_raw_median","Nico_raw_median","BEP_raw_median","Control_raw_q25","Nico_raw_q25","BEP_raw_q25","Control_raw_q75","Nico_raw_q75","BEP_raw_q75","ATE","ATE_cil","ATE_ciu","pval","pval_adj","sigFDR"
"primary","B1","total vitamin B1 (expressed as thiamin)","B1","Vital","1.5 mo.",50,NA,100,134.533472045266,NA,161.488022789566,41.4607569218854,NA,38.8850680274033,133.973414222065,NA,161.70225549269,110.088338682605,NA,137.776731076689,162.02221971963,NA,186.994622437371,26.5691863724544,13.6174637874391,39.5209089574697,5.80319785565582e-05,0.000207947923161,1
"primary","B1","total vitamin B1 (expressed as thiamin)","B1","Vital","2 mo.",50,NA,100,142.149431231223,NA,158.406883809398,32.1117650994413,NA,39.8976893702416,143.496750215063,NA,161.349709977816,122.910372259052,NA,135.491815674269,166.082665639486,NA,182.967998751097,16.3376405634446,4.82890057295826,27.846380553931,0.00539690543091844,0.0257852148366103,1
"primary","B2","flavin adenine dinucleotide","Fad","Elicit","1 mo.",98,101,NA,108.185681208168,118.091239190062,NA,67.9173107983296,69.5085092836999,NA,94.7385781795471,100.132254020651,NA,56.1123053394368,74.2777720787937,NA,147.292444987719,151.007841769773,NA,10.7413129060059,-7.48796899674577,28.9705948087575,0.248140618493901,0.545900645477649,0
"primary","B2","flavin adenine dinucleotide","Fad","Elicit","5 mo.",99,101,NA,138.699855961808,143.630139505167,NA,73.8292597398981,102.695269202367,NA,133.455967412881,115.742615673101,NA,86.24754557073,70.5936280987547,NA,193.448352775569,195.716140292607,NA,8.72434744211475,-11.1706379795766,28.619332863806,0.390073955972218,0.599068914018245,0
"primary","B2","flavin adenine dinucleotide","Fad","Misame","1-2 mo.",163,NA,124,193.99187847214,NA,176.498410439543,92.8068346037374,NA,73.1639142467098,176.756380184006,NA,171.272058050428,125.453188030768,NA,127.95027015415,245.868642224833,NA,213.063464100095,1.63196672975431,-17.7185509862722,20.9824844457808,0.868709671411665,0.911085752943941,0
"primary","B2","flavin adenine dinucleotide","Fad","Misame","14-21 days",153,NA,119,212.027992215673,NA,211.335302859661,82.1066785806645,NA,81.913093514945,203.971035299688,NA,199.243734791301,147.169905516016,NA,148.16111368713,259.816357204073,NA,245.062604810961,12.6217655665969,-2.96553308585648,28.2090642190503,0.112495747537928,0.241865857206546,0
"primary","B2","flavin adenine dinucleotide","Fad","Misame","3-4 mo.",157,NA,123,220.45529132632,NA,205.92969647423,104.84866127141,NA,90.5220864052855,195.986907943357,NA,184.800415726504,142.930039795072,NA,133.57347035566,279.891045768493,NA,259.249952534865,27.2872290641112,5.75396781278614,48.8204903154362,0.0130028259866737,0.0334405177244227,1
"primary","B2","flavin adenine dinucleotide","Fad","Vital","1.5 mo.",50,NA,100,104.147332272346,NA,141.283600900479,81.3864968307352,NA,74.546032791865,82.6901072235863,NA,137.004575563361,56.094363703411,NA,93.3579485894135,145.939383977622,NA,184.319351630871,39.3871192532267,14.6073044112703,64.1669340951832,0.00183738354701859,0.00526716616811997,1
"primary","B2","flavin adenine dinucleotide","Fad","Vital","2 mo.",50,NA,100,153.007022254359,NA,184.995179917246,107.908380194381,NA,136.927088021541,124.867754886768,NA,149.19407747805,83.2385457246617,NA,101.057690749122,210.832188296131,NA,242.637214192835,39.8912385231112,3.90946720894318,75.8730098372791,0.0297865893782007,0.0985248725586637,0
"primary","B2","flavin mononucleotide","Fmn","Elicit","1 mo.",98,101,NA,9.11453900915457,11.8770032056784,NA,11.6762651522559,14.6099095775675,NA,3.76726579424545,6.5358455163787,NA,1.0486203757178,1.99737214422439,NA,12.3726107822789,15.9013015704086,NA,2.46951775359758,-1.02505345378944,5.9640889609846,0.166036303699881,0.498108911099643,0
"primary","B2","flavin mononucleotide","Fmn","Elicit","5 mo.",99,101,NA,11.8413232422327,12.9899503905515,NA,12.2799876872627,13.5770515012,NA,9.46532466124115,8.12264671984586,NA,2.65761460300967,4.66053500319025,NA,15.6849195881176,18.1649900005296,NA,1.42384966564549,-1.75950326587301,4.60720259716398,0.380675455340551,0.599068914018245,0
"primary","B2","flavin mononucleotide","Fmn","Misame","1-2 mo.",162,NA,124,10.5431384528666,NA,10.638116596156,8.08604671248705,NA,9.64393581656029,8.15593625558293,NA,7.3236978621561,4.93794780099919,NA,4.77427425029191,13.0679921954533,NA,14.6196544445313,5.6686177481004,4.08545294692195,7.25178254927886,2.2543705161636e-12,3.23126440650117e-11,1
"primary","B2","flavin mononucleotide","Fmn","Misame","14-21 days",153,NA,119,7.71010306585976,NA,8.86517639362567,5.87179613571564,NA,8.91831763055411,6.32057318527897,NA,6.35830132578098,4.31654313390716,NA,4.18338499095887,8.45554207721659,NA,10.1200188640702,3.70048549165873,2.43235927445706,4.9686117088604,1.06951875104424e-08,7.66488438248375e-08,1
"primary","B2","flavin mononucleotide","Fmn","Misame","3-4 mo.",157,NA,123,10.1239485842125,NA,10.2513005237033,8.77664175908542,NA,7.89365641893095,8.033874624547,NA,7.96729555307285,5.21536059880813,NA,5.24310187858903,12.8164712587732,NA,12.7276991634743,5.36114785748197,3.71161673714874,7.0106789778152,1.88921026494484e-10,1.32244718546139e-09,1
"primary","B2","flavin mononucleotide","Fmn","Vital","1.5 mo.",50,NA,100,9.37610870546579,NA,26.4619629225186,9.14870816833683,NA,24.4809712264494,6.35830132578098,NA,20.2122964483596,3.41772566900618,NA,10.9910950491903,12.747118059321,NA,40.449560048522,17.2171485352777,12.0459201711277,22.3883768994277,6.7762785394808e-11,5.82759954395349e-10,1
"primary","B2","flavin mononucleotide","Fmn","Vital","2 mo.",50,NA,100,9.19035309605292,NA,21.8536924904356,11.2083555452747,NA,21.8620970625279,6.10308155179676,NA,16.067749249094,3.18192479086858,NA,8.30019091044358,11.7290130913621,NA,31.0979746343826,12.3601240978573,7.31262444071594,17.4076237549987,1.5907427725564e-06,1.7996456483717e-05,1
"primary","B2","riboflavin","Ribo","Elicit","1 mo.",98,101,NA,17.5864649931366,19.8341699155867,NA,24.9792639865254,20.7451905855388,NA,11.0312307760766,13.8944092515536,NA,7.31055214804546,9.95572211016131,NA,19.4245585404826,23.0943685153961,NA,2.43937645566336,-3.74440439299193,8.62315730431864,0.439424059559914,0.68188111413742,0
"primary","B2","riboflavin","Ribo","Elicit","5 mo.",99,101,NA,17.4324598724323,17.7480514877337,NA,17.2705340294554,14.7783494925749,NA,13.7781380444276,13.4002566212682,NA,8.23345485460786,8.93834904780906,NA,20.0713171301208,18.9812745633149,NA,0.391859324633561,-3.832108937638,4.61582758690512,0.855718738900654,0.876589927654329,0
"primary","B2","riboflavin","Ribo","Misame","1-2 mo.",163,NA,124,35.1737000011113,NA,32.6359859378735,40.6904723573231,NA,33.1449920396677,23.7385707296306,NA,22.7162815785331,17.3909175821732,NA,14.0836568581976,35.4568549832423,NA,38.4099732496299,22.4472063826618,15.065678165176,29.8287346001477,2.51860160550633e-09,2.7074967259193e-08,1
