"study","contrast","direction","pathway","feature"
"Misame (1-2 mo.)","BEP/BEP","down","Tyrosine Metabolism","Copper"
"Misame (1-2 mo.)","BEP/BEP","down","Beta-Alanine Metabolism","Copper"
"Misame (1-2 mo.)","BEP/BEP","down","Inositol Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Catecholamine Biosynthesis","Copper"
"Misame (1-2 mo.)","BEP/BEP","down","Propanoate Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Propanoate Metabolism","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Arginine and Proline Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Phospholipid Biosynthesis","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Oxidation of Branched Chain Fatty Acids","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Valine, Leucine and Isoleucine Degradation","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Lysine Degradation","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Histidine Metabolism","Copper"
"Misame (1-2 mo.)","BEP/BEP","down","Histidine Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Alanine Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Citric Acid Cycle","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Citric Acid Cycle","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Urea Cycle","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Pyruvate Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Pyruvate Metabolism","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Riboflavin Metabolism","Copper"
"Misame (1-2 mo.)","BEP/BEP","down","Thiamine Metabolism","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Gluconeogenesis","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Lactose Synthesis","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Phytanic Acid Peroxisomal Oxidation","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Threonine and 2-Oxobutanoate Degradation","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Fatty Acid Biosynthesis","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Phosphatidylinositol Phosphate Metabolism","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Transfer of Acetyl Groups into Mitochondria","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Transfer of Acetyl Groups into Mitochondria","Thiamine pyrophosphate"
"Misame (1-2 mo.)","BEP/BEP","down","Degradation of Superoxides","Copper"
"Misame (1-2 mo.)","BEP/BEP","down","Degradation of Superoxides","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Warburg Effect","Manganese"
"Misame (1-2 mo.)","BEP/BEP","down","Warburg Effect","Thiamine pyrophosphate"
