"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Misame (3-4 mo.)","BEP/BEP","down","Starch and Sucrose Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Aspartate Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Arachidonic Acid Metabolism",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Gluconeogenesis",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Transfer of Acetyl Groups into Mitochondria",4,1,0.229,0.218,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Glycine and Serine Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Phenylalanine and Tyrosine Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Ammonia Recycling",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Phospholipid Biosynthesis",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Pyrimidine Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Folate Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Betaine Metabolism",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Lactose Synthesis",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Threonine and 2-Oxobutanoate Degradation",5,1,0.286,0.269,0.613
"Misame (3-4 mo.)","BEP/BEP","down","Propanoate Metabolism",6,1,0.343,0.318,0.662
"Misame (3-4 mo.)","BEP/BEP","down","Valine, Leucine and Isoleucine Degradation",6,1,0.343,0.318,0.662
"Misame (3-4 mo.)","BEP/BEP","down","Methionine Metabolism",6,1,0.343,0.318,0.662
"Misame (3-4 mo.)","BEP/BEP","down","Glutamate Metabolism",6,1,0.343,0.318,0.662
"Misame (3-4 mo.)","BEP/BEP","down","Nicotinate and Nicotinamide Metabolism",7,1,0.4,0.365,0.715
"Misame (3-4 mo.)","BEP/BEP","down","Purine Metabolism",7,1,0.4,0.365,0.715
"Misame (3-4 mo.)","BEP/BEP","down","Riboflavin Metabolism",7,1,0.4,0.365,0.715
"Misame (3-4 mo.)","BEP/BEP","down","Tyrosine Metabolism",8,1,0.457,0.41,0.773
"Misame (3-4 mo.)","BEP/BEP","down","Vitamin B6 Metabolism",8,1,0.457,0.41,0.773
