"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Elicit (1 mo.)","Nico","up","Lysine Degradation",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Galactose Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Starch and Sucrose Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Urea Cycle",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Tryptophan Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Gluconeogenesis",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Phytanic Acid Peroxisomal Oxidation",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Transfer of Acetyl Groups into Mitochondria",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Glycine and Serine Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Ammonia Recycling",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Arginine and Proline Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Porphyrin Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Phospholipid Biosynthesis",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Folate Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Betaine Metabolism",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Threonine and 2-Oxobutanoate Degradation",5,1,0.857,0.634,1
"Elicit (1 mo.)","Nico","up","Propanoate Metabolism",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Valine, Leucine and Isoleucine Degradation",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Methionine Metabolism",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Citric Acid Cycle",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Glutamate Metabolism",6,1,1.03,0.707,1
"Elicit (1 mo.)","Nico","up","Histidine Metabolism",7,1,1.2,0.768,1
"Elicit (1 mo.)","Nico","up","Purine Metabolism",7,1,1.2,0.768,1
"Elicit (1 mo.)","Nico","up","Warburg Effect",7,1,1.2,0.768,1
"Elicit (1 mo.)","Nico","up","Tyrosine Metabolism",8,1,1.37,0.818,1
"Elicit (1 mo.)","Nico","up","Beta-Alanine Metabolism",8,1,1.37,0.818,1
"Elicit (1 mo.)","Nico","up","Pyruvate Metabolism",8,1,1.37,0.818,1
