"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Elicit (1 mo.)","Nico","up","Nicotinate and Nicotinamide Metabolism",7,5,1.2,0.000367,0.0359
"Elicit (1 mo.)","Nico","up","Fatty Acid Elongation In Mitochondria",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Ketone Body Metabolism",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Steroidogenesis",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Cardiolipin Biosynthesis",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Androstenedione Metabolism",1,1,0.171,0.171,1
"Elicit (1 mo.)","Nico","up","Pterine Biosynthesis",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Caffeine Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Selenoamino Acid Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Glycerolipid Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Sulfate/Sulfite Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Androgen and Estrogen Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Glycerol Phosphate Shuttle",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Glucose-Alanine Cycle",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Mitochondrial Electron Transport Chain",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Ethanol Degradation",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Inositol Phosphate Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Carnitine Synthesis",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","De Novo Triacylglycerol Biosynthesis",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Estrone Metabolism",2,1,0.343,0.318,1
"Elicit (1 mo.)","Nico","up","Cysteine Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Bile Acid Biosynthesis",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Glycolysis",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Fatty acid Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Fructose and Mannose Degradation",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Butyrate Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Retinol Metabolism",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Malate-Aspartate Shuttle",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Plasmalogen Synthesis",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids",3,1,0.514,0.442,1
"Elicit (1 mo.)","Nico","up","Nucleotide Sugars Metabolism",4,1,0.686,0.546,1
"Elicit (1 mo.)","Nico","up","Inositol Metabolism",4,1,0.686,0.546,1
