"","name","label"
"548","dr_supl_ifa_refuse_other","Other refusal IFA"
"549","dr_currentga_w","Gestational age during 24HR"
"550","dr_food_group1","Grains, white roots, tubers, and planta"
"551","dr_food_group2","Pulses (beans, peas, lentils)"
"552","dr_food_group3","Nuts and seeds"
"553","dr_food_group4","Dairy"
"554","dr_food_group5","Meat, poultry and fish"
"555","dr_food_group6","Eggs"
"556","dr_food_group7","Dark green leafy vegetables"
"557","dr_food_group8","Other vitamin A-rich fruits and veg"
"558","dr_food_group9","Other vegetables"
"559","dr_food_group10","Other fruits"
"560","dr_food_group11","Insects and other small protein"
"561","dr_food_group12","Red palm oil"
"562","dr_food_group13","Other oils and fats"
"563","dr_food_group14","Savoury and fried snacks"
"564","dr_food_group15","Sweets"
"565","dr_food_group16","Sugar-sweetened beverages"
"566","dr_food_group17","Condiments and seasonings"
"567","dr_food_group18","Other beverages and foods"
"568","dr_energy_diet","Energy intake from base diet (kcal)"
"569","dr_protein_diet","Protein intake from base diet (g)"
"570","dr_lipid_diet","Lipid intake from base diet (g)"
"571","dr_CHO_diet","CHO intake from base diet (g)"
"572","dr_calcium_diet","Ca intake from base diet (mg)"
"573","dr_iron_diet","Fe intake from base diet (mg)"
"574","dr_zinc_diet","Zn intake from base diet (mg)"
"575","dr_vit_a_diet","Vit A intake from base diet (RAE- mcg)"
"576","dr_retinol_diet","Retinol intake from base diet (mcg)"
"577","dr_beta_carot_diet","Beta-carotein intake from base diet (mcg)"
"578","dr_thiamin_diet","Thiamin intake from base diet (mg)"
"579","dr_riboflavin_diet","Riboflavin intake from base diet (mg)"
"580","dr_niacin_diet","Niacin intake from base diet (mg)"
"581","dr_vit_b6_diet","Vit B6 intake from base diet (mg)"
"582","dr_folate_diet","Folate intake from base diet (mcg)"
"583","dr_vit_b12_diet","Vit B12 intake from base diet (mcg)"
"584","dr_vit_c_diet","Vit C intake from base diet (mg)"
"585","dr_perc_lipids_diet","%Energy from lipids in base diet"
"586","dr_perc_carb_diet","%Energy from CHO in base diet"
"587","dr_perc_protein_diet","%Energy from protein in base diet"
"588","dr_nar_protein","Nutrient adequacy ratio (NAR) of base diet"
"589","dr_nar_cho","NAR of base diet"
"590","dr_nar_calcium_diet","NAR of base diet"
"591","dr_nar_iron_diet","NAR of base diet"
"592","dr_nar_iron_bio5_diet","NAR of base diet (5% bioavailability)"
"593","dr_nar_iron_bio10_diet","NAR of base diet (10% bioavailability)"
"594","dr_nar_iron_bio16_diet","NAR of base diet (16% bioavailability)"
"595","dr_nar_zinc_diet","NAR of base diet"
"596","dr_nar_zinc_bio25_diet","NAR of base diet (25% bioavailability)"
"597","dr_nar_vita_diet","NAR of base diet"
"598","dr_nar_thiamin_diet","NAR of base diet"
"599","dr_nar_riboflavin_diet","NAR of base diet"
"600","dr_nar_niacin_diet","NAR of base diet"
"601","dr_nar_vitb6_diet","NAR of base diet"
"602","dr_nar_folate_diet","NAR of base diet"
"603","dr_nar_vitb12_diet","NAR of base diet"
"604","dr_nar_vitc_diet","NAR of base diet"
"605","dr_mar_diet","Mean adequacy ratio of base diet"
"606","dr_energ_total","Energy intake from diet & supplement (kcal)"
"607","dr_protein_total","Protein intake from diet & supplement (g)"
"608","dr_lipid_total","Lipid intake from  diet & supplement (g)"
"609","dr_cho_total","CHO intake from diet & supplement (g)"
"610","dr_calcium_total","Ca intake from diet & supplement (mg)"
"611","dr_iron_total","Fe intake from diet & supplement (mg)"
"612","dr_zinc_total","Zn intake from diet & supplement (mg)"
"613","dr_vit_a_total","Vit A intake from diet & supplement (RAE- mcg)"
"614","dr_thiamin_total","Thiamin intake from diet & supplement (mg)"
"615","dr_riboflavin_total","Riboflavin intake from diet & supplement (mg)"
"616","dr_niacin_total","Niacin intake from diet & supplement (mg)"
"617","dr_vit_b6_total","Vit B6 intake from diet & supplement (mg)"
"618","dr_folate_total","Folate intake from diet & supplement (mcg)"
"619","dr_vit_b12_total","Vit B12 intake from diet & supplement (mcg)"
"620","dr_vit_c_total","Vit C intake from diet & supplement (mg)"
"621","dr_perc_lipids_total","%Energy from lipids in diet & supplement"
"622","dr_perc_cho_total","%Energy from CHO in diet & supplement"
"623","dr_perc_protein_total","%Energy from protein in diet & supplement"
"624","dr_nar_protein_tot","Nutrient adequacy ratio (NAR) of diet & supplement"
"625","dr_nar_cho_tot","NAR of diet & supplement"
"626","dr_nar_calcium_tot","NAR diet & supplement"
"627","dr_nar_iron_tot","NAR of diet & supplement"
"628","dr_nar_iron_bio5_tot","NAR of diet & supplement (5% bioavailability)"
"629","dr_nar_iron_bio10_tot","NAR of diet & supplement (10% bioavailability)"
"630","dr_nar_iron_bio16_tot","NAR of diet & supplement (16% bioavailability)"
"631","dr_nar_zinc_tot","NAR of diet & supplement"
"632","dr_nar_zinc_bio25_tot","NAR of diet & supplement (25% bioavailability)"
"633","dr_nar_vita_tot","NAR of diet & supplement"
"634","dr_nar_thiamin_tot","NAR of diet & supplement"
"635","dr_nar_riboflavin_tot","NAR of diet & supplement"
"636","dr_nar_niacin_tot","NAR of diet & supplement"
"637","dr_nar_vitb6_tot","NAR of diet & supplement"
"638","dr_nar_folate_tot","NAR of diet & supplement"
"639","dr_nar_vitb12_tot","NAR of diet & supplement"
"640","dr_nar_vitc_tot","NAR of diet & supplement"
"641","SECTION_11","SECTION_11"
"642","pn_date_1","Date of assessment"
"643","pn_date_2","Date of assessment"
"644","pn_date_3","Date of assessment"
"645","pn_date_4","Date of assessment"
"646","pn_date_5","Date of assessment"
"647","pn_date_6","Date of assessment"
"648","pn_date_9","Date of assessment"
"649","pn_date_12","Date of assessment"
"650","pn_cage_1","Age infant"
"651","pn_cage_2","Age infant"
"652","pn_cage_3","Age infant"
"653","pn_cage_4","Age infant"
"654","pn_cage_5","Age infant"
"655","pn_cage_6","Age infant"
"656","pn_cage_9","Age infant"
"657","pn_cage_12","Age infant"
"658","pn_wweight1_1","Woman weight_1"
"659","pn_wweight1_2","Woman weight_1"
"660","pn_wweight1_3","Woman weight_1"
"661","pn_wweight1_4","Woman weight_1"
"662","pn_wweight1_5","Woman weight_1"
"663","pn_wweight1_6","Woman weight_1"
"664","pn_wweight1_9","Woman weight_1"
"665","pn_wweight1_12","Woman weight_1"
"666","pn_wweight2_1","Woman weight_2"
"667","pn_wweight2_2","Woman weight_2"
"668","pn_wweight2_3","Woman weight_2"
"669","pn_wweight2_4","Woman weight_2"
"670","pn_wweight2_5","Woman weight_2"
"671","pn_wweight2_6","Woman weight_2"
"672","pn_wweight2_9","Woman weight_2"
"673","pn_wweight2_12","Woman weight_2"
"674","pn_wweight3_1","Woman weight_3"
"675","pn_wweight3_2","Woman weight_3"
"676","pn_wweight3_3","Woman weight_3"
"677","pn_wweight3_4","Woman weight_3"
"678","pn_wweight3_5","Woman weight_3"
"679","pn_wweight3_6","Woman weight_3"
"680","pn_wweight3_9","Woman weight_3"
"681","pn_wweight3_12","Woman weight_3"
"682","pn_wweight_1","Woman weight_mean"
"683","pn_wweight_2","Woman weight_mean"
"684","pn_wweight_3","Woman weight_mean"
"685","pn_wweight_4","Woman weight_mean"
"686","pn_wweight_5","Woman weight_mean"
"687","pn_wweight_6","Woman weight_mean"
"688","pn_wweight_9","Woman weight_mean"
"689","pn_wweight_12","Woman weight_mean"
"690","pn_wmuac1_1","Woman MUAC_1"
"691","pn_wmuac1_2","Woman MUAC_1"
"692","pn_wmuac1_3","Woman MUAC_1"
"693","pn_wmuac1_4","Woman MUAC_1"
"694","pn_wmuac1_5","Woman MUAC_1"
"695","pn_wmuac1_6","Woman MUAC_1"
"696","pn_wmuac1_9","Woman MUAC_1"
"697","pn_wmuac1_12","Woman MUAC_1"
"698","pn_wmuac2_1","Woman MUAC_2"
"699","pn_wmuac2_2","Woman MUAC_2"
"700","pn_wmuac2_3","Woman MUAC_2"
"701","pn_wmuac2_4","Woman MUAC_2"
"702","pn_wmuac2_5","Woman MUAC_2"
"703","pn_wmuac2_6","Woman MUAC_2"
"704","pn_wmuac2_9","Woman MUAC_2"
"705","pn_wmuac2_12","Woman MUAC_2"
"706","pn_wmuac3_1","Woman MUAC_3"
"707","pn_wmuac3_2","Woman MUAC_3"
"708","pn_wmuac3_3","Woman MUAC_3"
"709","pn_wmuac3_4","Woman MUAC_3"
"710","pn_wmuac3_5","Woman MUAC_3"
"711","pn_wmuac3_6","Woman MUAC_3"
"712","pn_wmuac3_9","Woman MUAC_3"
"713","pn_wmuac3_12","Woman MUAC_3"
"714","pn_wmuac_1","Woman MUAC_mean"
"715","pn_wmuac_2","Woman MUAC_mean"
"716","pn_wmuac_3","Woman MUAC_mean"
"717","pn_wmuac_4","Woman MUAC_mean"
"718","pn_wmuac_5","Woman MUAC_mean"
"719","pn_wmuac_6","Woman MUAC_mean"
"720","pn_wmuac_9","Woman MUAC_mean"
"721","pn_wmuac_12","Woman MUAC_mean"
"722","pn_cweight1_1","Infant weight_1"
"723","pn_cweight1_2","Infant weight_1"
"724","pn_cweight1_3","Infant weight_1"
"725","pn_cweight1_4","Infant weight_1"
"726","pn_cweight1_5","Infant weight_1"
"727","pn_cweight1_6","Infant weight_1"
"728","pn_cweight1_9","Infant weight_1"
"729","pn_cweight1_12","Infant weight_1"
"730","pn_cweight2_1","Infant weight_2"
"731","pn_cweight2_2","Infant weight_2"
"732","pn_cweight2_3","Infant weight_2"
"733","pn_cweight2_4","Infant weight_2"
"734","pn_cweight2_5","Infant weight_2"
"735","pn_cweight2_6","Infant weight_2"
"736","pn_cweight2_9","Infant weight_2"
"737","pn_cweight2_12","Infant weight_2"
"738","pn_cweight3_1","Infant weight_3"
"739","pn_cweight3_2","Infant weight_3"
"740","pn_cweight3_3","Infant weight_3"
"741","pn_cweight3_4","Infant weight_3"
"742","pn_cweight3_5","Infant weight_3"
"743","pn_cweight3_6","Infant weight_3"
"744","pn_cweight3_9","Infant weight_3"
"745","pn_cweight3_12","Infant weight_3"
"746","pn_cweight_1","Infant weight_mean"
"747","pn_cweight_2","Infant weight_mean"
"748","pn_cweight_3","Infant weight_mean"
"749","pn_cweight_4","Infant weight_mean"
"750","pn_cweight_5","Infant weight_mean"
"751","pn_cweight_6","Infant weight_mean"
"752","pn_cweight_9","Infant weight_mean"
"753","pn_cweight_12","Infant weight_mean"
"754","pn_cwaz_1","Infant weight-for-age Z-score"
"755","pn_cwaz_2","Infant weight-for-age Z-score"
"756","pn_cwaz_3","Infant weight-for-age Z-score"
"757","pn_cwaz_4","Infant weight-for-age Z-score"
"758","pn_cwaz_5","Infant weight-for-age Z-score"
"759","pn_cwaz_6","Infant weight-for-age Z-score"
"760","pn_cwaz_9","Infant weight-for-age Z-score"
"761","pn_cwaz_12","Infant weight-for-age Z-score"
"762","pn_cunderweight_1","Infant underweight"
"763","pn_cunderweight_2","Infant underweight"
"764","pn_cunderweight_3","Infant underweight"
"765","pn_cunderweight_4","Infant underweight"
"766","pn_cunderweight_5","Infant underweight"
"767","pn_cunderweight_6","Infant underweight"
"768","pn_cunderweight_9","Infant underweight"
"769","pn_cunderweight_12","Infant underweight"
"770","pn_cheight1_1","Infant height_1"
"771","pn_cheight1_2","Infant height_1"
"772","pn_cheight1_3","Infant height_1"
"773","pn_cheight1_4","Infant height_1"
"774","pn_cheight1_5","Infant height_1"
"775","pn_cheight1_6","Infant height_1"
"776","pn_cheight1_9","Infant height_1"
"777","pn_cheight1_12","Infant height_1"
"778","pn_cheight2_1","Infant height_2"
"779","pn_cheight2_2","Infant height_2"
"780","pn_cheight2_3","Infant height_2"
"781","pn_cheight2_4","Infant height_2"
"782","pn_cheight2_5","Infant height_2"
"783","pn_cheight2_6","Infant height_2"
"784","pn_cheight2_9","Infant height_2"
"785","pn_cheight2_12","Infant height_2"
"786","pn_cheight3_1","Infant height_3"
"787","pn_cheight3_2","Infant height_3"
"788","pn_cheight3_3","Infant height_3"
"789","pn_cheight3_4","Infant height_3"
"790","pn_cheight3_5","Infant height_3"
"791","pn_cheight3_6","Infant height_3"
"792","pn_cheight3_9","Infant height_3"
"793","pn_cheight3_12","Infant height_3"
"794","pn_cheight_1","Infant height_mean"
"795","pn_cheight_2","Infant height_mean"
"796","pn_cheight_3","Infant height_mean"
"797","pn_cheight_4","Infant height_mean"
"798","pn_cheight_5","Infant height_mean"
"799","pn_cheight_6","Infant height_mean"
"800","pn_cheight_9","Infant height_mean"
"801","pn_cheight_12","Infant height_mean"
"802","pn_chaz_1","Infant length-for-age Z-score"
"803","pn_chaz_2","Infant length-for-age Z-score"
"804","pn_chaz_3","Infant length-for-age Z-score"
"805","pn_chaz_4","Infant length-for-age Z-score"
"806","pn_chaz_5","Infant length-for-age Z-score"
"807","pn_chaz_6","Infant length-for-age Z-score"
"808","pn_chaz_9","Infant length-for-age Z-score"
"809","pn_chaz_12","Infant length-for-age Z-score"
"810","pn_cstunting_1","Infant stunting"
"811","pn_cstunting_2","Infant stunting"
"812","pn_cstunting_3","Infant stunting"
"813","pn_cstunting_4","Infant stunting"
"814","pn_cstunting_5","Infant stunting"
"815","pn_cstunting_6","Infant stunting"
"816","pn_cstunting_9","Infant stunting"
"817","pn_cstunting_12","Infant stunting"
"818","pn_cwhz_1","Infant weight-for-length Z-score"
"819","pn_cwhz_2","Infant weight-for-length Z-score"
"820","pn_cwhz_3","Infant weight-for-length Z-score"
"821","pn_cwhz_4","Infant weight-for-length Z-score"
"822","pn_cwhz_5","Infant weight-for-length Z-score"
"823","pn_cwhz_6","Infant weight-for-length Z-score"
"824","pn_cwhz_9","Infant weight-for-length Z-score"
"825","pn_cwhz_12","Infant weight-for-length Z-score"
"826","pn_cwasting_1","Infant wasting"
"827","pn_cwasting_2","Infant wasting"
"828","pn_cwasting_3","Infant wasting"
"829","pn_cwasting_4","Infant wasting"
"830","pn_cwasting_5","Infant wasting"
"831","pn_cwasting_6","Infant wasting"
"832","pn_cwasting_9","Infant wasting"
"833","pn_cwasting_12","Infant wasting"
"834","pn_cmuac1_1","Infant MUAC_1"
"835","pn_cmuac1_2","Infant MUAC_1"
"836","pn_cmuac1_3","Infant MUAC_1"
"837","pn_cmuac1_4","Infant MUAC_1"
"838","pn_cmuac1_5","Infant MUAC_1"
"839","pn_cmuac1_6","Infant MUAC_1"
"840","pn_cmuac1_9","Infant MUAC_1"
"841","pn_cmuac1_12","Infant MUAC_1"
"842","pn_cmuac2_1","Infant MUAC_2"
"843","pn_cmuac2_2","Infant MUAC_2"
"844","pn_cmuac2_3","Infant MUAC_2"
"845","pn_cmuac2_4","Infant MUAC_2"
"846","pn_cmuac2_5","Infant MUAC_2"
"847","pn_cmuac2_6","Infant MUAC_2"
"848","pn_cmuac2_9","Infant MUAC_2"
"849","pn_cmuac2_12","Infant MUAC_2"
"850","pn_cmuac3_1","Infant MUAC_3"
"851","pn_cmuac3_2","Infant MUAC_3"
"852","pn_cmuac3_3","Infant MUAC_3"
"853","pn_cmuac3_4","Infant MUAC_3"
"854","pn_cmuac3_5","Infant MUAC_3"
"855","pn_cmuac3_6","Infant MUAC_3"
"856","pn_cmuac3_9","Infant MUAC_3"
"857","pn_cmuac3_12","Infant MUAC_3"
"858","pn_cmuac_1","Infant MUAC_mean"
"859","pn_cmuac_cat_1","Infant MUAC_category"
"860","pn_cmuac_2","Infant MUAC_mean"
"861","pn_cmuac_cat_2","Infant MUAC_category"
"862","pn_cmuac_3","Infant MUAC_mean"
"863","pn_cmuac_cat_3","Infant MUAC_category"
"864","pn_cmuac_4","Infant MUAC_mean"
"865","pn_cmuac_cat_4","Infant MUAC_category"
"866","pn_cmuac_5","Infant MUAC_mean"
"867","pn_cmuac_cat_5","Infant MUAC_category"
"868","pn_cmuac_6","Infant MUAC_mean"
"869","pn_cmuac_cat_6","Infant MUAC_category"
"870","pn_cmuac_9","Infant MUAC_mean"
"871","pn_cmuac_cat_9","Infant MUAC_category"
"872","pn_cmuac_12","Infant MUAC_mean"
"873","pn_cmuac_cat_12","Infant MUAC_category"
"874","pn_chc1_1","Infant head circumference_1"
"875","pn_chc1_2","Infant head circumference_1"
"876","pn_chc1_3","Infant head circumference_1"
"877","pn_chc1_4","Infant head circumference_1"
"878","pn_chc1_5","Infant head circumference_1"
"879","pn_chc1_6","Infant head circumference_1"
"880","pn_chc1_9","Infant head circumference_1"
"881","pn_chc1_12","Infant head circumference_1"
"882","pn_chc2_1","Infant head circumference_2"
"883","pn_chc2_2","Infant head circumference_2"
"884","pn_chc2_3","Infant head circumference_2"
"885","pn_chc2_4","Infant head circumference_2"
"886","pn_chc2_5","Infant head circumference_2"
"887","pn_chc2_6","Infant head circumference_2"
"888","pn_chc2_9","Infant head circumference_2"
"889","pn_chc2_12","Infant head circumference_2"
"890","pn_chc3_1","Infant head circumference_3"
"891","pn_chc3_2","Infant head circumference_3"
"892","pn_chc3_3","Infant head circumference_3"
"893","pn_chc3_4","Infant head circumference_3"
"894","pn_chc3_5","Infant head circumference_3"
"895","pn_chc3_6","Infant head circumference_3"
"896","pn_chc3_9","Infant head circumference_3"
"897","pn_chc3_12","Infant head circumference_3"
"898","pn_chc_1","Infant head circumference_mean"
"899","pn_chc_2","Infant head circumference_mean"
"900","pn_chc_3","Infant head circumference_mean"
"901","pn_chc_4","Infant head circumference_mean"
"902","pn_chc_5","Infant head circumference_mean"
"903","pn_chc_6","Infant head circumference_mean"
"904","pn_chc_9","Infant head circumference_mean"
"905","pn_chc_12","Infant head circumference_mean"
"906","pn_coedema_1","Infant oedema"
"907","pn_coedema_2","Infant oedema"
"908","pn_coedema_3","Infant oedema"
"909","pn_coedema_4","Infant oedema"
"910","pn_coedema_5","Infant oedema"
"911","pn_coedema_6","Infant oedema"
"912","pn_coedema_9","Infant oedema"
"913","pn_coedema_12","Infant oedema"
"914","pn_ctreat_am_1","Infant treated for acute malnutrition"
"915","pn_ctreat_am_2","Infant treated for acute malnutrition"
"916","pn_ctreat_am_3","Infant treated for acute malnutrition"
"917","pn_ctreat_am_4","Infant treated for acute malnutrition"
"918","pn_ctreat_am_5","Infant treated for acute malnutrition"
"919","pn_ctreat_am_6","Infant treated for acute malnutrition"
"920","pn_ctreat_am_9","Infant treated for acute malnutrition"
"921","pn_ctreat_am_12","Infant treated for acute malnutrition"
"922","pn_chemoglobin_6","Infant hemoglobine at 6 mo"
"923","pn_canemia_6","Infant anemia at 6 mo"
"924","pn_canemia_degree_6","Infant severe anemia at 6 mo"
"925","pn_bf_1","Currently breatfeeding"
"926","pn_bf_freq_1","Frequency of breastfeeding"
"927","pn_bf_2","Currently breatfeeding"
"928","pn_bf_freq_2","Frequency of breastfeeding"
"929","pn_bf_3","Currently breatfeeding"
"930","pn_bf_freq_3","Frequency of breastfeeding"
"931","pn_bf_4","Currently breatfeeding"
"932","pn_bf_freq_4","Frequency of breastfeeding"
"933","pn_bf_5","Currently breatfeeding"
"934","pn_bf_freq_5","Frequency of breastfeeding"
"935","pn_bf_6","Currently breatfeeding"
"936","pn_bf_freq_6","Frequency of breastfeeding"
"937","pn_bf_9","Currently breatfeeding"
"938","pn_bf_freq_9","Frequency of breastfeeding"
"939","pn_bf_12","Currently breatfeeding"
"940","pn_bf_freq_12","Frequency of breastfeeding"
"941","pn_ever_bf_","Infant ever breastfed"
"942","pn_grains_9","Has the child eaten cereal-based preparations?"
"943","pn_grains_12","Has the child eaten cereal-based preparations?"
"944","pn_vegvitA_9","Has the child eaten vegetables rich in vitamin A?"
"945","pn_vegvitA_12","Has the child eaten vegetables rich in vitamin A?"
"946","pn_tubers_9","Has the child eaten tubers?"
"947","pn_tubers_12","Has the child eaten tubers?"
"948","pn_dglv_9","Has the child eaten Dark green leafy vegetables?"
"949","pn_dglv_12","Has the child eaten Dark green leafy vegetables?"
"950","pn_fruitvitA_9","Has the child eaten fruit rich in vitamin A?"
"951","pn_fruitvitA_12","Has the child eaten fruit rich in vitamin A?"
"952","pn_fruitveg_9","Has the child eaten any other fruits or vegetables?"
"953","pn_fruitveg_12","Has the child eaten any other fruits or vegetables?"
"954","pn_organ_9","Has the child eaten liver, kidneys, heart or other offal?"
"955","pn_organ_12","Has the child eaten liver, kidneys, heart or other offal?"
"956","pn_meat_9","Has the child eaten meat?"
"957","pn_meat_12","Has the child eaten meat?"
"958","pn_egg_9","Has the child eaten eggs?"
"959","pn_egg_flesh_9","Infant consumption of flesh foods and eggs"
"960","pn_egg_12","Has the child eaten eggs?"
"961","pn_egg_flesh_12","Infant consumption of flesh foods and eggs"
"962","pn_seafood_9","Has the child eaten fresh or dried fish or shellfish?"
"963","pn_seafood_12","Has the child eaten fresh or dried fish or shellfish?"
"964","pn_pulses_9","Has the child eaten beans, peas, lentils or nuts?"
"965","pn_pulses_12","Has the child eaten beans, peas, lentils or nuts?"
"966","pn_dairy_9","Has the child eaten milk or other dairy product?"
"967","pn_dairy_12","Has the child eaten milk or other dairy product?"
"968","pn_liquid_1","Liquids during beastfeeding"
"969","pn_liquid_time_1","Time of introduction of liquids"
"970","pn_liquid_2","Liquids during beastfeeding"
"971","pn_liquid_time_2","Time of introduction of liquids"
"972","pn_liquid_3","Liquids during beastfeeding"
"973","pn_liquid_time_3","Time of introduction of liquids"
"974","pn_liquid_4","Liquids during beastfeeding"
"975","pn_liquid_time_4","Time of introduction of liquids"
"976","pn_liquid_5","Liquids during beastfeeding"
"977","pn_liquid_time_5","Time of introduction of liquids"
"978","pn_liquid_6","Liquids during beastfeeding"
"979","pn_liquid_time_6","Time of introduction of liquids"
"980","pn_liquid_9","Liquids during beastfeeding"
"981","pn_liquid_time_9","Time of introduction of liquids"
"982","pn_liquid_12","Liquids during beastfeeding"
"983","pn_liquid_time_12","Time of introduction of liquids"
"984","pn_solid_1","solids during breastfeeding"
"985","pn_solid_freq_1","Frequency of giving (semi-)solids when breastfeeding"
"986","pn_solid_time_1","Time of introduction of solids"
"987","pn_solid_2","solids during breastfeeding"
"988","pn_solid_freq_2","Frequency of giving (semi-)solids when breastfeeding"
"989","pn_solid_time_2","Time of introduction of solids"
"990","pn_solid_3","solids during breastfeeding"
"991","pn_solid_freq_3","Frequency of giving (semi-)solids when breastfeeding"
"992","pn_solid_time_3","Time of introduction of solids"
"993","pn_solid_4","solids during breastfeeding"
"994","pn_solid_freq_4","Frequency of giving (semi-)solids when breastfeeding"
"995","pn_solid_time_4","Time of introduction of solids"
"996","pn_solid_5","solids during breastfeeding"
"997","pn_solid_freq_5","Frequency of giving (semi-)solids when breastfeeding"
"998","pn_solid_time_5","Time of introduction of solids"
"999","pn_solid_6","solids during breastfeeding"
"1000","pn_solid_freq_6","Frequency of giving (semi-)solids when breastfeeding"
"1001","pn_solid_time_6","Time of introduction of solids"
"1002","pn_solid_9","solids during breastfeeding"
"1003","pn_solid_freq_9","Frequency of giving (semi-)solids when breastfeeding"
"1004","pn_solid_time_9","Time of introduction of solids"
"1005","pn_solid_12","solids during breastfeeding"
"1006","pn_solid_freq_12","Frequency of giving (semi-)solids when breastfeeding"
"1007","pn_solid_time_12","Time of introduction of solids"
"1008","pn_solid_age_","Age of introduction of solids"
"1009","pn_liq_freq_1","Frequency of giving liquids when breastfeeding"
"1010","pn_liq_freq_2","Frequency of giving liquids when breastfeeding"
"1011","pn_liq_freq_3","Frequency of giving liquids when breastfeeding"
"1012","pn_liq_freq_4","Frequency of giving liquids when breastfeeding"
"1013","pn_liq_freq_5","Frequency of giving liquids when breastfeeding"
"1014","pn_liq_freq_6","Frequency of giving liquids when breastfeeding"
"1015","pn_liq_freq_9","Frequency of giving liquids when breastfeeding"
"1016","pn_liq_freq_12","Frequency of giving liquids when breastfeeding"
"1017","pn_liguid_age_","Age of introduction of liquids"
"1018","pn_ebf_age_","Exclusively breastfeeding age"
"1019","pn_dds_9","Infant dietary diversity score"
"1020","pn_dds_min_9","Infant minimum dietary diversity score"
"1021","pn_dds_12","Infant dietary diversity score"
"1022","pn_dds_min_12","Infant minimum dietary diversity score"
"1023","pn_no_fruitveg_9","Infant consumed no fruits and vegetables"
"1024","pn_no_fruitveg_12","Infant consumed no fruits and vegetables"
"1025","pn_eds_q1_2","I have been able to laugh and see the funny side of things"
"1026","pn_eds_q10_2","The thought of harming myself has occurred to me"
"1027","pn_eds_q1_6","I have been able to laugh and see the funny side of things"
"1028","pn_eds_q10_6","The thought of harming myself has occurred to me"
"1029","pn_eds_q2_2","I have looked forward with enjoyment to things"
"1030","pn_eds_q2_6","I have looked forward with enjoyment to things"
"1031","pn_eds_q3_2","I have blamed myself unnecessarily when things went wrong"
"1032","pn_eds_q3_6","I have blamed myself unnecessarily when things went wrong"
"1033","pn_eds_q4_2","I have been anxious or worried for no good reason"
"1034","pn_eds_q4_6","I have been anxious or worried for no good reason"
"1035","pn_eds_q5_2","I have felt scared or panicky for no very good reason"
"1036","pn_eds_q5_6","I have felt scared or panicky for no very good reason"
"1037","pn_eds_q6_2","Things have been getting on top of me"
"1038","pn_eds_q6_6","Things have been getting on top of me"
"1039","pn_eds_q7_2","I have been so unhappy that I have had difficulty sleeping"
"1040","pn_eds_q7_6","I have been so unhappy that I have had difficulty sleeping"
"1041","pn_eds_q8_2","I have felt sad or miserable"
"1042","pn_eds_q8_6","I have felt sad or miserable"
"1043","pn_eds_q9_2","I have been so unhappy that I have been crying"
"1044","pn_eds_q9_6","I have been so unhappy that I have been crying"
"1045","pn_fever_report_1","Nr days with fever over last 7 days (reported)"
"1046","pn_fever_report_2","Nr days with fever over last 7 days (reported)"
"1047","pn_fever_report_3","Nr days with fever over last 7 days (reported)"
"1048","pn_fever_report_4","Nr days with fever over last 7 days (reported)"
"1049","pn_fever_report_5","Nr days with fever over last 7 days (reported)"
"1050","pn_fever_report_6","Nr days with fever over last 7 days (reported)"
"1051","pn_fever_report_9","Nr days with fever over last 7 days (reported)"
"1052","pn_fever_report_12","Nr days with fever over last 7 days (reported)"
"1053","pn_fever_report_lp_","Longitudinal prevalence of fever during 6 mo"
"1054","pn_diarrhea_report_1","Nr days with diarrhea over last 7 days (reported)"
"1055","pn_diarrhea_report_2","Nr days with diarrhea over last 7 days (reported)"
"1056","pn_diarrhea_report_3","Nr days with diarrhea over last 7 days (reported)"
"1057","pn_diarrhea_report_4","Nr days with diarrhea over last 7 days (reported)"
"1058","pn_diarrhea_report_5","Nr days with diarrhea over last 7 days (reported)"
"1059","pn_diarrhea_report_6","Nr days with diarrhea over last 7 days (reported)"
"1060","pn_diarrhea_report_9","Nr days with diarrhea over last 7 days (reported)"
"1061","pn_diarrhea_report_12","Nr days with diarrhea over last 7 days (reported)"
"1062","pn_diarrhea_lp_","Longitudinal prevalence of diarrhea during 6 mo"
"1063","pn_vomit_report_1","Nr days with vomiting over last 7 days (reported)"
"1064","pn_vomit_report_2","Nr days with vomiting over last 7 days (reported)"
"1065","pn_vomit_report_3","Nr days with vomiting over last 7 days (reported)"
"1066","pn_vomit_report_4","Nr days with vomiting over last 7 days (reported)"
"1067","pn_vomit_report_5","Nr days with vomiting over last 7 days (reported)"
"1068","pn_vomit_report_6","Nr days with vomiting over last 7 days (reported)"
"1069","pn_vomit_report_9","Nr days with vomiting over last 7 days (reported)"
"1070","pn_vomit_report_12","Nr days with vomiting over last 7 days (reported)"
"1071","pn_vomit_lp_","Longitudinal prevalence of vomiting during 6 mo"
"1072","pn_cough_report_1","Nr days with cough over last 7 days (reported)"
"1073","pn_cough_report_2","Nr days with cough over last 7 days (reported)"
"1074","pn_cough_report_3","Nr days with cough over last 7 days (reported)"
"1075","pn_cough_report_4","Nr days with cough over last 7 days (reported)"
"1076","pn_cough_report_5","Nr days with cough over last 7 days (reported)"
"1077","pn_cough_report_6","Nr days with cough over last 7 days (reported)"
"1078","pn_cough_report_9","Nr days with cough over last 7 days (reported)"
"1079","pn_cough_report_12","Nr days with cough over last 7 days (reported)"
