"","VARNAME","variable_original","seq_original","label_original","MEMNAME","VISIT_ddf","TARGETVR_ddf","TESTCD_ddf","RELTIVE_ddf","N_ddf","Matched_Full"
"119","CPN3_ALBUMINE","cpn3_albumine",349,"albumine- CPN 3","MISAME3_WIDE","Antenatal Care 3","CETERM",NA,"Mother",2,"missing"
"141","CPN3_TEMPERATURE","cpn3_temperature",350,"Temperature - CPN 3","MISAME3_WIDE","Antenatal Care 3","VSSTRESN","TEMP","Mother",290,"yes"
"138","CPN3_OEDEME","cpn3_oedeme",351,"Maternal edema- CPN3","MISAME3_WIDE","Antenatal Care 3","CETERM",NA,"Mother",290,"no"
"133","CPN3_HEMOGLOBINE","cpn3_hemoglobine",352,"Hemoglobine measured-CPN3","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"143","CPN3_WHB","cpn3_whb",353,"Hemoglobin concentration- CPN3","MISAME3_WIDE","Antenatal Care 3","LBSTRESN","HGB","Mother",289,"yes"
"130","CPN3_FETALHEART","cpn3_fetalheart",354,"Fetal heartbeat- CPN 3","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"131","CPN3_FETALHEARTFREQ","cpn3_fetalheartfreq",355,"Fetal heart beat frequency- CPN 3","MISAME3_WIDE","Antenatal Care 3","VSSTRESN","FHR","Child",242,"yes"
"132","CPN3_FETALMOUV","cpn3_fetalmouv",356,"Actif Fetal Mouvement- CPN 3","MISAME3_WIDE","Antenatal Care 3","VSSTRESN","FM","Child",290,"yes"
"140","CPN3_SP","cpn3_sp",357,"Malaria prevention- CPN 3","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"137","CPN3_NB_SP","cpn3_nb_sp",358,"Number of times taken SP- CPN 3","MISAME3_WIDE","Antenatal Care 3","CMTRT",NA,"Mother",171,"no"
"125","CPN3_DATE_SP","cpn3_date_sp",359," Date SP taken- CPN 3","MISAME3_WIDE","Antenatal Care 3","AGEDAYS",NA,"Mother",171,"yes"
"122","CPN3_CPN_SP","cpn3_cpn_sp",360,"Received SP precious ANC- CPN 3","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"123","CPN3_CPNACT_SP","cpn3_cpnact_sp",361,"Received SP current ANC- CPN 3","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"118","CPN3_ALB","cpn3_alb",362,"Received deworming- CPN 3","MISAME3_WIDE","Antenatal Care 3","CMTRT",NA,"Mother",290,"no"
"124","CPN3_DATE_ALB","cpn3_date_alb",363,"Date receiving deworming- CPN 3","MISAME3_WIDE","Antenatal Care 3","AGEDAYS",NA,"Mother",0,"missing"
"120","CPN3_CAMP_ALB","cpn3_camp_alb",364,"Received deworming during campaign- CPN 3","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"121","CPN3_CPN_ALB","cpn3_cpn_alb",365,"Received deworming at current ANC- CPN 3","MISAME3_WIDE","Antenatal Care 3","CMTRT",NA,"Mother",290,"no"
"135","CPN3_INTERVIEW__STATUS","cpn3_interview__status",366,"Status of the interview- CPN 3","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"127","CPN3_DATECPN","cpn3_datecpn",367,"CPN date","MISAME3_WIDE","Antenatal Care 3","AGEDAYS",NA,NA,290,"yes"
"128","CPN3_DATESP","cpn3_datesp",368,"Date SP (malaria prophylaxis) taken- CPN 3","MISAME3_WIDE",NA,NA,NA,NA,171,"missing"
"126","CPN3_DATEALB","cpn3_datealb",369,"Date deworming (albendazole) taken- CPN 3","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"142","CPN3_TIMECPN","cpn3_timecpn",370,"CPN visit time-CPN 3","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"129","CPN3_DBP","cpn3_dbp",371,"Diatelic blood pressure- CPN 3","MISAME3_WIDE","Antenatal Care 3","VSSTRESN","DIABP","Mother",290,"yes"
"139","CPN3_SBP","cpn3_sbp",372,"Systolic blood pressure- CPN 3","MISAME3_WIDE","Antenatal Care 3","VSSTRESN","SYSBP","Mother",290,"yes"
"147","CPN3_WWEIGHT1","cpn3_wweight1",373,"Woman's weight CPN 3- 1st measurement","MISAME3_WIDE","Antenatal Care 3","WTKG",NA,"Mother",290,"yes"
"148","CPN3_WWEIGHT2","cpn3_wweight2",374,"Woman's weight CPN 3- 2nd measurement","MISAME3_WIDE","Antenatal Care 3","WTKG",NA,"Mother",290,"yes"
"149","CPN3_WWEIGHT3","cpn3_wweight3",375,"Woman's weight CPN 3- 3rd measurement","MISAME3_WIDE","Antenatal Care 3","WTKG",NA,"Mother",1,"missing"
"144","CPN3_WMUAC1","cpn3_wmuac1",376,"Woman's MUAC CPN 3- 1st measurement","MISAME3_WIDE","Antenatal Care 3","MUACCM",NA,"Mother",290,"yes"
"145","CPN3_WMUAC2","cpn3_wmuac2",377,"Woman's MUAC CPN 3- 2nd measurement","MISAME3_WIDE","Antenatal Care 3","MUACCM",NA,"Mother",290,"yes"
"146","CPN3_WMUAC3","cpn3_wmuac3",378,"Woman's MUAC CPN 3- 3rd measurement","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"136","CPN3_MIDWIFE","cpn3_midwife",379,"Midwife","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"1355","SECTION_06","SECTION_06",380,"SECTION_06","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"166","CPN4_HIGHBP","cpn4_highbp",381,"High blood pressure- CPN 4","MISAME3_WIDE","Antenatal Care 4","CETERM",NA,"Mother",255,"no"
"151","CPN4_ALBUMINE","cpn4_albumine",382,"albumine- CPN 4","MISAME3_WIDE","Antenatal Care 4","CETERM",NA,"Mother",0,"missing"
"173","CPN4_TEMPERATURE","cpn4_temperature",383,"Temperature - CPN 4","MISAME3_WIDE","Antenatal Care 4","VSSTRESN","TEMP","Mother",255,"yes"
"170","CPN4_OEDEME","cpn4_oedeme",384,"Maternal edema- CPN 4","MISAME3_WIDE","Antenatal Care 4","CETERM",NA,"Mother",255,"no"
"165","CPN4_HEMOGLOBINE","cpn4_hemoglobine",385,"Hemoglobine measured-CPN 4","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"175","CPN4_WHB","cpn4_whb",386,"Hemoglobin concentration- CPN 4","MISAME3_WIDE","Antenatal Care 4","LBSTRESN","HGB","Mother",0,"missing"
"162","CPN4_FETALHEART","cpn4_fetalheart",387,"Fetal heartbeat- CPN 4","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"163","CPN4_FETALHEARTFREQ","cpn4_fetalheartfreq",388,"Fetal heart beat frequency- CPN 4","MISAME3_WIDE","Antenatal Care 4","VSSTRESN","FHR","Child",251,"yes"
"164","CPN4_FETALMOUV","cpn4_fetalmouv",389,"Actif Fetal Mouvement- CPN 4","MISAME3_WIDE","Antenatal Care 4","VSSTRESN","FM","Child",255,"yes"
"172","CPN4_SP","cpn4_sp",390,"Malaria prevention- CPN 4","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"169","CPN4_NB_SP","cpn4_nb_sp",391,"Number of times taken SP- CPN 4","MISAME3_WIDE","Antenatal Care 4","CMTRT",NA,"Mother",186,"no"
"157","CPN4_DATE_SP","cpn4_date_sp",392," Date SP taken- CPN 4","MISAME3_WIDE","Antenatal Care 4","AGEDAYS",NA,"Mother",186,"yes"
"154","CPN4_CPN_SP","cpn4_cpn_sp",393,"Received SP precious ANC- CPN 4","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"155","CPN4_CPNACT_SP","cpn4_cpnact_sp",394,"Received SP current ANC- CPN 4","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"150","CPN4_ALB","cpn4_alb",395,"Received deworming- CPN 4","MISAME3_WIDE","Antenatal Care 4","CMTRT",NA,"Mother",255,"no"
"156","CPN4_DATE_ALB","cpn4_date_alb",396,"Date receiving deworming- CPN 4","MISAME3_WIDE","Antenatal Care 4","AGEDAYS",NA,"Mother",0,"missing"
"152","CPN4_CAMP_ALB","cpn4_camp_alb",397,"Received deworming during campaign- CPN 4","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"153","CPN4_CPN_ALB","cpn4_cpn_alb",398,"Received deworming at current ANC- CPN 4","MISAME3_WIDE","Antenatal Care 4","CMTRT",NA,"Mother",255,"no"
"167","CPN4_INTERVIEW__STATUS","cpn4_interview__status",399,"Status of the interview- CPN 4","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"159","CPN4_DATECPN","cpn4_datecpn",400,"CPN date","MISAME3_WIDE","Antenatal Care 4","AGEDAYS",NA,NA,255,"yes"
"160","CPN4_DATESP","cpn4_datesp",401,"Date SP (malaria prophylaxis) taken- CPN 4","MISAME3_WIDE",NA,NA,NA,NA,186,"missing"
"158","CPN4_DATEALB","cpn4_datealb",402,"Date deworming (albendazole) taken- CPN 4","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"174","CPN4_TIMECPN","cpn4_timecpn",403,"CPN visit time-CPN 4","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"161","CPN4_DBP","cpn4_dbp",404,"Diatelic blood pressure- CPN 4","MISAME3_WIDE","Antenatal Care 4","VSSTRESN","DIABP","Mother",255,"yes"
"171","CPN4_SBP","cpn4_sbp",405,"Systolic blood pressure- CPN 4","MISAME3_WIDE","Antenatal Care 4","VSSTRESN","SYSBP","Mother",255,"yes"
"179","CPN4_WWEIGHT1","cpn4_wweight1",406,"Woman's weight CPN 4- 1st measurement","MISAME3_WIDE","Antenatal Care 4","WTKG",NA,"Mother",255,"yes"
"180","CPN4_WWEIGHT2","cpn4_wweight2",407,"Woman's weight CPN 4- 2nd measurement","MISAME3_WIDE","Antenatal Care 4","WTKG",NA,"Mother",255,"yes"
"181","CPN4_WWEIGHT3","cpn4_wweight3",408,"Woman's weight CPN 4- 3rd measurement","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"176","CPN4_WMUAC1","cpn4_wmuac1",409,"Woman's MUAC CPN 4- 1st measurement","MISAME3_WIDE","Antenatal Care 4","MUACCM",NA,"Mother",255,"yes"
"177","CPN4_WMUAC2","cpn4_wmuac2",410,"Woman's MUAC CPN 4- 2nd measurement","MISAME3_WIDE","Antenatal Care 4","MUACCM",NA,"Mother",255,"yes"
"178","CPN4_WMUAC3","cpn4_wmuac3",411,"Woman's MUAC CPN 4- 3rd measurement","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"168","CPN4_MIDWIFE","cpn4_midwife",412,"Midwife","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"1356","SECTION_07","SECTION_07",413,"SECTION_07","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"198","CPN5_HIGHBP","cpn5_highbp",414,"High blood pressure- CPN 5","MISAME3_WIDE","Antenatal Care 5","CETERM",NA,"Mother",0,"missing"
"183","CPN5_ALBUMINE","cpn5_albumine",415,"albumine- CPN 5","MISAME3_WIDE","Antenatal Care 5","CETERM",NA,"Mother",0,"missing"
"205","CPN5_TEMPERATURE","cpn5_temperature",416,"Temperature - CPN 5","MISAME3_WIDE","Antenatal Care 5","VSSTRESN","TEMP","Mother",0,"missing"
"202","CPN5_OEDEME","cpn5_oedeme",417,"Maternal edema- CPN 5","MISAME3_WIDE","Antenatal Care 5","CETERM",NA,"Mother",0,"missing"
"197","CPN5_HEMOGLOBINE","cpn5_hemoglobine",418,"Hemoglobine measured-CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"207","CPN5_WHB","cpn5_whb",419,"Hemoglobin concentration- CPN 5","MISAME3_WIDE","Antenatal Care 5","LBSTRESN","HGB","Mother",0,"missing"
"194","CPN5_FETALHEART","cpn5_fetalheart",420,"Fetal heartbeat- CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"195","CPN5_FETALHEARTFREQ","cpn5_fetalheartfreq",421,"Fetal heart beat frequency- CPN 5","MISAME3_WIDE","Antenatal Care 5","VSSTRESN","FHR","Child",0,"missing"
"196","CPN5_FETALMOUV","cpn5_fetalmouv",422,"Actif Fetal Mouvement- CPN 5","MISAME3_WIDE","Antenatal Care 5","VSSTRESN","FM","Child",0,"missing"
"204","CPN5_SP","cpn5_sp",423,"Malaria prevention- CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"201","CPN5_NB_SP","cpn5_nb_sp",424,"Number of times taken SP- CPN 5","MISAME3_WIDE","Antenatal Care 5","CMTRT",NA,"Mother",0,"missing"
"189","CPN5_DATE_SP","cpn5_date_sp",425," Date SP taken- CPN 5","MISAME3_WIDE","Antenatal Care 5","AGEDAYS",NA,"Mother",0,"missing"
"186","CPN5_CPN_SP","cpn5_cpn_sp",426,"Received SP precious ANC- CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"187","CPN5_CPNACT_SP","cpn5_cpnact_sp",427,"Received SP current ANC- CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"182","CPN5_ALB","cpn5_alb",428,"Received deworming- CPN 5","MISAME3_WIDE","Antenatal Care 5","CMTRT",NA,"Mother",0,"missing"
"188","CPN5_DATE_ALB","cpn5_date_alb",429,"Date receiving deworming- CPN 5","MISAME3_WIDE","Antenatal Care 5","AGEDAYS",NA,"Mother",0,"missing"
"184","CPN5_CAMP_ALB","cpn5_camp_alb",430,"Received deworming during campaign- CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"185","CPN5_CPN_ALB","cpn5_cpn_alb",431,"Received deworming at current ANC- CPN 5","MISAME3_WIDE","Antenatal Care 5","CMTRT",NA,"Mother",0,"missing"
"199","CPN5_INTERVIEW__STATUS","cpn5_interview__status",432,"Status of the interview- CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"191","CPN5_DATECPN","cpn5_datecpn",433,"CPN date","MISAME3_WIDE","Antenatal Care 5","AGEDAYS",NA,NA,0,"missing"
"192","CPN5_DATESP","cpn5_datesp",434,"Date SP (malaria prophylaxis) taken- CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"190","CPN5_DATEALB","cpn5_datealb",435,"Date deworming (albendazole) taken- CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"206","CPN5_TIMECPN","cpn5_timecpn",436,"CPN visit time-CPN 5","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"193","CPN5_DBP","cpn5_dbp",437,"Diatelic blood pressure- CPN 5","MISAME3_WIDE","Antenatal Care 5","VSSTRESN","DIABP","Mother",0,"missing"
"203","CPN5_SBP","cpn5_sbp",438,"Systolic blood pressure- CPN 5","MISAME3_WIDE","Antenatal Care 5","VSSTRESN","SYSBP","Mother",0,"missing"
"211","CPN5_WWEIGHT1","cpn5_wweight1",439,"Woman's weight CPN 5- 1st measurement","MISAME3_WIDE","Antenatal Care 5","WTKG",NA,"Mother",0,"missing"
"212","CPN5_WWEIGHT2","cpn5_wweight2",440,"Woman's weight CPN 5- 2nd measurement","MISAME3_WIDE","Antenatal Care 5","WTKG",NA,"Mother",0,"missing"
"213","CPN5_WWEIGHT3","cpn5_wweight3",441,"Woman's weight CPN 5- 3rd measurement","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"208","CPN5_WMUAC1","cpn5_wmuac1",442,"Woman's MUAC CPN 5- 1st measurement","MISAME3_WIDE","Antenatal Care 5","MUACCM",NA,"Mother",0,"missing"
"209","CPN5_WMUAC2","cpn5_wmuac2",443,"Woman's MUAC CPN 5- 2nd measurement","MISAME3_WIDE","Antenatal Care 5","MUACCM",NA,"Mother",0,"missing"
"210","CPN5_WMUAC3","cpn5_wmuac3",444,"Woman's MUAC CPN 5- 3rd measurement","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"200","CPN5_MIDWIFE","cpn5_midwife",445,"Midwife","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"1357","SECTION_08","SECTION_08",446,"SECTION_08","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"261","D_DATE_ARRIVAL","d_date_arrival",447,"Date of arrival at HC","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"268","D_HOUR_ARRIVAL","d_hour_arrival",448,"Time when mother/child arrived at HC","MISAME3_WIDE",NA,NA,NA,NA,252,"missing"
"272","D_MIDWIFE","d_midwife",449,"ID midwife","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"286","D_WTAKEN","d_wtaken",450,"Pre-delivery weight taken","MISAME3_WIDE",NA,NA,NA,NA,288,"missing"
"283","D_WBRESP","d_wbresp",451,"Deliv before responsable","MISAME3_WIDE",NA,"DLVPSN, DLVPSNN",NA,NA,72,"yes"
"287","D_WWEIGHT_BDELIVERY","d_wweight_bdelivery",452,"Pre-delivery weight mother","MISAME3_WIDE","Delivery","WTKG",NA,"Mother",72,"yes"
"285","D_WLIQUID","d_wliquid",453,"Water or blood loss at pre-delivery","MISAME3_WIDE","Delivery","CETERM",NA,"Mother",72,"no"
"279","D_WBCHECK","d_wbcheck",454,"Check before delivery","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"280","D_WBCHECKOTHER","d_wbcheckother",455,"Deliv before check others","MISAME3_WIDE",NA,NA,NA,NA,63,"missing"
"284","D_WBTYPE","d_wbtype",456,"Type of delivery","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"282","D_WBINTER","d_wbinter",457,"Intervention at delivery","MISAME3_WIDE",NA,"DELIVERY, CSECTYN",NA,NA,287,"yes"
"281","D_WBDELIV","d_wbdeliv",458,"Delivery","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"237","D_CPLACE","d_cplace",459,"Place of delivery","MISAME3_WIDE",NA,"DLVLOC, DLVLOCN",NA,NA,290,"yes"
"238","D_CPLACEREASON__1","d_cplacereason__1",460,"Reason home delivery: long distance to HC","MISAME3_WIDE",NA,NA,NA,NA,8,"missing"
"239","D_CPLACEREASON__2","d_cplacereason__2",461,"Reason home delivery: HC inaccessible","MISAME3_WIDE",NA,NA,NA,NA,8,"missing"
"240","D_CPLACEREASON__3","d_cplacereason__3",462,"Reason home delivery: precipitous labor","MISAME3_WIDE",NA,NA,NA,NA,8,"missing"
"241","D_CPLACEREASON__4","d_cplacereason__4",463,"Reason home delivery: preffered by family","MISAME3_WIDE",NA,NA,NA,NA,8,"missing"
"242","D_CPLACEREASON__88","d_cplacereason__88",464,"Reason home delivery: other reason","MISAME3_WIDE",NA,NA,NA,NA,8,"missing"
"243","D_CPLACEREASONOTHER","d_cplacereasonother",465,"Other reason for home delivery","MISAME3_WIDE",NA,NA,NA,NA,1,"missing"
"247","D_CPRESENTBIRTH__1","d_cpresentbirth__1",466,"Present at delivery: HC midwife","MISAME3_WIDE",NA,NA,NA,NA,263,"missing"
"248","D_CPRESENTBIRTH__2","d_cpresentbirth__2",467,"Present at delivery: MISAME-III project midwife","MISAME3_WIDE",NA,NA,NA,NA,263,"missing"
"249","D_CPRESENTBIRTH__88","d_cpresentbirth__88",468,"Reason home delivery: other","MISAME3_WIDE",NA,NA,NA,NA,263,"missing"
"250","D_CPRESENTBIRTHOTHER","d_cpresentbirthother",469,"Who else was present at delivery","MISAME3_WIDE",NA,NA,NA,NA,90,"missing"
"236","D_CNR","d_cnr",470,"Number of children born","MISAME3_WIDE",NA,"MULTBRTH",NA,NA,290,"yes"
"222","D_CDOB","d_cdob",471,"Date of birth","MISAME3_WIDE","Delivery","BRTHWEEK, BRTHYR, AGEDAYS, GFSTRESN","DOB","Child",290,"yes"
"253","D_CTIME","d_ctime",472,"Hour of birth","MISAME3_WIDE",NA,NA,NA,NA,287,"missing"
"215","D_CALIVE","d_calive",473,"Nr children born alive","MISAME3_WIDE",NA,"PREGOUT, PREGOUTN, STLBRTH",NA,NA,290,"yes"
"221","D_CDEATH","d_cdeath",474,"Type child dead","MISAME3_WIDE",NA,"DEAD, CAUSEDTH, STLBRTH",NA,NA,0,"missing"
"244","D_CPRESENT","d_cpresent",475,"Child measurements possible","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"246","D_CPRESENT_REASONS","d_cpresent_reasons",476,"Reasons why mother/child not available at CSPS","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"245","D_CPRESENT_AUTREREASON","d_cpresent_autrereason",477,"Other reason for not being able to take anthro measurements at birth","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"223","D_CDOM","d_cdom",478,"Date measurements anthropometry","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"228","D_CHOM","d_chom",479,"Hour measurements anthropometry","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"252","D_CSEX","d_csex",480,"Sex of newborn","MISAME3_WIDE",NA,"SEX, SEXN",NA,NA,290,"yes"
"258","D_CWEIGHT1","d_cweight1",481,"Birth weight 1","MISAME3_WIDE","Delivery","BIRTHWT, WTKG",NA,NA,290,"yes"
"259","D_CWEIGHT2","d_cweight2",482,"Birth weight 2","MISAME3_WIDE","Delivery","BIRTHWT, WTKG",NA,NA,290,"yes"
"260","D_CWEIGHT3","d_cweight3",483,"Birth weight 3","MISAME3_WIDE","Delivery","BIRTHWT, WTKG",NA,NA,0,"missing"
"257","D_CWEIGHT_MEAN","d_cweight_mean",484,"Mean birth weight","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"256","D_CWEIGHT_CSPS","d_cweight_csps",485,"Birth weight at delivery (CSPS)","MISAME3_WIDE",NA,NA,NA,NA,255,"missing"
"229","D_CLENGTH1","d_clength1",486,"Birth length 1","MISAME3_WIDE","Delivery","BIRTHLEN, LENCM",NA,NA,290,"yes"
"230","D_CLENGTH2","d_clength2",487,"Birth length 2","MISAME3_WIDE","Delivery","BIRTHLEN, LENCM",NA,NA,290,"yes"
"231","D_CLENGTH3","d_clength3",488,"Birth length 3","MISAME3_WIDE","Delivery","BIRTHLEN, LENCM",NA,NA,0,"missing"
"270","D_LENGTH_MEAN","d_length_mean",489,"Mean birth length","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"233","D_CMUAC1","d_cmuac1",490,"Birth MUAC 1","MISAME3_WIDE","Delivery","MUACCM",NA,NA,290,"yes"
"234","D_CMUAC2","d_cmuac2",491,"Birth MUAC 2","MISAME3_WIDE","Delivery","MUACCM",NA,NA,290,"yes"
"235","D_CMUAC3","d_cmuac3",492,"Birth MUAC 3","MISAME3_WIDE","Delivery","MUACCM",NA,NA,1,"missing"
"232","D_CMUAC_MEAN","d_cmuac_mean",493,"Mean birth muac","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"225","D_CHC1","d_chc1",494,"Birth head circumference 1","MISAME3_WIDE","Delivery","BIRTHHC, HCIRCM",NA,NA,290,"yes"
"226","D_CHC2","d_chc2",495,"Birth head circumference 2","MISAME3_WIDE","Delivery","BIRTHHC, HCIRCM",NA,NA,290,"yes"
"227","D_CHC3","d_chc3",496,"Birth head circumference 3","MISAME3_WIDE","Delivery","BIRTHHC, HCIRCM",NA,NA,0,"missing"
"224","D_CHC_MEAN","d_chc_mean",497,"Mean birth head circumference","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"217","D_CCC1","d_ccc1",498,"Birth chest circumference 1","MISAME3_WIDE","Delivery","CHCIRCM",NA,NA,290,"yes"
"218","D_CCC2","d_ccc2",499,"Birth chest circumference 2","MISAME3_WIDE","Delivery","CHCIRCM",NA,NA,290,"yes"
"219","D_CCC3","d_ccc3",500,"Birth chest circumference 3","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"216","D_CCC_MEAN","d_ccc_mean",501,"Mean birth chest circumference","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"251","D_CROHRER","d_crohrer",502,"Ponderal index, gm/cm3","MISAME3_WIDE","Delivery","PI",NA,NA,290,"yes"
"267","D_GABIRTH_WK","d_gabirth_wk",503,"GA at birth , wk","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"264","D_GABIRTH_D","d_gabirth_d",504,"GA at birth, days","MISAME3_WIDE",NA,"GAGEBRTH, GAGERW",NA,NA,290,"yes"
"265","D_GABIRTH_LMP_D","d_gabirth_lmp_d",505,"GA at birth based on LMP , days","MISAME3_WIDE",NA,"GAGEBRTH, GAGELMP",NA,NA,290,"yes"
"266","D_GABIRTH_LMP_WK","d_gabirth_lmp_wk",506,"GA at birth based on LMP , wk","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"276","D_SGA","d_sga",507,"Small-for-gestational age","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"271","D_LGA","d_lga",508,"Large-for-gestational age","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"269","D_LBW","d_lbw",509,"Low Birth Weight (<2,5kg)","MISAME3_WIDE","Delivery","CETERM",NA,"Child",290,"no"
"273","D_PRETERM","d_preterm",510,"Preterm delivery (<37wk)","MISAME3_WIDE","Delivery","CETERM",NA,"Child",290,"no"
"274","D_PRETERM_LMP","d_preterm_lmp",511,"Preterm delivery (<37wk) using LMP","MISAME3_WIDE","Delivery","CETERM",NA,"Child",290,"no"
"214","D_APGAR1","d_apgar1",512,"Apgar score at delivery(1 min)","MISAME3_WIDE",NA,"APGAR1",NA,NA,284,"yes"
"263","D_FETALDEATH22W","d_fetaldeath22w",513,"Fetal death before 22 weeks of gestation","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"262","D_FETALDEATH22_28W","d_fetaldeath22_28w",514,"Fetal death between 22-28 weeks of gestation","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"277","D_STILLBIRTH_28W","d_stillbirth_28w",515,"Fetal death after 28 weeks of gestation","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"275","D_SAE_CAT","d_sae_cat",516,"SAE category","MISAME3_WIDE",NA,"PREGOUT, PREGOUTN, DEAD, CAUSEDTH, STLBRTH, MSCR",NA,NA,0,"missing"
"220","D_CCOLOSTRUM1H","d_ccolostrum1h",517,"Colostrum within 1 hour","MISAME3_WIDE","Delivery","GFSTRESN, GFSTRESC, BFEDFL","COLOFEED","Child",290,"yes"
"254","D_CTWINCOLOR","d_ctwincolor",518,"Color of bracelot in case of twins","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"255","D_CTWINCOLOROTHER","d_ctwincolorother",519,"Ohter color bracelet - in case of twins","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"278","D_TWIN","d_twin",520,"Twin delivery","MISAME3_WIDE",NA,"MULTBRTH",NA,NA,290,"yes"
"1358","SECTION_09","SECTION_09",521,"SECTION_09","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"413","GWG_GWG","gwg_gwg",522,"Gestational weight gain","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"412","GWG_DURATION","gwg_duration",523,"Duration of gestational weight gain","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"414","GWG_RATE","gwg_rate",524,"Rate of gestational weight gain","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"408","GWG_ADEQUACY","gwg_adequacy",525,"Adequacy of gestational weight gain","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"410","GWG_ADEQUACY_70","gwg_adequacy_70",526,"Inadequate GWG (<70%)","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"411","GWG_ADEQUACY_90","gwg_adequacy_90",527,"Inadequate GWG (<90%)","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"409","GWG_ADEQUACY_125","gwg_adequacy_125",528,"Excessive GWG (125%)","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"1359","SECTION_10","SECTION_10",529,"SECTION_10","MISAME3_WIDE",NA,NA,NA,NA,1,"missing"
"299","DR_ENUMERATOR","dr_enumerator",530,"enumerator ID 24hrecall","MISAME3_WIDE",NA,NA,NA,NA,1,"missing"
