"","VARNAME","variable_original","seq_original","label_original","MEMNAME","VISIT_ddf","TARGETVR_ddf","TESTCD_ddf","RELTIVE_ddf","N_ddf","Matched_Full"
"405","GI_CSPS_N","gi_csps_n",2,"Study health center: without label","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"404","GI_BLOCK","gi_block",3,"Randomization blocks","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"407","GI_TREATMENTL","gi_treatmentl",4,"Prenatal intervention","MISAME3_WIDE",NA,"ARM, ARMCD",NA,NA,290,"yes"
"406","GI_TREATMENT2","gi_treatment2",5,"Postnatal intervention","MISAME3_WIDE",NA,"ARM, ARMCD",NA,NA,290,"yes"
"1351","SECTION_01","SECTION_01",6,"SECTION_01","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"443","INCL_DATE_BASELINE","incl_date_baseline",7,"Date of baseline interview","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"444","INCL_DATE_INCLUSION","incl_date_inclusion",8,"Date of study inclusion","MISAME3_WIDE","Baseline / Enrolment","AGEDAYS",NA,NA,290,"yes"
"554","INCL_HHSIZE","incl_hhsize",9,"Household size","MISAME3_WIDE","Baseline / Enrolment","SSSTRESN","NPERSON",NA,289,"yes"
"474","INCL_HHCHILD5","incl_hhchild5",10,"Number of under five children in HH","MISAME3_WIDE","Baseline / Enrolment","SSSTRESN","NCHLDLT5",NA,289,"yes"
"517","INCL_HHNET","incl_hhnet",11,"Sleeping under bednet","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","BEDNET",NA,290,"yes"
"519","INCL_HHNET_IMPR","incl_hhnet_impr",12,"Impregnated bednet","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","BEDNET",NA,290,"yes"
"518","INCL_HHNET_FREQ","incl_hhnet_freq",13,"Frequency bednet use","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"522","INCL_HHNET_REASON","incl_hhnet_reason",14,"Reasons for not having a bednet","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"571","INCL_HHWATER","incl_hhwater",15,"Water source","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OSRC",NA,290,"yes"
"575","INCL_HHWATER_TAP","incl_hhwater_tap",16,"Type of tap for water","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OSRC",NA,290,"yes"
"573","INCL_HHWATER_PIT","incl_hhwater_pit",17,"Type of water pit","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OSRC",NA,290,"yes"
"574","INCL_HHWATER_SOURCE","incl_hhwater_source",18,"Type of water source","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"572","INCL_HHWATER_OTHER","incl_hhwater_other",19,"Other source of water","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"509","INCL_HHL_WATER","incl_hhl_water",20,"Location principal water source","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OLOC",NA,290,"yes"
"558","INCL_HHT_WATER","incl_hht_water",21,"Time to water source","MISAME3_WIDE","Baseline / Enrolment","SSSTRESN","H2ODIS",NA,290,"yes"
"489","INCL_HHH1_WATER","incl_hhh1_water",22,"Water treatment","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OUNTRT",NA,290,"yes"
"490","INCL_HHH2_WATER__1","incl_hhh2_water__1",23,"Water treatment options: boiling","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OTRTP",NA,290,"yes"
"491","INCL_HHH2_WATER__2","incl_hhh2_water__2",24,"Water treatment options: add bleach / chlorine","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OTRTP",NA,290,"yes"
"492","INCL_HHH2_WATER__3","incl_hhh2_water__3",25,"Water treatment options: sprinkle cement on the surface of the water","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OTRTP",NA,290,"yes"
"493","INCL_HHH2_WATER__4","incl_hhh2_water__4",26,"Water treatment options: filter it through a cloth","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OTRTP",NA,290,"yes"
"494","INCL_HHH2_WATER__5","incl_hhh2_water__5",27,"Water treatment options: use a filter (ceramic / sand / composite / etc.)","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OTRTP",NA,290,"yes"
"495","INCL_HHH2_WATER__6","incl_hhh2_water__6",28,"Water treatment options: solar disinfection","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OTRTP",NA,290,"yes"
"496","INCL_HHH2_WATER__7","incl_hhh2_water__7",29,"Water treatment options: let it rest","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OTRTP",NA,290,"yes"
"497","INCL_HHH2_WATER__88","incl_hhh2_water__88",30,"Water treatment options: other","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OTRTP",NA,290,"yes"
"498","INCL_HHH2_WATER__99","incl_hhh2_water__99",31,"Water treatment options: don't know","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OTRTP",NA,290,"yes"
"499","INCL_HHH2_WATER_OTHER","incl_hhh2_water_other",32,"Other water treatment options","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"560","INCL_HHTOILET","incl_hhtoilet",33,"Toilet","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","SANITATN",NA,290,"yes"
"563","INCL_HHTOILET_OTHER","incl_hhtoilet_other",34,"Other toilet options","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"561","INCL_HHTOILET_CHASSE","incl_hhtoilet_chasse",35,"Options flush","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"562","INCL_HHTOILET_FOSSE","incl_hhtoilet_fosse",36,"Options pit","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","SANITATN",NA,290,"yes"
"545","INCL_HHS_TOILET","incl_hhs_toilet",37,"Sharing toilets with other HH","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","SANITATN",NA,290,"yes"
"524","INCL_HHNR_TOILET","incl_hhnr_toilet",38,"nr of HH using these toilets","MISAME3_WIDE","Baseline / Enrolment","SSSTRESN","NPERLAT",NA,151,"yes"
"502","INCL_HHHYG_WATER","incl_hhhyg_water",39,"Observation: water present at washing station","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","H2OWSHST",NA,290,"yes"
"501","INCL_HHHYG_SOAP","incl_hhhyg_soap",40,"Observation: Soap present at washing station","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","SOPWSHST",NA,290,"yes"
"479","INCL_HHDISPO","incl_hhdispo",41,"Head of household present?","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"520","INCL_HHNET_LF","incl_hhnet_lf",42,"Frequency low bednet use","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"521","INCL_HHNET_LF_OTHER","incl_hhnet_lf_other",43,"Other reason","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"547","INCL_HHSCHOOL_LEVEL","incl_hhschool_level",44,"School level HH","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"525","INCL_HHOCCUPATION1","incl_hhoccupation1",45,"1st occupation HH","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"526","INCL_HHOCCUPATION2","incl_hhoccupation2",46,"2nd occupation HH","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"527","INCL_HHOCCUPATION3","incl_hhoccupation3",47,"3rd occupation HH","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"523","INCL_HHNR_OCCUPATION","incl_hhnr_occupation",48,"nr of jobs HH","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"556","INCL_HHSTATUT","incl_hhstatut",49,"Marital status HH","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"536","INCL_HHPREGNANTWOMAN","incl_hhpregnantwoman",50,"Pregnant woman is head of household","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"451","INCL_HHAGE","incl_hhage",51,"Age of head of HH","MISAME3_WIDE",NA,NA,NA,NA,200,"missing"
"546","INCL_HHSCHOOL","incl_hhschool",52,"Education head of household","MISAME3_WIDE",NA,NA,NA,NA,289,"missing"
"548","INCL_HHSCHOOLOTHER","incl_hhschoolother",53,"other schooling head HH","MISAME3_WIDE",NA,NA,NA,NA,19,"missing"
"445","INCL_HHACT1","incl_hhact1",54,"Primary activity of HH head","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"446","INCL_HHACT1OTHER","incl_hhact1other",55,"Primary activity of HH headother","MISAME3_WIDE",NA,NA,NA,NA,18,"missing"
"447","INCL_HHACT2","incl_hhact2",56,"Secondary activity of HH head","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"448","INCL_HHACT2OTHER","incl_hhact2other",57,"Secondary activity of HH headother","MISAME3_WIDE",NA,NA,NA,NA,43,"missing"
"449","INCL_HHACT3","incl_hhact3",58,"Tertiary activity of HH head","MISAME3_WIDE",NA,NA,NA,NA,239,"missing"
"450","INCL_HHACT3OTHER","incl_hhact3other",59,"Tertiary activity of HH headother","MISAME3_WIDE",NA,NA,NA,NA,9,"missing"
"452","INCL_HHAGRI","incl_hhagri",60,"Head of agricultural exploitation","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"504","INCL_HHIMPR_WATER","incl_hhimpr_water",61,"Improved primary water source","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"503","INCL_HHIMPR_SANITATION","incl_hhimpr_sanitation",62,"Improved sanitation facility","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"532","INCL_HHPOLYGAMOUS","incl_hhpolygamous",63,"Houshold is a polygamous family","MISAME3_WIDE",NA,NA,NA,NA,109,"missing"
"475","INCL_HHCOMP","incl_hhcomp",64,"nr of (co-)wives HH","MISAME3_WIDE",NA,NA,NA,NA,170,"missing"
"485","INCL_HHFLOOR","incl_hhfloor",65,"Floor material house","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","FLOOR",NA,290,"yes"
"486","INCL_HHFLOOROTHER","incl_hhfloorother",66,"Floor material HH other","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","FLOOR",NA,0,"missing"
"542","INCL_HHROOF","incl_hhroof",67,"Roof material HH","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","ROOF",NA,290,"yes"
"543","INCL_HHROOFOTHER","incl_hhroofother",68,"Roof material HH other","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","ROOF",NA,0,"missing"
"568","INCL_HHWALL","incl_hhwall",69,"Wall material HH","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","WALL",NA,290,"yes"
"569","INCL_HHWALLOTHER","incl_hhwallother",70,"Wall material HH other","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","WALL",NA,0,"missing"
"544","INCL_HHROOMS","incl_hhrooms",71,"Number of living rooms","MISAME3_WIDE","Baseline / Enrolment","SSSTRESN","NROOMS",NA,290,"yes"
"481","INCL_HHENCOOK","incl_hhencook",72,"Energy for cooking HH","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","COOKFUEL",NA,290,"yes"
"482","INCL_HHENCOOKOTHER","incl_hhencookother",73,"Energy for cooking HH other","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"483","INCL_HHENLIGHT","incl_hhenlight",74,"Energy for lightning","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","LIGHTSRC",NA,290,"yes"
"484","INCL_HHENLIGHTOTHER","incl_hhenlightother",75,"Energy for lightning other","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC","LIGHTSRC",NA,1,"missing"
"528","INCL_HHOWN","incl_hhown",76,"House ownership HH","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"505","INCL_HHINF","incl_hhinf",77,"Best informed person on assets","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"506","INCL_HHINFOTHER","incl_hhinfother",78,"Best informed person on assets other","MISAME3_WIDE",NA,NA,NA,NA,3,"missing"
"540","INCL_HHRESP","incl_hhresp",79,"Respondent assets HH","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"541","INCL_HHRESPOTHER","incl_hhrespother",80,"Other respondent assets","MISAME3_WIDE",NA,NA,NA,NA,8,"missing"
"570","INCL_HHWATCH","incl_hhwatch",81,"nr of watches","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","WATCH",NA,290,"yes"
"508","INCL_HHJEWELRY","incl_hhjewelry",82,"nr of jewelry","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","JEWELRY",NA,290,"yes"
"555","INCL_HHSOLAR","incl_hhsolar",83,"nr of solar panels or generators","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","INVERTER",NA,290,"yes"
"460","INCL_HHBATTERY","incl_hhbattery",84,"nr of batteries","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","BATTERY",NA,290,"yes"
"539","INCL_HHRAKE","incl_hhrake",85,"nr of rakes","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","RAKE",NA,290,"yes"
"552","INCL_HHSHOVEL","incl_hhshovel",86,"nr of shovels","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","SHOVEL",NA,290,"yes"
"553","INCL_HHSICKLE","incl_hhsickle",87,"nr of sickles","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","SICKLE",NA,290,"yes"
"530","INCL_HHPICKAXE","incl_hhpickaxe",88,"nr of pickaxes","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","PICKAXE",NA,290,"yes"
"458","INCL_HHAXE","incl_hhaxe",89,"nr of axes","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","AXE",NA,290,"yes"
"531","INCL_HHPLOW","incl_hhplow",90,"nr of plows","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","PLOW",NA,290,"yes"
"549","INCL_HHSEEDER","incl_hhseeder",91,"seeder","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","SEEDER",NA,290,"yes"
"459","INCL_HHBARROW","incl_hhbarrow",92,"nr of barrows","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","WBARROW",NA,290,"yes"
"453","INCL_HHAGRIOTHER","incl_hhagriother",93,"nr other agricultural equipment","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"469","INCL_HHCART","incl_hhcart",94,"nr of carts","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","CART",NA,290,"yes"
"515","INCL_HHMOTO","incl_hhmoto",95,"nr de mobylettes/motos","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","MCYCLE",NA,290,"yes"
"477","INCL_HHCOW","incl_hhcow",96,"nr of cows","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","COW",NA,290,"yes"
"551","INCL_HHSHEEP","incl_hhsheep",97,"nr of sheep","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","SHEEP",NA,290,"yes"
"488","INCL_HHGOAT","incl_hhgoat",98,"nr of goats","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","GOAT",NA,290,"yes"
"480","INCL_HHDONKEYHORSE","incl_hhdonkeyhorse",99,"nr of donkeys and horses","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","EQUINE",NA,290,"yes"
"533","INCL_HHPORK","incl_hhpork",100,"nr of pigs","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","PIGS",NA,290,"yes"
"473","INCL_HHCHICKEN","incl_hhchicken",101,"nr of poultry","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","POULTRY",NA,290,"yes"
"537","INCL_HHQUINEA","incl_hhquinea",102,"nr of guinea fowl","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","GUINEAFL",NA,290,"yes"
"538","INCL_HHRADIOY","incl_hhradioY",103,"Household has radio","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","RADIO",NA,290,"yes"
"566","INCL_HHTVY","incl_hhtvY",104,"Household has tv","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","TV",NA,290,"yes"
"567","INCL_HHVIDEOY","incl_hhvideoY",105,"Household has video","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","VCR",NA,290,"yes"
"472","INCL_HHCHANELY","incl_hhchanelY",106,"Household has chanel","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"470","INCL_HHCDY","incl_hhcdY",107,"Household has cd","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","CDPLAY",NA,290,"yes"
"510","INCL_HHLAMPY","incl_hhlampY",108,"Household has lamp","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","LAMP",NA,290,"yes"
"564","INCL_HHTORCHEY","incl_hhtorcheY",109,"Household has torche","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","TORCH",NA,290,"yes"
"461","INCL_HHBEDY","incl_hhbedY",110,"Household has bed","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","BED",NA,290,"yes"
"512","INCL_HHMATRASY","incl_hhmatrasY",111,"Household has matras","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","MATTRESS",NA,290,"yes"
"559","INCL_HHTABLEY","incl_hhtableY",112,"Household has table","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","TABLE",NA,290,"yes"
"471","INCL_HHCHAIRY","incl_hhchairY",113,"Household has chair","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","CHAIR",NA,290,"yes"
"455","INCL_HHARMCHAIRY","incl_hharmchairY",114,"Household has armchair","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","ARMCHAIR",NA,290,"yes"
"462","INCL_HHBENCHY","incl_hhbenchY",115,"Household has bench","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","BENCH",NA,290,"yes"
"557","INCL_HHSTOVEY","incl_hhstoveY",116,"Household has stove","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","STOVE",NA,290,"yes"
"487","INCL_HHFURNACEY","incl_hhfurnaceY",117,"Household has furnace","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","FURNACE",NA,290,"yes"
"465","INCL_HHCALABASHY","incl_hhcalabashY",118,"Household has calabash","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"514","INCL_HHMOB","incl_hhmob",119,"nr of mobile phones","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","MOBILE",NA,290,"yes"
"529","INCL_HHPC","incl_hhpc",120,"nr of computers","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","COMPUTER",NA,290,"yes"
"468","INCL_HHCARPET","incl_hhcarpet",121,"nr of carpets","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","CARPET",NA,290,"yes"
"511","INCL_HHMAT","incl_hhmat",122,"nr or sleeping mats","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"535","INCL_HHPRAYERMAT","incl_hhprayermat",123,"nr of prayer mats","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"478","INCL_HHCUP","incl_hhcup",124,"nr of cups","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","CUPS",NA,290,"yes"
"534","INCL_HHPOT","incl_hhpot",125,"marmite","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"464","INCL_HHBOWL","incl_hhbowl",126,"nr of bowls","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","BOWL",NA,290,"yes"
"476","INCL_HHCOOKTOOLS","incl_hhcooktools",127,"nr of cooking utensils","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","COOKUT",NA,290,"yes"
"466","INCL_HHCAN","incl_hhcan",128,"nr of cans/barrels","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","BARRELS",NA,290,"yes"
"507","INCL_HHIRON","incl_hhiron",129,"nr of irons","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","IRONBOX",NA,290,"yes"
"550","INCL_HHSEWING","incl_hhsewing",130,"nr of sewing machines","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","SEWING",NA,290,"yes"
"500","INCL_HHHOE","incl_hhhoe",131,"nr of hoes/daba","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"576","INCL_HHWATERINGCAN","incl_hhwateringcan",132,"nb of watering cans","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","H2OCAN",NA,290,"yes"
"513","INCL_HHMILL","incl_hhmill",133,"nr of mills","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","MILLS",NA,290,"yes"
"516","INCL_HHMOTORPOMP","incl_hhmotorpomp",134,"nr of motorpumps","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","PUMP",NA,290,"yes"
"454","INCL_HHAGRIOTHERNAMES","incl_hhagriothernames",135,"Other agricultural equipment","MISAME3_WIDE",NA,NA,NA,NA,102,"missing"
"463","INCL_HHBIKE","incl_hhbike",136,"nr of bicycles","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","BICYCLE",NA,290,"yes"
"467","INCL_HHCAR","incl_hhcar",137,"nr of cars/trucks","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","CAR",NA,290,"yes"
"565","INCL_HHTRACTOR","incl_hhtractor",138,"Nr of tractors","MISAME3_WIDE","Baseline / Enrolment","SSSTRESC, SSSTRESN","TRACTOR",NA,290,"yes"
"456","INCL_HHASSET1COMP","incl_hhasset1comp",139,"Household asset score using cmponent 1","MISAME3_WIDE","Baseline / Enrolment","SSSTRESN","AINDEX",NA,290,"yes"
"457","INCL_HHASSET1COMP_10","incl_hhasset1comp_10",140,"Household asset score recapped between 0-10","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"588","INCL_WMARITAL","incl_wmarital",141,"Marital status pregnant woman","MISAME3_WIDE",NA,"MMARIT, MMARITN",NA,NA,290,"yes"
"589","INCL_WMARITALOTHER","incl_wmaritalother",142,"Other marital status pregnant woman","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"579","INCL_WCOWIVES","incl_wcowives",143,"nr of cowives","MISAME3_WIDE",NA,NA,NA,NA,175,"missing"
"597","INCL_WRANK","incl_wrank",144,"Rank of pregnant women in poly HH","MISAME3_WIDE",NA,NA,NA,NA,175,"missing"
"593","INCL_WPRESENT","incl_wpresent",145,"Check if pregnant woman is available for interview","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"598","INCL_WREASONABSENCE","incl_wreasonabsence",146,"Reason of absence pregnant woman","MISAME3_WIDE",NA,NA,NA,NA,2,"missing"
"599","INCL_WREASONABSENCEOTHER","incl_wreasonabsenceother",147,"other reason pregnant woman absent","MISAME3_WIDE",NA,NA,NA,NA,2,"missing"
"586","INCL_WLANGUAGE","incl_wlanguage",148,"Interview language","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"587","INCL_WLANGUAGEOTHER","incl_wlanguageother",149,"Other language of interview","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"605","INCL_WSCHOOL","incl_wschool",150,"Highest education achieved","MISAME3_WIDE",NA,"MEDUCYRS",NA,NA,288,"yes"
"607","INCL_WSCHOOLOTHER","incl_wschoolother",151,"Other school","MISAME3_WIDE",NA,NA,NA,NA,10,"missing"
"603","INCL_WRELIGION","incl_wreligion",152,"Religion pregnant woman","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"604","INCL_WRELIGIONOTHER","incl_wreligionother",153,"Other religion pregnant woman","MISAME3_WIDE",NA,NA,NA,NA,0,"missing"
"582","INCL_WETNICITY","incl_wetnicity",154,"Ethnic group pregnant woman","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"583","INCL_WETNICITYOTHER","incl_wetnicityother",155,"Other ethnic group pregnant woman","MISAME3_WIDE",NA,NA,NA,NA,4,"missing"
"611","INCL_WWORK","incl_wwork",156,"Job pregnant woman","MISAME3_WIDE",NA,"MWORK",NA,NA,288,"yes"
"612","INCL_WWORKOPTIONS__1","incl_wworkoptions__1",157,"Formal employment (salary)","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"613","INCL_WWORKOPTIONS__2","incl_wworkoptions__2",158,"Small business / retail and trade","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"614","INCL_WWORKOPTIONS__3","incl_wworkoptions__3",159,"Shop","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"615","INCL_WWORKOPTIONS__4","incl_wworkoptions__4",160,"Wholesale","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"616","INCL_WWORKOPTIONS__5","incl_wworkoptions__5",161,"Craftswoman (tailor, jeweler)","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"617","INCL_WWORKOPTIONS__6","incl_wworkoptions__6",162,"Services (hairdresser, electrician, medical job)","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"618","INCL_WWORKOPTIONS__7","incl_wworkoptions__7",163,"Gardening / breeding","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"619","INCL_WWORKOPTIONS__8","incl_wworkoptions__8",164,"Gold mining","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"621","INCL_WWORKOPTIONS__9","incl_wworkoptions__9",165,"Day worker","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"620","INCL_WWORKOPTIONS__88","incl_wworkoptions__88",166,"Other job","MISAME3_WIDE",NA,"MWORK",NA,NA,119,"yes"
"622","INCL_WWORKOPTIONSOTHER","incl_wworkoptionsother",167,"Other RGA pregnant woman","MISAME3_WIDE",NA,"MWORK",NA,NA,0,"missing"
"577","INCL_WAGE","incl_wage",168,"Woman's age at baseline","MISAME3_WIDE",NA,"MAGE",NA,NA,290,"yes"
"594","INCL_WPRIMIPARITY","incl_wprimiparity",169,"Women has primiparous pregnancy","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"584","INCL_WGRAVIDITY","incl_wgravidity",170,"Gravidity","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"592","INCL_WPREGNANCY_INTERVAL","incl_wpregnancy_interval",171,"Pregnancy interval","MISAME3_WIDE",NA,NA,NA,NA,59,"missing"
"581","INCL_WEARLY_N_MORT","incl_wearly_n_mort",172,"History of early neonatal mortality","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"590","INCL_WN_MORT","incl_wn_mort",173,"History of neonatal mortality","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"609","INCL_WTRIMESTER","incl_wtrimester",174,"Trimester of pregnancy at enrollment","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"610","INCL_WTWIN","incl_wtwin",175,"History of twin pregnancy","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"606","INCL_WSCHOOL_LEVEL","incl_wschool_level",176,"School level pregnant woman","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"591","INCL_WNR_JOBS","incl_wnr_jobs",177,"nr of jobs pregnant woman","MISAME3_WIDE",NA,NA,NA,NA,290,"missing"
"578","INCL_WCHILD_MORTALITY","incl_wchild_mortality",178,"N° of previous child death","MISAME3_WIDE",NA,"NDCHILD",NA,NA,290,"yes"
