"","VARNAME","variable_original","seq_original","label_original","MEMNAME","VISIT_ddf","TARGETVR_ddf","TESTCD_ddf","RELTIVE_ddf","N_ddf","Matched_Full"
"332","CHILD_150611","CHILD_150611",158,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"307","CHILD_143373","CHILD_143373",159,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"11","CHILD_102801","CHILD_102801",160,"Type of flooring in child s most-used living space Installed carpet","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOOR",NA,3263,"yes"
"12","CHILD_102802","CHILD_102802",161,"Type of flooring in child s most-used living space Hard vinyl (tiles)","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOOR",NA,3263,"yes"
"13","CHILD_102803","CHILD_102803",162,"Type of flooring in child s most-used living space Laminate","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOOR",NA,3263,"yes"
"14","CHILD_102804","CHILD_102804",163,"Type of flooring in child s most-used living space Area rug(s)","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOOR",NA,3263,"yes"
"15","CHILD_102805","CHILD_102805",164,"Type of flooring in child s most-used living space Soft vinyl (tiles/sheet)","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOOR",NA,3263,"yes"
"16","CHILD_102806","CHILD_102806",165,"Type of flooring in child s most-used living space Hardwood","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOOR",NA,3263,"yes"
"17","CHILD_102807","CHILD_102807",166,"Type of flooring in child s most-used living space Other","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOOR",NA,3263,"yes"
"18","CHILD_102808","CHILD_102808",167,"Type of flooring in child s most-used living space Ceramic tiles","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOOR",NA,3263,"yes"
"19","CHILD_102809","CHILD_102809",168,"Type of flooring in child s most-used living space If Other (cork, unfinished wood), specify:","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOOR",NA,3263,"yes"
"20","CHILD_102810","CHILD_102810",169,"Age of floor in child s most-used living space","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","FLOORAGE",NA,3263,"yes"
"103","CHILD_116211","CHILD_116211",170,"How many bedrooms are there in your home? (including in basement if it is your living space)","CHILD_METADATA_ALL","3 Months FU","SSSTRESN","NBEDROOM",NA,3263,"yes"
"104","CHILD_116212","CHILD_116212",171,"How many people currently live in your home? Adults","CHILD_METADATA_ALL","3 Months FU","SSSTRESN","NADULT",NA,3263,"yes"
"105","CHILD_116213","CHILD_116213",172,"How many people currently live in your home? Children","CHILD_METADATA_ALL","3 Months FU","SSSTRESN","NCHLD",NA,3263,"yes"
"106","CHILD_116516","CHILD_116516",173,"Do you have a cooking appliance(s) that you use to cook food inside your home?","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"107","CHILD_116517","CHILD_116517",174,"If Yes, what type of cooking appliance(s) do you have? Gas/Propane stove","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKSTOV",NA,3263,"yes"
"108","CHILD_116518","CHILD_116518",175,"If Yes, what type of cooking appliance(s) do you have? Wood burning stove","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKSTOV",NA,3263,"yes"
"109","CHILD_116519","CHILD_116519",176,"If Yes, what type of cooking appliance(s) do you have? Electric stove","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKSTOV",NA,3263,"yes"
"110","CHILD_116520","CHILD_116520",177,"If Yes, what type of cooking appliance(s) do you have? Other","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"111","CHILD_116521","CHILD_116521",178,"If Yes, what type of cooking appliance(s) do you have? If other, specify","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKSTOV",NA,3263,"yes"
"112","CHILD_116591","CHILD_116591",179,"What type of fuel heats your home? Gas/Propane","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKFUEL",NA,3263,"yes"
"113","CHILD_116592","CHILD_116592",180,"What type of fuel heats your home? Wood/Pellet","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKFUEL",NA,3263,"yes"
"114","CHILD_116593","CHILD_116593",181,"What type of fuel heats your home? Oil","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKFUEL",NA,3263,"yes"
"115","CHILD_116594","CHILD_116594",182,"What type of fuel heats your home? Other","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKFUEL",NA,3263,"yes"
"116","CHILD_116595","CHILD_116595",183,"What type of fuel heats your home? Electric","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKFUEL",NA,3263,"yes"
"117","CHILD_116596","CHILD_116596",184,"What type of fuel heats your home? Don t know","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"118","CHILD_116597","CHILD_116597",185,"What type of fuel heats your home? If Other type of fuel, specify:","CHILD_METADATA_ALL","3 Months FU","SSSTRESC","COOKFUEL",NA,3263,"yes"
"320","CHILD_144073","CHILD_144073",186,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"388","CHILD_D1802","CHILD_D1802",187,"Breastfeeding at 3 Months (final) Infant feeding","CHILD_METADATA_ALL","3 Months FU","BFEDFL",NA,NA,3263,"yes"
"400","CHILD_D1814","CHILD_D1814",188,"Exclusive Breastfeeding at 3 Months Infant feeding","CHILD_METADATA_ALL","3 Months FU","EXBFEDFL",NA,NA,3263,"yes"
"401","CHILD_D1815","CHILD_D1815",189,"Lifetime Exclusive Breastfeeding at 3 Months Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"404","CHILD_D1818","CHILD_D1818",190,"Breastfeeding status at 3 Months: (exclusive breastfeeding, exclusive after hospital, partial, or zero) Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"405","CHILD_D1819","CHILD_D1819",191,"Lifetime Breastfeeding status at 3 Months Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"408","CHILD_D1822","CHILD_D1822",192,"Solids before 3 Months Infant feeding","CHILD_METADATA_ALL","3 Months FU","SLDFED_R",NA,NA,3263,"yes"
"410","CHILD_D1824","CHILD_D1824",193,"Formula before 3 Months Infant feeding","CHILD_METADATA_ALL","3 Months FU","FORMLK_R",NA,NA,3263,"yes"
"412","CHILD_D1826","CHILD_D1826",194,"Nutrition sources for infant s diet at 3 Months: Breastmilk, formula, and/or solid food Infant feeding","CHILD_METADATA_ALL",NA,"FEEDING, FEEDINGN",NA,NA,3263,"yes"
"194","CHILD_11885","CHILD_11885",195,"Baby s first cold How old was baby when s/he started the first cold during this period? (months)","CHILD_METADATA_ALL","6 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"195","CHILD_11886","CHILD_11886",196,"Baby s first cold How long did this first cold last?","CHILD_METADATA_ALL","6 Months FU","CEDUR",NA,"Child",3263,"no"
"196","CHILD_11887","CHILD_11887",197,"What symptoms did baby have during this FIRST cold? Cough","CHILD_METADATA_ALL","6 Months FU","CETERM",NA,"Child",3263,"no"
"197","CHILD_11889","CHILD_11889",198,"What symptoms did baby have during this FIRST cold? Vomitting","CHILD_METADATA_ALL","6 Months FU","CETERM, VOMFL",NA,"Child",3263,"no"
"198","CHILD_11892","CHILD_11892",199,"What symptoms did baby have during this FIRST cold? Diarrhea","CHILD_METADATA_ALL","6 Months FU","CETERM, DIARFL",NA,"Child",3263,"no"
"199","CHILD_11894","CHILD_11894",200,"What symptoms did baby have during this FIRST cold? Fever","CHILD_METADATA_ALL","6 Months FU","CETERM",NA,"Child",3263,"no"
"200","CHILD_11899","CHILD_11899",201,"Baby s second cold Did baby have a second cold during this period?","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"201","CHILD_11900","CHILD_11900",202,"Baby s second cold How old was baby when s/he started this cold? (months)","CHILD_METADATA_ALL","6 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"202","CHILD_11901","CHILD_11901",203,"Baby s second cold How long did this second cold last?","CHILD_METADATA_ALL","6 Months FU","CEDUR",NA,"Child",3263,"no"
"203","CHILD_11902","CHILD_11902",204,"What symptoms did baby have during this SECOND cold? Cough","CHILD_METADATA_ALL","6 Months FU","CETERM",NA,"Child",3263,"no"
"204","CHILD_11904","CHILD_11904",205,"What symptoms did baby have during this SECOND cold? Vomitting","CHILD_METADATA_ALL","6 Months FU","CETERM, VOMFL",NA,"Child",3263,"no"
"205","CHILD_11907","CHILD_11907",206,"What symptoms did baby have during this SECOND cold? Diarrhea","CHILD_METADATA_ALL","6 Months FU","CETERM, DIARFL",NA,"Child",3263,"no"
"206","CHILD_11909","CHILD_11909",207,"What symptoms did baby have during this SECOND cold? Fever","CHILD_METADATA_ALL","6 Months FU","CETERM",NA,"Child",3263,"no"
"207","CHILD_11914","CHILD_11914",208,"Baby s third cold Did baby have a third cold during this period?","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"53","CHILD_103296","CHILD_103296",209,"Baby s third cold How old was baby when s/he started the this cold? (months)","CHILD_METADATA_ALL","6 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"208","CHILD_11915","CHILD_11915",210,"Baby s third cold How old was baby when s/he started the this cold? (months)","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"209","CHILD_11916","CHILD_11916",211,"Baby s third cold How long did this third cold last?","CHILD_METADATA_ALL","6 Months FU","CEDUR",NA,"Child",3263,"no"
"210","CHILD_11917","CHILD_11917",212,"What symptoms did baby have during this THIRD cold? Cough","CHILD_METADATA_ALL","6 Months FU","CETERM, VOMFL",NA,"Child",3263,"no"
"211","CHILD_11919","CHILD_11919",213,"What symptoms did baby have during this THIRD cold? Vomitting","CHILD_METADATA_ALL","6 Months FU","CETERM, DIARFL",NA,"Child",3263,"no"
"212","CHILD_11922","CHILD_11922",214,"What symptoms did baby have during this THIRD cold? Diarrhea","CHILD_METADATA_ALL","6 Months FU","CETERM",NA,"Child",3263,"no"
"213","CHILD_11924","CHILD_11924",215,"What symptoms did baby have during this THIRD cold? Fever","CHILD_METADATA_ALL","6 Months FU","CETERM",NA,"Child",3263,"no"
"214","CHILD_11951","CHILD_11951",216,"Coughing episodes WITHOUT a cold Has baby had any coughing episodes WITHOUT a cold between 3 and 6 months of age?","CHILD_METADATA_ALL","6 Months FU","CETERM",NA,"Child",3263,"no"
"167","CHILD_117883_MODIFIED","CHILD_117883_modified",217,"Coughing episodes WITHOUT a cold Cough episodes without a cold between 3 and 6 months (Derived from CHILD.11951 and CHILD.117883: If Yes, how many episodes:)","CHILD_METADATA_ALL","6 Months FU","NUMEPI",NA,"Child",3263,"no"
"215","CHILD_11953","CHILD_11953",218,"Baby s FIRST coughing episode How old was baby when the first coughing episode during this period started: (months)","CHILD_METADATA_ALL","6 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"216","CHILD_11954","CHILD_11954",219,"Baby s FIRST coughing episode Duration of cough in this episode:","CHILD_METADATA_ALL","6 Months FU","CEDUR",NA,"Child",3263,"no"
"217","CHILD_11956","CHILD_11956",220,"Baby s SECOND coughing episode How old was baby when the second coughing episode started? (months)","CHILD_METADATA_ALL","6 Months FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"218","CHILD_11957","CHILD_11957",221,"Baby s SECOND coughing episode Duration of cough in this episode","CHILD_METADATA_ALL","6 Months FU","CEDUR",NA,"Child",3263,"no"
"219","CHILD_11960","CHILD_11960",222,"Fever Has baby ever had a fever between 3 and 6 months of age?","CHILD_METADATA_ALL","6 Months FU","CETERM",NA,"Child",3263,"no"
"220","CHILD_11961_MODIFIED","CHILD_11961_modified",223,"Fever Length (hr) of worst fever between 3 and 6 months, 0 if no fever in time period (Derived from CHILD.11960 and CHILD.11961: If Yes, how long did the WORST fever last?)","CHILD_METADATA_ALL","6 Months FU","CEDUR",NA,"Child",3263,"no"
"221","CHILD_11962","CHILD_11962",224,"Fever Did you record the highest fever temperature?","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"222","CHILD_11963","CHILD_11963",225,"Fever If Yes, what was the highest fever temperature recorded? (Celsuis)","CHILD_METADATA_ALL","6 Months FU","VSSTRESN","TEMP","Child",3263,"yes"
"223","CHILD_11964","CHILD_11964",226,"Fever What was the fever thought to be due to?","CHILD_METADATA_ALL","6 Months FU","CECMT",NA,"Child",3263,"no"
"224","CHILD_11998","CHILD_11998",227,"What symptoms did baby have with the allergic reaction to food? Vomitting","CHILD_METADATA_ALL","6 Months FU","CETERM, DIARFL",NA,"Child",3263,"no"
"225","CHILD_12001","CHILD_12001",228,"What symptoms did baby have with the allergic reaction to food? Diarrhea","CHILD_METADATA_ALL","6 Months FU","CETERM, VOMFL",NA,"Child",3263,"no"
"226","CHILD_12038","CHILD_12038",229,"Baby s hospital admissions Has baby had any hospital admissions/stays between 3 and 6 months of age?","CHILD_METADATA_ALL","6 Months FU","HOTERM",NA,"Child",3263,"no"
"227","CHILD_12039","CHILD_12039",230,"Baby s hospital admissions How many hospital admissions/stays?","CHILD_METADATA_ALL","6 Months FU","HOCMT",NA,"Child",3263,"no"
"228","CHILD_12040","CHILD_12040",231,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Bad cold","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"229","CHILD_12041","CHILD_12041",232,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Fever","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"230","CHILD_12042","CHILD_12042",233,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Rash","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"231","CHILD_12043","CHILD_12043",234,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Wheezing episode","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"232","CHILD_12044","CHILD_12044",235,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Ear infection","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"233","CHILD_12045","CHILD_12045",236,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Allergy","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"234","CHILD_12046","CHILD_12046",237,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Asthma attack","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"235","CHILD_12047","CHILD_12047",238,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Chest infection","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"236","CHILD_12048","CHILD_12048",239,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Accident","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"237","CHILD_12049","CHILD_12049",240,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Coughing episode","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"238","CHILD_12050","CHILD_12050",241,"What was the reason(s) for these hospital stay(s) between the ages of 3 and 6 months? Other illness(es)","CHILD_METADATA_ALL","6 Months FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"239","CHILD_12052","CHILD_12052",242,"How long was the longest hospital stay?","CHILD_METADATA_ALL","6 Months FU","HODUR",NA,"Child",3263,"no"
"240","CHILD_12053","CHILD_12053",243,"What procedures were performed on baby during these hospital stay(s)? Intubation (breathing tube)","CHILD_METADATA_ALL","6 Months FU","PRTRT",NA,"Child",3263,"no"
"241","CHILD_12054","CHILD_12054",244,"What procedures were performed on baby during these hospital stay(s)? Blood tests","CHILD_METADATA_ALL","6 Months FU","PRTRT",NA,"Child",3263,"no"
"242","CHILD_12055","CHILD_12055",245,"What procedures were performed on baby during these hospital stay(s)? Facemask or puffer for giving medicine","CHILD_METADATA_ALL","6 Months FU","PRTRT",NA,"Child",3263,"no"
"243","CHILD_12056","CHILD_12056",246,"What procedures were performed on baby during these hospital stay(s)? Intravenous fluids","CHILD_METADATA_ALL","6 Months FU","PRTRT",NA,"Child",3263,"no"
"244","CHILD_12057","CHILD_12057",247,"What procedures were performed on baby during these hospital stay(s)? Oxygen","CHILD_METADATA_ALL","6 Months FU","PRTRT",NA,"Child",3263,"no"
"245","CHILD_12058","CHILD_12058",248,"What procedures were performed on baby during these hospital stay(s)? Other","CHILD_METADATA_ALL","6 Months FU","PRTRT",NA,"Child",3263,"no"
"246","CHILD_12060","CHILD_12060",249,"Baby s intensive care unit admissions Was your baby in the intensive care unit during ANY of these hospital stays?","CHILD_METADATA_ALL","6 Months FU","HOTERM",NA,"Child",3263,"no"
"247","CHILD_12061","CHILD_12061",250,"Baby s intensive care unit admissions Were any of these hospital stay(s) associated with colds, coughs, or wheezing?","CHILD_METADATA_ALL","6 Months FU","HOTERM",NA,"Child",3263,"no"
"248","CHILD_12062_MODIFIED","CHILD_12062_modified",251,"Baby s intensive care unit admissions Number of hospital stay(s) between 3 and 6 months of age associated with colds, coughs, or wheezing (Derived from CHILD.12061 and CHILD.12062: If Yes, how many stays?)","CHILD_METADATA_ALL","6 Months FU","HOCMT",NA,"Child",3263,"no"
"315","CHILD_143661","CHILD_143661",252,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"333","CHILD_150709","CHILD_150709",253,"Date/age at time of questionnaire completion What is TODAY S DATE? Use calendar icon to select date.","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"334","CHILD_150710","CHILD_150710",254,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"389","CHILD_D1803","CHILD_D1803",255,"Breastfeeding at 6 Months (final) Infant feeding","CHILD_METADATA_ALL","6 Months FU","BFEDFL",NA,NA,3263,"yes"
"402","CHILD_D1816","CHILD_D1816",256,"Exclusive Breastfeeding at 6 Months Infant feeding","CHILD_METADATA_ALL","6 Months FU","EXBFEDFL",NA,NA,3263,"yes"
"403","CHILD_D1817","CHILD_D1817",257,"Lifetime Exclusive Breastfeeding at 6 Months Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"406","CHILD_D1820","CHILD_D1820",258,"Breastfeeding status at 6 Months: (exclusive breastfeeding, exclusive after hospital, partial, or zero) Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"407","CHILD_D1821","CHILD_D1821",259,"Lifetime Breastfeeding status at 6 Months Infant feeding","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"409","CHILD_D1823","CHILD_D1823",260,"Solids before 6 Months Infant feeding","CHILD_METADATA_ALL","6 Months FU","SLDFED_R",NA,NA,3263,"yes"
"411","CHILD_D1825","CHILD_D1825",261,"Formula before 6 Months Infant feeding","CHILD_METADATA_ALL","6 Months FU","FORMLK_R",NA,NA,3263,"yes"
"413","CHILD_D1827","CHILD_D1827",262,"Nutrition sources for infant s diet at 6 Months: Breastmilk, formula, and/or solid food Infant feeding","CHILD_METADATA_ALL",NA,"FEEDING, FEEDINGN",NA,NA,3263,"yes"
"390","CHILD_D1804","CHILD_D1804",263,"Breastfeeding at 9 Months (final) Infant feeding","CHILD_METADATA_ALL","9 Months FU","BFEDFL",NA,NA,3263,"yes"
"335","CHILD_97012","CHILD_97012",264,"Anthropometrics Child s weight (kg)","CHILD_METADATA_ALL","1 Year FU","WTKG",NA,NA,3263,"yes"
"336","CHILD_97013","CHILD_97013",265,"Anthropometrics Child s length (cm)","CHILD_METADATA_ALL","1 Year FU","LENCM",NA,NA,3263,"yes"
"337","CHILD_97014","CHILD_97014",266,"Anthropometrics Child s head circumference (cm)","CHILD_METADATA_ALL","1 Year FU","HCIRCM",NA,NA,3263,"yes"
"309","CHILD_143549","CHILD_143549",267,"Date/age at time of questionnaire completion Date (month and year)","CHILD_METADATA_ALL","1 Year FU","AGEDAYS",NA,NA,3263,"yes"
"249","CHILD_12334","CHILD_12334",268,"First cold during last 6 months How old was your child when s/he started the first cold during the last 6 months? (Months)","CHILD_METADATA_ALL","1 Year FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"250","CHILD_12335","CHILD_12335",269,"How long did this cold last?","CHILD_METADATA_ALL","1 Year FU","CEDUR",NA,"Child",3263,"no"
"251","CHILD_12336","CHILD_12336",270,"What symptoms did your child have during their first cold within the last 6 months? Cough","CHILD_METADATA_ALL","1 Year FU","CETERM",NA,"Child",3263,"no"
"252","CHILD_12338","CHILD_12338",271,"What symptoms did your child have during their first cold within the last 6 months? Vomiting","CHILD_METADATA_ALL","1 Year FU","CETERM, DIARFL",NA,"Child",3263,"no"
"253","CHILD_12341","CHILD_12341",272,"What symptoms did your child have during their first cold within the last 6 months? Diarrhea","CHILD_METADATA_ALL","1 Year FU","CETERM, VOMFL",NA,"Child",3263,"no"
"254","CHILD_12343","CHILD_12343",273,"What symptoms did your child have during their first cold within the last 6 months? Fever","CHILD_METADATA_ALL","1 Year FU","CETERM",NA,"Child",3263,"no"
"255","CHILD_12349","CHILD_12349",274,"Second cold during last 6 months How old was your child when s/he started this cold? (months)","CHILD_METADATA_ALL","1 Year FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"256","CHILD_12350","CHILD_12350",275,"Second cold during last 6 months How long did this cold last?","CHILD_METADATA_ALL","1 Year FU","CEDUR",NA,"Child",3263,"no"
"257","CHILD_12351","CHILD_12351",276,"What symptoms did your child have during their second cold within the last 6 months? Cough","CHILD_METADATA_ALL","1 Year FU","CETERM",NA,"Child",3263,"no"
"258","CHILD_12353","CHILD_12353",277,"What symptoms did your child have during their second cold within the last 6 months? Vomiting","CHILD_METADATA_ALL","1 Year FU","CETERM, DIARFL",NA,"Child",3263,"no"
"259","CHILD_12356","CHILD_12356",278,"What symptoms did your child have during their second cold within the last 6 months? Diarrhea","CHILD_METADATA_ALL","1 Year FU","CETERM, VOMFL",NA,"Child",3263,"no"
"260","CHILD_12358","CHILD_12358",279,"What symptoms did your child have during their second cold within the last 6 months? Fever","CHILD_METADATA_ALL","1 Year FU","CETERM",NA,"Child",3263,"no"
"261","CHILD_12364","CHILD_12364",280,"Third cold during last 6 months How old was your child when s/he started the this cold? (months)","CHILD_METADATA_ALL","1 Year FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"262","CHILD_12365","CHILD_12365",281,"Third cold during last 6 months How long did this cold last?","CHILD_METADATA_ALL","1 Year FU","CEDUR",NA,"Child",3263,"no"
"263","CHILD_12366","CHILD_12366",282,"What symptoms did your child have during their third cold within the last 6 months? Cough","CHILD_METADATA_ALL","1 Year FU","CETERM",NA,"Child",3263,"no"
"264","CHILD_12368","CHILD_12368",283,"What symptoms did your child have during their third cold within the last 6 months? Vomiting","CHILD_METADATA_ALL","1 Year FU","CETERM, DIARFL",NA,"Child",3263,"no"
"265","CHILD_12371","CHILD_12371",284,"What symptoms did your child have during their third cold within the last 6 months? Diarrhea","CHILD_METADATA_ALL","1 Year FU","CETERM, VOMFL",NA,"Child",3263,"no"
"266","CHILD_12373","CHILD_12373",285,"What symptoms did your child have during their third cold within the last 6 months? Fever","CHILD_METADATA_ALL","1 Year FU","CETERM",NA,"Child",3263,"no"
"267","CHILD_12398","CHILD_12398",286,"Coughing without a cold Has your child had any episodes of coughing WITHOUT a cold in the last 6 months?","CHILD_METADATA_ALL","1 Year FU","CETERM",NA,"Child",3263,"no"
"268","CHILD_12399_MODIFIED","CHILD_12399_modified",287,"Coughing without a cold Cough episodes without a cold in last 6 months (Derived from CHILD.12398 and CHILD.12399: If yes, how many episodes?)","CHILD_METADATA_ALL","1 Year FU","NUMEPI",NA,"Child",3263,"no"
"269","CHILD_12400","CHILD_12400",288,"First coughing episode How old was your child when the first coughing episode during this period started? (months)","CHILD_METADATA_ALL","1 Year FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"270","CHILD_12401","CHILD_12401",289,"First coughing episode Duration of cough in this episode:","CHILD_METADATA_ALL","1 Year FU","CEDUR",NA,"Child",3263,"no"
"271","CHILD_12402","CHILD_12402",290,"Second coughing episode How old was your child when the second coughing episode started? (months)","CHILD_METADATA_ALL","1 Year FU","CETERM, AGEDAYS",NA,"Child",3263,"no"
"272","CHILD_12403","CHILD_12403",291,"Second coughing episode Duration of cough in this episode:","CHILD_METADATA_ALL","1 Year FU","CEDUR",NA,"Child",3263,"no"
"273","CHILD_12406","CHILD_12406",292,"Fever in last 6 months Has your child ever had a fever in the last 6 months?","CHILD_METADATA_ALL","1 Year FU","CETERM",NA,"Child",3263,"no"
"274","CHILD_12407","CHILD_12407",293,"Fever in last 6 months How long did the WORST fever last?","CHILD_METADATA_ALL","1 Year FU","CEDUR",NA,"Child",3263,"no"
"275","CHILD_12408","CHILD_12408",294,"Fever in last 6 months Did you record the highest fever temperature?","CHILD_METADATA_ALL",NA,NA,NA,NA,3263,"missing"
"276","CHILD_12409","CHILD_12409",295,"Fever in last 6 months If Yes, what was the highest fever temperature recorded? (Celsuis)","CHILD_METADATA_ALL","1 Year FU","VSSTRESN","TEMP","Child",3263,"yes"
"277","CHILD_12410","CHILD_12410",296,"Fever in last 6 months What was the fever thought to be due to?","CHILD_METADATA_ALL","1 Year FU","CECMT",NA,"Child",3263,"no"
"278","CHILD_12448","CHILD_12448",297,"What symptoms did your child have with the allergic reaction to food? Vomiting","CHILD_METADATA_ALL","1 Year FU","CETERM, DIARFL",NA,"Child",3263,"no"
"279","CHILD_12451","CHILD_12451",298,"What symptoms did your child have with the allergic reaction to food? Diarrhea","CHILD_METADATA_ALL","1 Year FU","CETERM, VOMFL",NA,"Child",3263,"no"
"280","CHILD_12488","CHILD_12488",299,"Hospital admissions/stays in last 6 months Has your child had any hospital admissions/stays in the last 6 months?","CHILD_METADATA_ALL","1 Year FU","HOTERM",NA,"Child",3263,"no"
"281","CHILD_12489","CHILD_12489",300,"Hospital admissions/stays in last 6 months How many hospital admissions/stays?","CHILD_METADATA_ALL","1 Year FU","HOCMT",NA,"Child",3263,"no"
"282","CHILD_12490","CHILD_12490",301,"What was the reason(s) for these hospital stay(s)? Bad cold","CHILD_METADATA_ALL","1 Year FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"283","CHILD_12491","CHILD_12491",302,"What was the reason(s) for these hospital stay(s)? Fever","CHILD_METADATA_ALL","1 Year FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"284","CHILD_12492","CHILD_12492",303,"What was the reason(s) for these hospital stay(s)? Rash","CHILD_METADATA_ALL","1 Year FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"285","CHILD_12493","CHILD_12493",304,"What was the reason(s) for these hospital stay(s)? Wheezing episode","CHILD_METADATA_ALL","1 Year FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
"286","CHILD_12494","CHILD_12494",305,"What was the reason(s) for these hospital stay(s)? Ear infection","CHILD_METADATA_ALL","1 Year FU","CETERM, CESHOSP, CESEVN",NA,"Child",3263,"no"
