"","VARNAME","variable_original","seq_original","label_original","MEMNAME","VISIT_ddf","TARGETVR_ddf","TESTCD_ddf","RELTIVE_ddf","N_ddf","Matched_Full"
"89","FIRSTBORN","FIRSTBORN",43,"Derived based on cef_nbr_children","ELICIT_METADATA_IMIC_042021",NA,"LVBRTHHX",NA,NA,200,"yes"
"195","WARD","WARD",44,"Ward in which family resides (cleaned from free response ward question on CEF)","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"192","VILLAGE","VILLAGE",45,"Village in which family resides (cleaned from free response village question on CEF)","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"8","AGEDAYS_LAZ_0","AGEDAYS_LAZ_0",46,"Age in days at enrollment length measurement","ELICIT_METADATA_IMIC_042021",NA,"AGEDAYS",NA,NA,200,"yes"
"125","LAZ_0","LAZ_0",47,"length for age z score at enrollment","ELICIT_METADATA_IMIC_042021","Enrolment Visit","R_HAZ",NA,NA,200,"yes"
"143","MEAN_LAZ_0","MEAN_LAZ_0",48,"average of all PID s enrollment laz","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"21","AGEDAYS_WAZ_0","AGEDAYS_WAZ_0",49,"Age in days at enrollment weight","ELICIT_METADATA_IMIC_042021",NA,"AGEDAYS",NA,NA,200,"yes"
"197","WAZ_0","WAZ_0",50,"weight for age z score at enrollment","ELICIT_METADATA_IMIC_042021","Enrolment Visit","R_WAZ",NA,NA,200,"yes"
"144","MEAN_WAZ_0","MEAN_WAZ_0",51,"Average of all PID s enrollment waz","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"1","AGEDAYS_HCZ_0","AGEDAYS_HCZ_0",52,"age in days at enrollment head circumference measurement","ELICIT_METADATA_IMIC_042021",NA,"AGEDAYS",NA,NA,200,"yes"
"98","HCZ_0","HCZ_0",53,"head circumference for age z score","ELICIT_METADATA_IMIC_042021","Enrolment Visit","R_HCAZ",NA,NA,200,"yes"
"142","MEAN_HCZ_0","MEAN_HCZ_0",54,"mean of all PID s enrollment hcz","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"11","AGEDAYS_LAZ_18","AGEDAYS_LAZ_18",55,"age in days at final length measurment","ELICIT_METADATA_IMIC_042021",NA,"AGEDAYS",NA,NA,200,"yes"
"128","LAZ_18","LAZ_18",56,"18 month length for age z score","ELICIT_METADATA_IMIC_042021","18 Months Visit","R_HAZ",NA,NA,200,"yes"
"106","HEIGHT_18","HEIGHT_18",57,"18 month length (cm)","ELICIT_METADATA_IMIC_042021","18 Months Visit","LENCM",NA,NA,200,"yes"
"24","AGEDAYS_WAZ_18","AGEDAYS_WAZ_18",58,"age in days at final weight measurement","ELICIT_METADATA_IMIC_042021",NA,"AGEDAYS",NA,NA,200,"yes"
"200","WAZ_18","WAZ_18",59,"18 month weight for age z score","ELICIT_METADATA_IMIC_042021","18 Months Visit","R_WAZ",NA,NA,200,"yes"
"207","WEIGHT_18","WEIGHT_18",60,"18 month weight measurement (kg)","ELICIT_METADATA_IMIC_042021","18 Months Visit","WTKG",NA,NA,200,"yes"
"4","AGEDAYS_HCZ_18","AGEDAYS_HCZ_18",61,"age in days at 18 month head circumference for age measurement","ELICIT_METADATA_IMIC_042021",NA,"AGEDAYS",NA,NA,200,"yes"
"101","HCZ_18","HCZ_18",62,"18 month head circumference for age z score","ELICIT_METADATA_IMIC_042021","18 Months Visit","R_HCAZ",NA,NA,200,"yes"
"105","HEAD_18","HEAD_18",63,"18 month head circumference measurment(cm)","ELICIT_METADATA_IMIC_042021","18 Months Visit","HCIRCM",NA,NA,200,"yes"
"17","AGEDAYS_MAZ_18","AGEDAYS_MAZ_18",64,"age in days at 18 month mid upper arm circumference measurement","ELICIT_METADATA_IMIC_042021",NA,"AGEDAYS",NA,NA,200,"yes"
"137","MAZ_18","MAZ_18",65,"18 month muac for age z score","ELICIT_METADATA_IMIC_042021","18 Months Visit","R_MUAZ",NA,NA,200,"yes"
"152","MUAC_18","MUAC_18",66,"18 month mid-upper arm circumference measurement (cm)","ELICIT_METADATA_IMIC_042021","18 Months Visit","MUACCM",NA,NA,200,"yes"
"151","MTHR_WEIGHT","MTHR_WEIGHT",67,"Weight of mother","ELICIT_METADATA_IMIC_042021","Enrolment Visit","WTKG",NA,"Mother",200,"yes"
"150","MTHR_HEIGHT","MTHR_HEIGHT",68,"Height of mother num.ebf=Number of months of exclusive breastfeeding num.saes=cumulative number of serious adverse events num.sae.di=number of gastroenteritis serious adverse events num.sae.alri=number of ALRI serious adverse events num.sae.sep=number of s","ELICIT_METADATA_IMIC_042021","Enrolment Visit","HTCM",NA,"Mother",200,"yes"
"160","NUM_EBF","NUM_EBF",69,"num.ebf","ELICIT_METADATA_IMIC_042021","0 to 6 months","FEEDINGN,GFSTRESN","EXFEEDMT","Mother",200,"no"
"164","NUM_SAES","NUM_SAES",70,"num.saes","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"162","NUM_SAE_DI","NUM_SAE_DI",71,"num.sae.di","ELICIT_METADATA_IMIC_042021","0 to 6 months","CETERM",NA,"Child",200,"no"
"161","NUM_SAE_ALRI","NUM_SAE_ALRI",72,"num.sae.alri","ELICIT_METADATA_IMIC_042021","0 to 6 months","CETERM",NA,"Child",200,"no"
"163","NUM_SAE_SEP","NUM_SAE_SEP",73,"num.sae.sep","ELICIT_METADATA_IMIC_042021","0 to 6 months","CETERM",NA,"Child",200,"no"
"165","NUM_SAES_6","NUM_SAES_6",74,"num.saes.6","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"185","VAR75","VAR75",75,"num.sae.di.6","ELICIT_METADATA_IMIC_042021","0 to 6 months","CETERM",NA,"Child",200,"no"
"186","VAR76","VAR76",76,"num.sae.alri.6","ELICIT_METADATA_IMIC_042021","0 to 6 months","CETERM",NA,"Child",200,"no"
"187","VAR77","VAR77",77,"num.sae.sep.6","ELICIT_METADATA_IMIC_042021","0 to 6 months","CETERM",NA,"Child",200,"no"
"158","NUM_AES","NUM_AES",78,"num.aes","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"155","NUM_AE_DI","NUM_AE_DI",79,"num.ae.di","ELICIT_METADATA_IMIC_042021","6 to 18 months","CETERM",NA,"Child",200,"no"
"154","NUM_AE_ALRI","NUM_AE_ALRI",80,"num.ae.alri","ELICIT_METADATA_IMIC_042021","6 to 18 months","CETERM",NA,"Child",200,"no"
"156","NUM_AE_FEVER","NUM_AE_FEVER",81,"num.ae.fever","ELICIT_METADATA_IMIC_042021","6 to 18 months","CETERM",NA,"Child",200,"no"
"157","NUM_AE_URTI","NUM_AE_URTI",82,"num.ae.urti","ELICIT_METADATA_IMIC_042021","6 to 18 months","CETERM",NA,"Child",200,"no"
"159","NUM_AES_6","NUM_AES_6",83,"num.aes.6","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"188","VAR84","VAR84",84,"num.ae.di.6","ELICIT_METADATA_IMIC_042021","6 to 18 months","CETERM",NA,"Child",200,"no"
"189","VAR85","VAR85",85,"num.ae.alri.6","ELICIT_METADATA_IMIC_042021","6 to 18 months","CETERM",NA,"Child",200,"no"
"190","VAR86","VAR86",86,"num.ae.fever.6","ELICIT_METADATA_IMIC_042021","6 to 18 months","CETERM",NA,"Child",200,"no"
"191","VAR87","VAR87",87,"num.ae.urti.6","ELICIT_METADATA_IMIC_042021","6 to 18 months","CETERM",NA,"Child",200,"no"
"34","AMR_AZI_ETEST_80","AMR_AZI_ETEST_80",88,"amr_azi_etest.80","ELICIT_METADATA_IMIC_042021","6.5 Months Visit","MSSTRESC","AZRES","Child",200,"no"
"32","AMR_AZI_ETEST_100","AMR_AZI_ETEST_100",89,"amr_azi_etest.100","ELICIT_METADATA_IMIC_042021","9 Months Visit","MSSTRESC","AZRES","Child",200,"no"
"33","AMR_AZI_ETEST_210","AMR_AZI_ETEST_210",90,"amr_azi_etest.210","ELICIT_METADATA_IMIC_042021","18 Months Visit","MSSTRESC","AZRES","Child",200,"no"
"124","LAST_MONTH_COMPLETED","LAST_MONTH_COMPLETED",91,"The number of months each child was followed (up to 18, 24 month follow up not included)","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"115","IMPUTE_LAZ_0","IMPUTE_LAZ_0",92,"If enrollment laz was dropped after being flagged as an implausible value, imputed mean, otherwise, laz","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"118","IMPUTE_WAZ_0","IMPUTE_WAZ_0",93,"If enrollment waz was dropped after being flagged as an implausible value, imputed mean, otherwise, waz","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"114","IMPUTE_HCZ_0","IMPUTE_HCZ_0",94,"If enrollment hcz was dropped after being flagged as an implausible value, imputed mean, otherwise, hcz","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"116","IMPUTE_MTHR_HEIGHT","IMPUTE_MTHR_HEIGHT",95,"If maternal height missing, imputed mean, otherwise, maternal height","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
"117","IMPUTE_MTHR_WEIGHT","IMPUTE_MTHR_WEIGHT",96,"If maternal weight missing, imputed mean, otherwise, maternal weight","ELICIT_METADATA_IMIC_042021",NA,NA,NA,NA,200,"missing"
