"study","contrast","direction","pathway","feature"
"Misame (1-2 mo.)","BEP","combined","Beta-Alanine Metabolism","Pantothenic acid"
"Misame (1-2 mo.)","BEP","combined","Vitamin B6 Metabolism","Pyridoxal"
"Misame (1-2 mo.)","BEP","combined","Vitamin B6 Metabolism","Pyridoxine"
"Misame (1-2 mo.)","BEP","combined","Pantothenate and CoA Biosynthesis","Pantothenic acid"
"Misame (1-2 mo.)","BEP","combined","Nicotinate and Nicotinamide Metabolism","Niacinamide"
"Misame (1-2 mo.)","BEP","combined","Nicotinate and Nicotinamide Metabolism","N1-Methyl-2-pyridone-5-carboxamide"
"Misame (1-2 mo.)","BEP","combined","Nicotinate and Nicotinamide Metabolism","Nicotinamide riboside"
"Misame (1-2 mo.)","BEP","combined","Nicotinate and Nicotinamide Metabolism","Nicotinic acid mononucleotide"
"Misame (1-2 mo.)","BEP","combined","Riboflavin Metabolism","Flavin Mononucleotide"
"Misame (1-2 mo.)","BEP","combined","Thiamine Metabolism","Thiamine"
