"study","contrast","direction","pathway","feature"
"Elicit (1 mo.)","Az.","down","Glycine and Serine Metabolism","Sarcosine"
"Elicit (1 mo.)","Az.","down","Glycine and Serine Metabolism","Methionine"
"Elicit (1 mo.)","Az.","down","Beta-Alanine Metabolism","Histidine"
"Elicit (1 mo.)","Az.","down","Ammonia Recycling","Histidine"
"Elicit (1 mo.)","Az.","down","Propanoate Metabolism","L-Valine"
"Elicit (1 mo.)","Az.","down","Arginine and Proline Metabolism","Proline"
"Elicit (1 mo.)","Az.","down","Arginine and Proline Metabolism","Succinic acid"
"Elicit (1 mo.)","Az.","down","Taurine and Hypotaurine Metabolism","Taurine"
"Elicit (1 mo.)","Az.","down","Oxidation of Branched Chain Fatty Acids","Succinic acid"
"Elicit (1 mo.)","Az.","down","Valine, Leucine and Isoleucine Degradation","Isoleucine"
"Elicit (1 mo.)","Az.","down","Valine, Leucine and Isoleucine Degradation","Succinic acid"
"Elicit (1 mo.)","Az.","down","Valine, Leucine and Isoleucine Degradation","L-Valine"
"Elicit (1 mo.)","Az.","down","Methionine Metabolism","Sarcosine"
"Elicit (1 mo.)","Az.","down","Methionine Metabolism","Methionine"
"Elicit (1 mo.)","Az.","down","Bile Acid Biosynthesis","Taurine"
"Elicit (1 mo.)","Az.","down","Bile Acid Biosynthesis","Cholic acid"
"Elicit (1 mo.)","Az.","down","Histidine Metabolism","Histidine"
"Elicit (1 mo.)","Az.","down","Citric Acid Cycle","Succinic acid"
"Elicit (1 mo.)","Az.","down","Pyruvate Metabolism","Lactic acid"
"Elicit (1 mo.)","Az.","down","Ketone Body Metabolism","Succinic acid"
"Elicit (1 mo.)","Az.","down","Glutamate Metabolism","Succinic acid"
"Elicit (1 mo.)","Az.","down","Butyrate Metabolism","Succinic acid"
"Elicit (1 mo.)","Az.","down","Betaine Metabolism","Methionine"
"Elicit (1 mo.)","Az.","down","Gluconeogenesis","Lactic acid"
"Elicit (1 mo.)","Az.","down","Mitochondrial Electron Transport Chain","Succinic acid"
"Elicit (1 mo.)","Az.","down","Spermidine and Spermine Biosynthesis","Methionine"
"Elicit (1 mo.)","Az.","down","Phytanic Acid Peroxisomal Oxidation","Succinic acid"
"Elicit (1 mo.)","Az.","down","Carnitine Synthesis","Succinic acid"
"Elicit (1 mo.)","Az.","down","Warburg Effect","Lactic acid"
"Elicit (1 mo.)","Az.","down","Warburg Effect","Succinic acid"
"Elicit (1 mo.)","Az.","down","Methylhistidine Metabolism","Histidine"
