"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Vitamin K Metabolism",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Cardiolipin Biosynthesis",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Androstenedione Metabolism",1,1,0.429,0.429,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Beta-Alanine Metabolism",8,4,3.43,0.473,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Vitamin B6 Metabolism",8,4,3.43,0.473,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Propanoate Metabolism",6,3,2.57,0.519,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Citric Acid Cycle",6,3,2.57,0.519,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glutamate Metabolism",6,3,2.57,0.519,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Lysine Degradation",4,2,1.71,0.581,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Tryptophan Metabolism",4,2,1.71,0.581,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Gluconeogenesis",4,2,1.71,0.581,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Transfer of Acetyl Groups into Mitochondria",4,2,1.71,0.581,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Riboflavin Metabolism",7,3,3,0.66,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Warburg Effect",7,3,3,0.66,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Pterine Biosynthesis",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glutathione Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Selenoamino Acid Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Androgen and Estrogen Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glucose-Alanine Cycle",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Ethanol Degradation",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Fatty Acid Biosynthesis",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Pyruvaldehyde Degradation",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Inositol Phosphate Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Carnitine Synthesis",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","De Novo Triacylglycerol Biosynthesis",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Estrone Metabolism",2,1,0.857,0.681,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glycine and Serine Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Porphyrin Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Phospholipid Biosynthesis",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Pyrimidine Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Folate Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Betaine Metabolism",5,2,2.14,0.728,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Pyruvate Metabolism",8,3,3.43,0.772,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Cysteine Metabolism",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Steroid Biosynthesis",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Glycolysis",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Fructose and Mannose Degradation",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Malate-Aspartate Shuttle",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Thyroid hormone synthesis",3,1,1.29,0.826,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Methionine Metabolism",6,2,2.57,0.833,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Histidine Metabolism",7,2,3,0.902,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Purine Metabolism",7,2,3,0.902,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Nucleotide Sugars Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Inositol Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Galactose Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Alanine Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Starch and Sucrose Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Urea Cycle",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Aspartate Metabolism",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Phytanic Acid Peroxisomal Oxidation",4,1,1.71,0.907,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Tyrosine Metabolism",8,2,3.43,0.945,1
"Vital (1.5 mo.)","BEP+ExBf+AZT","up","Phenylalanine and Tyrosine Metabolism",5,1,2.14,0.952,1
