"study","contrast","direction","pathway","feature"
"Misame (14-21 days)","BEP/IFA","up","Beta-Alanine Metabolism","Pantothenic acid"
"Misame (14-21 days)","BEP/IFA","up","Beta-Alanine Metabolism","Flavin mononucleotide"
"Misame (14-21 days)","BEP/IFA","up","Vitamin B6 Metabolism","Flavin mononucleotide"
"Misame (14-21 days)","BEP/IFA","up","Arginine and Proline Metabolism","Flavin mononucleotide"
"Misame (14-21 days)","BEP/IFA","up","Pantothenate and CoA Biosynthesis","Pantothenic acid"
"Misame (14-21 days)","BEP/IFA","up","Pantothenate and CoA Biosynthesis","Flavin mononucleotide"
"Misame (14-21 days)","BEP/IFA","up","Pyrimidine Metabolism","Flavin mononucleotide"
"Misame (14-21 days)","BEP/IFA","up","Riboflavin Metabolism","Riboflavin"
"Misame (14-21 days)","BEP/IFA","up","Riboflavin Metabolism","Flavin mononucleotide"
