"study","contrast","direction","pathway","total","hits","expected","raw_p","fdr"
"Misame (3-4 mo.)","BEP","up","Tryptophan Metabolism",6,1,0.00976,0.00976,0.956
"Elicit (1 mo.)","Nico","up","Tryptophan Metabolism",6,1,0.00976,0.00976,0.956
