"study","contrast","direction","pathway","feature"
"Misame (14-21 days)","BEP","up","Nucleotide Sugars Metabolism","D-Galactose"
"Misame (14-21 days)","BEP","up","Sphingolipid Metabolism","D-Galactose"
"Misame (14-21 days)","BEP","up","Galactose Metabolism","D-Galactose"
"Misame (14-21 days)","BEP","up","Lactose Degradation","D-Galactose"
