"outcome_group","arm_set","study","studytime","direction","contrast","module","pathway","total","hits","expected","raw_p","fdr_native","fdr_bh_pooled","significant","hit_features"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Alpha Linolenic Acid and Linoleic Acid Metabolism",5,2,0.179,0.0115,0.225,0.0581764705882353,FALSE,"Arachidonic acid; Dihomo-gamma-linolenic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Warburg Effect",5,2,0.179,0.0115,0.225,0.0581764705882353,FALSE,"Lactic acid; Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Ketone Body Metabolism",1,1,0.0358,0.0358,0.351,0.0799688311688312,FALSE,"Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Butyrate Metabolism",1,1,0.0358,0.0358,0.351,0.0799688311688312,FALSE,"Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Mitochondrial Electron Transport Chain",1,1,0.0358,0.0358,0.351,0.0799688311688312,FALSE,"Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Phytanic Acid Peroxisomal Oxidation",1,1,0.0358,0.0358,0.351,0.0799688311688312,FALSE,"Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",1,1,0.0358,0.0358,0.351,0.0799688311688312,FALSE,"Dodecanoic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Arginine and Proline Metabolism",10,2,0.358,0.0462,0.412,0.0869555555555556,FALSE,"Ornithine; Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Citric Acid Cycle",2,1,0.0715,0.0703,0.492,0.0999305785123967,FALSE,"Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Pyruvate Metabolism",2,1,0.0715,0.0703,0.492,0.0999305785123967,FALSE,"Lactic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Gluconeogenesis",2,1,0.0715,0.0703,0.492,0.0999305785123967,FALSE,"Lactic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Beta Oxidation of Very Long Chain Fatty Acids",3,1,0.107,0.104,0.598,0.124027210884354,FALSE,"Dodecanoic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Homocysteine Degradation",3,1,0.107,0.104,0.598,0.124027210884354,FALSE,"Homocysteine"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Fatty Acid Biosynthesis",3,1,0.107,0.104,0.598,0.124027210884354,FALSE,"Dodecanoic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Catecholamine Biosynthesis",4,1,0.143,0.136,0.634,0.149948717948718,FALSE,"Homocysteine"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Oxidation of Branched Chain Fatty Acids",4,1,0.143,0.136,0.634,0.149948717948718,FALSE,"Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Arachidonic Acid Metabolism",4,1,0.143,0.136,0.634,0.149948717948718,FALSE,"Arachidonic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Betaine Metabolism",4,1,0.143,0.136,0.634,0.149948717948718,FALSE,"Homocysteine"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Valine, Leucine and Isoleucine Degradation",5,1,0.179,0.167,0.712,0.176220858895706,FALSE,"Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Carnitine Synthesis",5,1,0.179,0.167,0.712,0.176220858895706,FALSE,"Succinic acid"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Sphingolipid Metabolism",7,1,0.25,0.226,0.886,0.227321637426901,FALSE,"Cer(d18:1/18:0)"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Urea Cycle",7,1,0.25,0.226,0.886,0.227321637426901,FALSE,"Ornithine"
"tertiary","combined","Misame","1-2 mo.","down","BEP","ora","Glutamate Metabolism",8,1,0.286,0.254,0.958,0.254,FALSE,"Succinic acid"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Glycine and Serine Metabolism",13,5,0.359,9.67e-06,0.000864,0.00100906666666667,TRUE,"L-Threonine; Serine; L-Arginine; L-Cysteine; Homocysteine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Homocysteine Degradation",3,3,0.0829,1.76e-05,0.000864,0.00100906666666667,TRUE,"Serine; L-Cysteine; Homocysteine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Arginine and Proline Metabolism",10,3,0.276,0.00187,0.0612,0.0229742857142857,FALSE,"Proline; L-Arginine; 4-Hydroxyproline"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Methionine Metabolism",11,3,0.304,0.00253,0.062,0.0255976470588235,FALSE,"Serine; L-Cysteine; Homocysteine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Alpha Linolenic Acid and Linoleic Acid Metabolism",5,2,0.138,0.00686,0.134,0.0453815384615385,FALSE,"Arachidonic acid; Dihomo-gamma-linolenic acid"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Beta-Alanine Metabolism",7,2,0.193,0.0139,0.195,0.05977,FALSE,"Anserine; Methylhistidine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Ammonia Recycling",7,2,0.193,0.0139,0.195,0.05977,FALSE,"L-Asparagine; Serine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Histidine Metabolism",8,2,0.221,0.0183,0.199,0.0654274509803922,FALSE,"Anserine; Methylhistidine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Aspartate Metabolism",8,2,0.221,0.0183,0.199,0.0654274509803922,FALSE,"L-Asparagine; L-Arginine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Pantothenate and CoA Biosynthesis",1,1,0.0276,0.0276,0.226,0.07912,FALSE,"L-Cysteine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Threonine and 2-Oxobutanoate Degradation",1,1,0.0276,0.0276,0.226,0.07912,FALSE,"L-Threonine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids",1,1,0.0276,0.0276,0.226,0.07912,FALSE,"Dodecanoic acid"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Cysteine Metabolism",2,1,0.0553,0.0546,0.315,0.0869555555555556,FALSE,"L-Cysteine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Taurine and Hypotaurine Metabolism",2,1,0.0553,0.0546,0.315,0.0869555555555556,FALSE,"L-Cysteine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Selenoamino Acid Metabolism",2,1,0.0553,0.0546,0.315,0.0869555555555556,FALSE,"Serine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Methylhistidine Metabolism",2,1,0.0553,0.0546,0.315,0.0869555555555556,FALSE,"Methylhistidine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Phosphatidylethanolamine Biosynthesis",2,1,0.0553,0.0546,0.315,0.0869555555555556,FALSE,"Serine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Beta Oxidation of Very Long Chain Fatty Acids",3,1,0.0829,0.0808,0.417,0.107795419847328,FALSE,"Dodecanoic acid"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Fatty Acid Biosynthesis",3,1,0.0829,0.0808,0.417,0.107795419847328,FALSE,"Dodecanoic acid"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Catecholamine Biosynthesis",4,1,0.111,0.106,0.453,0.124027210884354,FALSE,"Homocysteine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Glutathione Metabolism",4,1,0.111,0.106,0.453,0.124027210884354,FALSE,"L-Cysteine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Arachidonic Acid Metabolism",4,1,0.111,0.106,0.453,0.124027210884354,FALSE,"Arachidonic acid"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Betaine Metabolism",4,1,0.111,0.106,0.453,0.124027210884354,FALSE,"Homocysteine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Sphingolipid Metabolism",7,1,0.193,0.179,0.702,0.186593939393939,FALSE,"Serine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Urea Cycle",7,1,0.193,0.179,0.702,0.186593939393939,FALSE,"L-Arginine"
"tertiary","combined","Misame","14-21 days","down","BEP","ora","Glutamate Metabolism",8,1,0.221,0.202,0.761,0.206809523809524,FALSE,"L-Cysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Glycine and Serine Metabolism",13,4,0.275,7.78e-05,0.00763,0.0033454,TRUE,"Ornithine; Sarcosine; L-Cysteine; Homocysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Methionine Metabolism",11,3,0.233,0.00111,0.04,0.0190763636363636,TRUE,"Sarcosine; L-Cysteine; Homocysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Homocysteine Degradation",3,2,0.0634,0.00122,0.04,0.0190763636363636,TRUE,"L-Cysteine; Homocysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Alpha Linolenic Acid and Linoleic Acid Metabolism",5,2,0.106,0.00398,0.0976,0.0325980952380952,FALSE,"Arachidonic acid; Dihomo-gamma-linolenic acid"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Pantothenate and CoA Biosynthesis",1,1,0.0211,0.0211,0.414,0.0697923076923077,FALSE,"L-Cysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Cysteine Metabolism",2,1,0.0423,0.0419,0.586,0.0858088888888889,FALSE,"L-Cysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Taurine and Hypotaurine Metabolism",2,1,0.0423,0.0419,0.586,0.0858088888888889,FALSE,"L-Cysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Phenylalanine and Tyrosine Metabolism",3,1,0.0634,0.0622,0.671,0.0951234782608696,FALSE,"Phenylalanine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Catecholamine Biosynthesis",4,1,0.0846,0.0821,0.671,0.107795419847328,FALSE,"Homocysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Glutathione Metabolism",4,1,0.0846,0.0821,0.671,0.107795419847328,FALSE,"L-Cysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Arachidonic Acid Metabolism",4,1,0.0846,0.0821,0.671,0.107795419847328,FALSE,"Arachidonic acid"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Betaine Metabolism",4,1,0.0846,0.0821,0.671,0.107795419847328,FALSE,"Homocysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Spermidine and Spermine Biosynthesis",5,1,0.106,0.102,0.766,0.124027210884354,FALSE,"Ornithine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Urea Cycle",7,1,0.148,0.14,0.977,0.152405063291139,FALSE,"Ornithine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Glutamate Metabolism",8,1,0.169,0.158,1,0.16985,FALSE,"L-Cysteine"
"tertiary","combined","Misame","3-4 mo.","down","BEP","ora","Arginine and Proline Metabolism",10,1,0.211,0.194,1,0.199808383233533,FALSE,"Ornithine"
"tertiary","combined","Vital","1.5 mo.","down","BEP","ora","Methionine Metabolism",11,2,0.125,0.00582,0.4,0.0400416,FALSE,"Sarcosine; Homocysteine"
"tertiary","combined","Vital","1.5 mo.","down","BEP","ora","Glycine and Serine Metabolism",13,2,0.148,0.00817,0.4,0.0484565517241379,FALSE,"Sarcosine; Homocysteine"
"tertiary","combined","Vital","1.5 mo.","down","BEP","ora","Homocysteine Degradation",3,1,0.0341,0.0338,0.879,0.0799688311688312,FALSE,"Homocysteine"
"tertiary","combined","Vital","1.5 mo.","down","BEP","ora","Catecholamine Biosynthesis",4,1,0.0455,0.0449,0.879,0.0858088888888889,FALSE,"Homocysteine"
"tertiary","combined","Vital","1.5 mo.","down","BEP","ora","Betaine Metabolism",4,1,0.0455,0.0449,0.879,0.0858088888888889,FALSE,"Homocysteine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Methionine Metabolism",11,3,0.143,0.000228,0.0191,0.0078432,TRUE,"Glycine; Sarcosine; Homocysteine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Glycine and Serine Metabolism",13,3,0.169,0.00039,0.0191,0.00958285714285714,TRUE,"Glycine; Sarcosine; Homocysteine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Bile Acid Biosynthesis",15,3,0.195,0.000613,0.02,0.0131795,TRUE,"Taurocholic acid; Glycine; Chenodeoxycholic acid glycine conjugate"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Porphyrin Metabolism",1,1,0.013,0.013,0.319,0.0588421052631579,FALSE,"Glycine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Pyruvate Metabolism",2,1,0.026,0.0259,0.423,0.0781543859649123,FALSE,"Lactic acid"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Gluconeogenesis",2,1,0.026,0.0259,0.423,0.0781543859649123,FALSE,"Lactic acid"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Alanine Metabolism",3,1,0.039,0.0386,0.445,0.0819654320987654,FALSE,"Glycine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Homocysteine Degradation",3,1,0.039,0.0386,0.445,0.0819654320987654,FALSE,"Homocysteine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Catecholamine Biosynthesis",4,1,0.052,0.0511,0.445,0.0869555555555556,FALSE,"Homocysteine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Glutathione Metabolism",4,1,0.052,0.0511,0.445,0.0869555555555556,FALSE,"Glycine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Betaine Metabolism",4,1,0.052,0.0511,0.445,0.0869555555555556,FALSE,"Homocysteine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Spermidine and Spermine Biosynthesis",5,1,0.065,0.0636,0.445,0.0951234782608696,FALSE,"Spermine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Carnitine Synthesis",5,1,0.065,0.0636,0.445,0.0951234782608696,FALSE,"Glycine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Warburg Effect",5,1,0.065,0.0636,0.445,0.0951234782608696,FALSE,"Lactic acid"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Purine Metabolism",6,1,0.078,0.0759,0.496,0.107006557377049,FALSE,"Glycine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Ammonia Recycling",7,1,0.0911,0.088,0.539,0.112118518518519,FALSE,"Glycine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Glutamate Metabolism",8,1,0.104,0.1,0.576,0.124027210884354,FALSE,"Glycine"
"tertiary","combined","Vital","2 mo.","down","BEP","ora","Arginine and Proline Metabolism",10,1,0.13,0.124,0.673,0.142186666666667,FALSE,"Glycine"
